instance	benefit_target	control_statuses	control_verdicts	control_solved_count	control_solved	treatment_statuses	treatment_verdicts	treatment_solved_count	treatment_solved	control_seconds	treatment_seconds	paired_delta_seconds	control_median_seconds	treatment_median_seconds	control_noise_seconds	lower_rounds_seconds	higher_rounds_seconds	faster_rounds	slower_rounds	control_scope_memory_peak_bytes	treatment_scope_memory_peak_bytes	paired_delta_scope_memory_peak_bytes	control_median_scope_memory_peak_bytes	treatment_median_scope_memory_peak_bytes	control_noise_scope_memory_peak_bytes	lower_rounds_scope_memory_peak_bytes	higher_rounds_scope_memory_peak_bytes	control_max_process_rss_bytes	treatment_max_process_rss_bytes	paired_delta_max_process_rss_bytes	control_median_max_process_rss_bytes	treatment_median_max_process_rss_bytes	control_noise_max_process_rss_bytes	lower_rounds_max_process_rss_bytes	higher_rounds_max_process_rss_bytes	correctness_fail	lost_verdict_rounds	new_failures	regression_threshold_seconds	regression_flag_seconds	validated_regression_seconds	regression_threshold_scope_memory_peak_bytes	regression_flag_scope_memory_peak_bytes	validated_regression_scope_memory_peak_bytes	regression_failures	regression_unresolved	flags	coverage_benefit	runtime_benefit	memory_benefit
g-real-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[4.1557913860015105, 4.411164310993627, 4.386075905000325, 4.4352347570238635, 4.571488828980364]	[2.7861267040134408, 2.803424690995598, 2.6414486550202128, 2.749598230002448, 2.6995553330052644]	[-1.3696646819880698, -1.6077396199980285, -1.7446272499801125, -1.6856365270214155, -1.8719334959750995]	4.411164310993627	2.749598230002448	0.02508840599330142	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[245317632, 245407744, 245231616, 245403648, 245338112]	[245313536, 245383168, 245317632, 245456896, 245383168]	[-4096, -24576, 86016, 53248, 45056]	245338112	245383168	65536	2	3	false	[]	[]	0.22055821554968136	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-110.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.441997415997321, 2.604478293011198, 2.543168414005777, 2.7379778049653396, 2.546604130999185]	[2.515604059997713, 2.6297873170115054, 2.555753349006409, 2.4722980490187183, 2.346440077992156]	[0.07360664400039241, 0.025309024000307545, 0.012584935000631958, -0.2656797559466213, -0.200164053007029]	2.546604130999185	2.515604059997713	0.057874162012012675	2	3	[4, 5]	[1, 2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[216006656, 216121344, 215908352, 215957504, 216002560]	[216055808, 216051712, 215846912, 215941120, 215732224]	[49152, -69632, -61440, -16384, -270336]	216002560	215941120	45056	4	1	false	[]	[]	0.12733020654995927	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-111.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[4.0498547079914715, 4.18465443799505, 4.068984487006674, 4.374518972996157, 4.026288426015526]	[4.2851189200009685, 3.9426846689893864, 4.297457626002142, 4.241679044964258, 4.442366408009548]	[0.235264212009497, -0.2419697690056637, 0.22847313899546862, -0.13283992803189903, 0.4160779819940217]	4.068984487006674	4.2851189200009685	0.04269606099114753	2	3	[2, 4]	[1, 3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[324571136, 324628480, 324661248, 324501504, 324546560]	[324521984, 320049152, 324587520, 324251648, 324448256]	[-49152, -4579328, -73728, -249856, -98304]	324571136	324448256	57344	5	0	false	[]	[]	0.2034492243503337	true	false	unavailable	false	false	[]	"[""slowdown — flagged, not validated""]"	"[""slowdown — flagged, not validated""]"	false	false	false
g-unreal-112.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[6.80947461197502, 6.625007067981642, 6.508081913983915, 7.299471687991172, 7.613908960018307]	[6.698823443992296, 6.623509007011307, 7.345785964018432, 6.339476945984643, 7.242462838999927]	[-0.11065116798272356, -0.0014980609703343362, 0.8377040500345174, -0.9599947420065291, -0.3714461210183799]	6.80947461197502	6.698823443992296	0.3013926979911048	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[450088960, 447889408, 458588160, 452890624, 468267008]	[431489024, 407187456, 442707968, 405061632, 431263744]	[-18599936, -40701952, -15880192, -47828992, -37003264]	452890624	431263744	5001216	5	0	false	[]	[]	0.340473730598751	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-114.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[11.527734917995986, 13.234736048005288, 12.868029462988488, 11.913042030006181, 11.33828058297513]	[11.071855728019727, 11.17977840898675, 10.895184004999464, 11.13923159596743, 11.192252094042487]	[-0.4558791899762582, -2.0549576390185393, -1.972845457989024, -0.7738104340387508, -0.14602848893264309]	11.913042030006181	11.13923159596743	0.5747614470310509	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[651071488, 706949120, 709095424, 689176576, 662867968]	[560402432, 603381760, 570003456, 560082944, 564191232]	[-90669056, -103567360, -139091968, -129093632, -98676736]	689176576	564191232	19918848	5	0	false	[]	[]	0.5956521015003091	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-115.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[17.770128110976657, 17.643851760978578, 19.453294040984474, 16.965967001975514, 17.561241646006238]	[16.884257654019166, 16.705313871003455, 18.764622704999056, 16.42421154602198, 17.176705905993003]	[-0.8858704569574911, -0.9385378899751231, -0.6886713359854184, -0.5417554559535347, -0.3845357400132343]	17.643851760978578	16.884257654019166	0.12627634999807924	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[1397039104, 1394520064, 1491996672, 1376976896, 1408258048]	[1300320256, 1287540736, 1384050688, 1277161472, 1325137920]	[-96718848, -106979328, -107945984, -99815424, -83120128]	1397039104	1300320256	11218944	5	0	false	[]	[]	0.882192588048929	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-117.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[47.245580585993594, 46.32512469400535, 46.10428653098643, 45.243178342003375, 46.76821728498908]	[44.187368393002544, 45.096465170005104, 47.402565263008, 43.99856983299833, 49.66111827897839]	[-3.05821219299105, -1.2286595240002498, 1.298278732021572, -1.2446085090050474, 2.892900993989315]	46.32512469400535	45.096465170005104	0.4430925909837242	3	2	[1, 2, 4]	[3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[1867284480, 1867227136, 1867239424, 1867395072, 1866981376]	[1867206656, 1867194368, 1867173888, 1867071488, 1867198464]	[-77824, -32768, -65536, -323584, 217088]	1867239424	1867194368	45056	4	1	false	[]	[]	2.3162562347002678	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-118.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[66.30436955799814, 66.45012272900203, 69.87892435098183, 66.93878803797998, 64.3163865339593]	[64.19868232798763, 64.14101669299998, 63.79739757601055, 61.92505615501432, 61.402401125000324]	[-2.105687230010517, -2.3091060360020492, -6.08152677497128, -5.013731882965658, -2.913985408958979]	66.45012272900203	63.79739757601055	0.4886653089779429	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[2460114944, 2460004352, 2460250112, 2460262400, 2460241920]	[2459832320, 2460229632, 2460274688, 2459959296, 2460155904]	[-282624, 225280, 24576, -303104, -86016]	2460241920	2460155904	20480	3	2	false	[]	[]	3.3225061364501016	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-120.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[97.19971713999985, 96.70409863101668, 95.51150511699961, 95.47774130199105, 95.21904252801323]	[93.687944573001, 95.22898479999276, 94.511420646013, 93.84306276403368, 92.10237821697956]	[-3.511772566998843, -1.4751138310239185, -1.0000844709866215, -1.6346785379573703, -3.1166643110336736]	95.51150511699961	93.84306276403368	0.2924625889863819	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[3307671552, 3307847680, 3307888640, 3307933696, 3307933696]	[3307970560, 3307802624, 3307737088, 3307851776, 3307913216]	[299008, -45056, -151552, -81920, -20480]	3307888640	3307851776	45056	4	1	false	[]	[]	4.775575255849981	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-18.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.22168873398914, 1.2559641349944286, 1.1417501749820076, 1.0745275000226684, 1.0695816740044393]	[1.098485800990602, 1.172395150992088, 1.163083788997028, 1.097117528959643, 1.0784532520337962]	[-0.12320293299853802, -0.08356898400234058, 0.02133361401502043, 0.022590028936974704, 0.008871578029356897]	1.1417501749820076	1.098485800990602	0.07216850097756833	2	3	[1, 2]	[3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[123453440, 123568128, 123559936, 123572224, 123416576]	[123502592, 123424768, 123432960, 123461632, 123408384]	[49152, -143360, -126976, -110592, -8192]	123559936	123432960	12288	4	1	false	[]	[]	0.07216850097756833	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-19.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.1052456759789493, 2.217811481008539, 2.1834255830035545, 2.068964633042924, 2.0401192900026217]	[1.9957330570032354, 2.015131199004827, 1.9826511179853696, 1.9630502060172148, 1.9615834239521064]	[-0.10951261897571385, -0.2026802820037119, -0.20077446501818486, -0.1059144270257093, -0.07853586605051532]	2.1052456759789493	1.9826511179853696	0.06512638597632758	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[194613248, 194482176, 194613248, 194486272, 194600960]	[194375680, 194416640, 194367488, 194342912, 194293760]	[-237568, -65536, -245760, -143360, -307200]	194600960	194367488	12288	5	0	false	[]	[]	0.10526228379894748	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-310.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[24.66021593598998, 26.74047455500113, 25.506743183999788, 24.18861851596739, 24.728289154998492]	[25.134959846007405, 24.571266838000156, 25.579811186005827, 23.870638282969594, 24.924425396020524]	[0.47474391001742333, -2.1692077170009725, 0.07306800200603902, -0.31798023299779743, 0.19613624102203175]	24.728289154998492	24.924425396020524	0.539670639031101	2	3	[2, 4]	[1, 3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[1467289600, 1827229696, 1190117376, 1040277504, 1799901184]	[1276874752, 1410035712, 2274938880, 1040150528, 1304604672]	[-190414848, -417193984, 1084821504, -126976, -495296512]	1467289600	1304604672	332611584	4	1	false	[]	[]	1.2364144577499248	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-33.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.5445664279977791, 0.5916972139966674, 0.5530286480206996, 0.5343879630090669, 0.5655362150282599]	[0.5907366710016504, 0.6214783230097964, 0.5721773210098036, 0.5712326159700751, 0.5842579429736361]	[0.04617024300387129, 0.029781109013129026, 0.019148672989103943, 0.03684465296100825, 0.018721727945376188]	0.5530286480206996	0.5842579429736361	0.012507567007560283	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[48414720, 48533504, 48525312, 48422912, 48377856]	[70619136, 70615040, 70746112, 70684672, 70598656]	[22204416, 22081536, 22220800, 22261760, 22220800]	48422912	70619136	45056	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-34.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.9016922220180277, 0.9140617990051396, 0.995709293987602, 0.9471655079978518, 0.8953295139945112]	[1.021404156985227, 0.98160764502245, 0.9879165739985183, 0.9578592799953185, 0.9337434300105087]	[0.11971193496719934, 0.0675458460173104, -0.007792719989083707, 0.010693771997466683, 0.03841391601599753]	0.9140617990051396	0.98160764502245	0.018732285010628402	1	4	[3]	[1, 2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[45330432, 45318144, 45252608, 45252608, 44965888]	[98443264, 103677952, 97038336, 100892672, 99450880]	[53112832, 58359808, 51785728, 55640064, 54484992]	45252608	99450880	65536	0	5	false	[]	[]	0.05	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
g-unreal-35.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.1466100079996977, 1.033520129014505, 1.081635823007673, 1.0337751519982703, 1.0093807210214436]	[1.1415381979895756, 1.0902069919975474, 1.0779325190233067, 1.067993149976246, 1.1327609170111828]	[-0.005071810010122135, 0.056686862983042374, -0.0037033039843663573, 0.034217997977975756, 0.12338019598973915]	1.0337751519982703	1.0902069919975474	0.024394430976826698	2	3	[1, 3]	[2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[110387200, 112046080, 117792768, 114044928, 106455040]	[112840704, 116867072, 116400128, 115048448, 140902400]	[2453504, 4820992, -1392640, 1003520, 34447360]	112046080	116400128	1998848	1	4	false	[]	[]	0.05168875759991352	true	false	unavailable	false	false	[]	"[""slowdown — flagged, not validated""]"	"[""slowdown — flagged, not validated""]"	false	false	false
g-unreal-36.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.1569715380028356, 1.1984031110187061, 1.10552039500908, 1.0443274630233645, 1.1619032269809395]	[1.1360816749802325, 1.2469376390217803, 1.2402390089991968, 1.0579230400035158, 1.0959853950189427]	[-0.020889863022603095, 0.04853452800307423, 0.13471861399011686, 0.013595576980151236, -0.06591783196199685]	1.1569715380028356	1.1360816749802325	0.041431573015870526	2	3	[1, 5]	[2, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[104157184, 104198144, 104173568, 104198144, 104230912]	[129310720, 121921536, 131158016, 129544192, 129232896]	[25153536, 17723392, 26984448, 25346048, 25001984]	104198144	129310720	24576	0	5	false	[]	[]	0.05784857690014178	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-37.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.9704737000283785, 1.9775247760117054, 1.9374329319980461, 1.7889663529931568, 1.9219170389696956]	[2.043358661001548, 1.9986851150169969, 1.9604677059978712, 1.8790898289880715, 1.9676068630069494]	[0.07288496097316965, 0.021160339005291462, 0.02303477399982512, 0.09012347599491477, 0.04568982403725386]	1.9374329319980461	1.9676068630069494	0.0330407680303324	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[112422912, 112680960, 112668672, 112697344, 112431104]	[207958016, 207912960, 208183296, 208109568, 208187392]	[95535104, 95232000, 95514624, 95412224, 95756288]	112668672	208109568	28672	0	5	false	[]	[]	0.09687164659990231	false	false	unavailable	false	false	[]	[]	[]	false	false	false
heim-buechi-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[2.2192851360014174, 2.296152693015756, 2.077266870008316, 2.127858037012629, 2.066472964012064]	[2.090195661992766, 2.115362056007143, 2.1074791560240556, 2.0567200609948486, 2.022701333044097]	[-0.12908947400865145, -0.18079063700861298, 0.030212286015739664, -0.0711379760177806, -0.04377163096796721]	2.127858037012629	2.090195661992766	0.06138507300056517	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[190558208, 195952640, 190230528, 190615552, 187863040]	[188022784, 189042688, 186318848, 184397824, 183345152]	[-2535424, -6909952, -3911680, -6217728, -4517888]	190558208	186318848	327680	5	0	false	[]	[]	0.10639290185063147	false	false	unavailable	false	false	[]	[]	[]	false	false	false
heim-double-x-real.ltl	true	"[""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT""]"	[]	0	0/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[120.0, 120.0, 120.0, 120.0, 120.0]	[0.41444801399484277, 0.41546216697315685, 0.4112093869771343, 0.3942116019898094, 0.41404446400702]	[-119.58555198600516, -119.58453783302684, -119.58879061302287, -119.60578839801019, -119.58595553599298]	120.0	0.41404446400702	0.0	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	[47554560, 48611328, 47927296, 47951872, 48152576]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	47951872	unavailable	unavailable	unavailable	false	[]	[]	6.0	false	false	unavailable	false	false	[]	[]	"[""changed round statuses""]"	false	false	false
