instance,acacia_result,acacia_seconds,acacia_exit,ltlsynt_result,ltlsynt_seconds,ltlsynt_exit,ltlsynt_comparison
infinite-race-unequal-26.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,4.607,1,SOLVED_ONLY_BY_LTLSYNT
items_processing-real.tlsf,TIMEOUT,17.05,124,REALIZABLE,0.087,0,SOLVED_ONLY_BY_LTLSYNT
jarvis_gideon_a02758ea.tlsf,UNREALIZABLE,0.025,1,UNREALIZABLE,0.013,1,LTLSYNT_FASTER
jarvis_philippe_484face8.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.02,1,
lazy_shades_problem_d6376bf9.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.059,0,
lift_gr1+_pb_2_pe_.tlsf,REALIZABLE,0.038,0,REALIZABLE,0.048,0,
lift_gr1+_pb_3_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.439,0,SOLVED_ONLY_BY_LTLSYNT
lift_gr1+_pb_6_pe_.tlsf,TIMEOUT,17.042,124,TIMEOUT,17.049,124,
lift_gr1+_pb_7_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.049,124,
lift_gr1+_pb_8_pe_.tlsf,TIMEOUT,17.131,124,TIMEOUT,17.043,124,
lift_gr1+_pb_9_pe_.tlsf,TIMEOUT,17.182,124,TIMEOUT,17.049,124,
lift_gr1_pb_10_pe_.tlsf,TIMEOUT,17.182,124,TIMEOUT,17.049,124,
lift_gr1_pb_2_pe_.tlsf,REALIZABLE,0.028,0,REALIZABLE,0.02,0,LTLSYNT_FASTER
lift_gr1_pb_3_pe_.tlsf,TIMEOUT,17.028,124,REALIZABLE,0.083,0,SOLVED_ONLY_BY_LTLSYNT
lift_gr1_pb_7_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.049,124,
lift_gr1_pb_8_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
lift_gr1_pb_9_pe_.tlsf,TIMEOUT,17.132,124,TIMEOUT,17.049,124,
lift_pb_10_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.033,124,
lift_pb_2_pe_.tlsf,REALIZABLE,0.02,0,REALIZABLE,0.012,0,LTLSYNT_FASTER
lift_pb_3_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.022,0,SOLVED_ONLY_BY_LTLSYNT
lift_pb_4_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.035,0,SOLVED_ONLY_BY_LTLSYNT
lift_pb_5_pe_.tlsf,TIMEOUT,17.05,124,REALIZABLE,0.132,0,SOLVED_ONLY_BY_LTLSYNT
lift_pb_6_pe_.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.652,0,SOLVED_ONLY_BY_LTLSYNT
lift_pb_7_pe_.tlsf,TIMEOUT,17.034,124,REALIZABLE,3.407,0,SOLVED_ONLY_BY_LTLSYNT
lift_pb_8_pe_.tlsf,TIMEOUT,17.034,124,TIMEOUT,17.049,124,
lift_pb_9_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.023,124,
lift_unary_enc_pb_10_pe_.tlsf,TIMEOUT,17.084,124,TIMEOUT,17.082,124,
lift_unary_enc_pb_2_pe_.tlsf,REALIZABLE,0.023,0,REALIZABLE,0.019,0,LTLSYNT_FASTER
lift_unary_enc_pb_3_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.039,0,SOLVED_ONLY_BY_LTLSYNT
lift_unary_enc_pb_4_pe_.tlsf,TIMEOUT,17.05,124,REALIZABLE,0.663,0,SOLVED_ONLY_BY_LTLSYNT
lift_unary_enc_pb_5_pe_.tlsf,TIMEOUT,17.132,124,TIMEOUT,17.033,124,
lift_unary_enc_pb_6_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.028,124,
lift_unary_enc_pb_7_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
lift_unary_enc_pb_8_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.049,124,
lift_unary_enc_pb_9_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
lift_wrong_physics_unreal_pb_10_pe_.tlsf,UNREALIZABLE,1.092,1,UNREALIZABLE,10.172,1,
lift_wrong_physics_unreal_pb_2_pe_.tlsf,REALIZABLE,0.022,0,REALIZABLE,0.025,0,
lift_wrong_physics_unreal_pb_3_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
lift_wrong_physics_unreal_pb_4_pe_.tlsf,UNREALIZABLE,0.022,1,UNREALIZABLE,0.02,1,LTLSYNT_FASTER
lift_wrong_physics_unreal_pb_5_pe_.tlsf,UNREALIZABLE,0.022,1,UNREALIZABLE,0.029,1,
lift_wrong_physics_unreal_pb_6_pe_.tlsf,UNREALIZABLE,0.04,1,UNREALIZABLE,0.054,1,
lift_wrong_physics_unreal_pb_7_pe_.tlsf,UNREALIZABLE,0.066,1,UNREALIZABLE,0.139,1,
lift_wrong_physics_unreal_pb_8_pe_.tlsf,UNREALIZABLE,0.129,1,UNREALIZABLE,0.469,1,
lift_wrong_physics_unreal_pb_9_pe_.tlsf,UNREALIZABLE,0.413,1,UNREALIZABLE,2.391,1,
lilydemo01.tlsf,UNREALIZABLE,0.017,1,UNREALIZABLE,0.018,1,
lilydemo02.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
lilydemo03.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo04.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo04_modified.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
lilydemo05.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo06.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.01,0,
lilydemo07.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo08.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
lilydemo09.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
lilydemo10.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
lilydemo11.tlsf,UNREALIZABLE,0.009,1,UNREALIZABLE,0.008,1,LTLSYNT_FASTER
lilydemo12.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
lilydemo13.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
lilydemo14.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
lilydemo15.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
lilydemo16.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.01,0,
lilydemo17.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo18.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
lilydemo19.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
lilydemo20.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.011,0,LTLSYNT_FASTER
lilydemo21.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.011,0,LTLSYNT_FASTER
lilydemo22.tlsf,REALIZABLE,0.024,0,REALIZABLE,0.011,0,LTLSYNT_FASTER
lilydemo23.tlsf,REALIZABLE,0.022,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
load_balancer_pb_10_pe_.tlsf,TIMEOUT,17.067,124,TIMEOUT,17.049,124,
load_balancer_pb_11_pe_.tlsf,TIMEOUT,17.048,124,TIMEOUT,17.049,124,
load_balancer_pb_12_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
load_balancer_pb_2_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.023,0,
load_balancer_pb_3_pe_.tlsf,REALIZABLE,0.025,0,REALIZABLE,0.018,0,LTLSYNT_FASTER
load_balancer_pb_4_pe_.tlsf,REALIZABLE,0.028,0,REALIZABLE,0.026,0,LTLSYNT_FASTER
load_balancer_pb_5_pe_.tlsf,REALIZABLE,0.105,0,REALIZABLE,0.055,0,LTLSYNT_FASTER
load_balancer_pb_6_pe_.tlsf,REALIZABLE,0.499,0,REALIZABLE,0.241,0,LTLSYNT_FASTER
load_balancer_pb_7_pe_.tlsf,REALIZABLE,6.063,0,TIMEOUT,17.025,124,
load_balancer_pb_8_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
load_balancer_pb_9_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.05,124,
load_balancer_unreal1_pb_2_10_pe_.tlsf,UNREALIZABLE,0.033,1,UNREALIZABLE,0.037,1,
load_balancer_unreal1_pb_2_11_pe_.tlsf,UNREALIZABLE,0.049,1,UNREALIZABLE,0.049,1,
load_balancer_unreal1_pb_2_12_pe_.tlsf,UNREALIZABLE,0.079,1,UNREALIZABLE,0.081,1,
load_balancer_unreal1_pb_2_13_pe_.tlsf,UNREALIZABLE,0.144,1,UNREALIZABLE,0.152,1,
load_balancer_unreal1_pb_2_14_pe_.tlsf,UNREALIZABLE,0.306,1,UNREALIZABLE,0.337,1,
load_balancer_unreal1_pb_2_15_pe_.tlsf,UNREALIZABLE,0.659,1,UNREALIZABLE,0.718,1,
load_balancer_unreal1_pb_2_16_pe_.tlsf,UNREALIZABLE,1.478,1,UNREALIZABLE,1.536,1,
load_balancer_unreal1_pb_2_1_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_2_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_3_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_4_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.011,1,
load_balancer_unreal1_pb_2_5_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_6_pe_.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_7_pe_.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_8_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.014,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_2_9_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.023,1,
load_balancer_unreal1_pb_3_10_pe_.tlsf,UNREALIZABLE,0.141,1,UNREALIZABLE,0.138,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_3_11_pe_.tlsf,UNREALIZABLE,0.264,1,UNREALIZABLE,0.28,1,
load_balancer_unreal1_pb_3_12_pe_.tlsf,UNREALIZABLE,0.605,1,UNREALIZABLE,0.588,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_3_1_pe_.tlsf,UNREALIZABLE,0.026,1,UNREALIZABLE,0.013,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_3_2_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.021,1,
load_balancer_unreal1_pb_3_3_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.021,1,
load_balancer_unreal1_pb_3_4_pe_.tlsf,UNREALIZABLE,0.023,1,UNREALIZABLE,0.019,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_3_5_pe_.tlsf,UNREALIZABLE,0.024,1,UNREALIZABLE,0.024,1,
load_balancer_unreal1_pb_3_6_pe_.tlsf,UNREALIZABLE,0.027,1,UNREALIZABLE,0.033,1,
load_balancer_unreal1_pb_3_7_pe_.tlsf,UNREALIZABLE,0.031,1,UNREALIZABLE,0.033,1,
load_balancer_unreal1_pb_3_8_pe_.tlsf,UNREALIZABLE,0.047,1,UNREALIZABLE,0.045,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_3_9_pe_.tlsf,UNREALIZABLE,0.069,1,UNREALIZABLE,0.074,1,
load_balancer_unreal1_pb_4_10_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.066,124,
load_balancer_unreal1_pb_4_11_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
load_balancer_unreal1_pb_4_12_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.078,124,
load_balancer_unreal1_pb_4_1_pe_.tlsf,UNREALIZABLE,0.027,1,UNREALIZABLE,0.024,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_2_pe_.tlsf,UNREALIZABLE,0.028,1,UNREALIZABLE,0.028,1,
load_balancer_unreal1_pb_4_3_pe_.tlsf,UNREALIZABLE,0.03,1,UNREALIZABLE,0.029,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_4_pe_.tlsf,UNREALIZABLE,0.048,1,UNREALIZABLE,0.045,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_5_pe_.tlsf,UNREALIZABLE,0.179,1,UNREALIZABLE,0.167,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_6_pe_.tlsf,UNREALIZABLE,1.056,1,UNREALIZABLE,1.039,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_7_pe_.tlsf,UNREALIZABLE,7.597,1,UNREALIZABLE,7.067,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_4_8_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.082,124,
load_balancer_unreal1_pb_4_9_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.07,124,
load_balancer_unreal1_pb_5_2_pe_.tlsf,UNREALIZABLE,0.055,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_5_3_pe_.tlsf,UNREALIZABLE,0.102,1,UNREALIZABLE,0.072,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_5_4_pe_.tlsf,UNREALIZABLE,0.685,1,UNREALIZABLE,0.604,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_5_5_pe_.tlsf,UNREALIZABLE,14.078,1,UNREALIZABLE,11.139,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_5_6_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
load_balancer_unreal1_pb_5_7_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
load_balancer_unreal1_pb_6_1_pe_.tlsf,UNREALIZABLE,0.179,1,UNREALIZABLE,0.08,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_6_2_pe_.tlsf,UNREALIZABLE,0.237,1,UNREALIZABLE,0.133,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_6_3_pe_.tlsf,UNREALIZABLE,0.611,1,UNREALIZABLE,0.464,1,LTLSYNT_FASTER
load_balancer_unreal1_pb_6_4_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,15.841,1,SOLVED_ONLY_BY_LTLSYNT
load_balancer_unreal1_pb_6_5_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.065,124,
load_balancer_unreal2_pb_2_pe_.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.011,0,LTLSYNT_FASTER
load_balancer_unreal2_pb_3_pe_.tlsf,UNREALIZABLE,0.016,1,UNREALIZABLE,0.015,1,LTLSYNT_FASTER
load_balancer_unreal2_pb_4_pe_.tlsf,UNREALIZABLE,0.113,1,UNREALIZABLE,0.097,1,LTLSYNT_FASTER
load_balancer_unreal2_pb_5_pe_.tlsf,UNREALIZABLE,11.292,1,UNREALIZABLE,9.897,1,LTLSYNT_FASTER
load_balancer_unreal2_pb_6_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
load_balancer_unreal2_pb_7_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.044,124,
load_balancer_unreal2_pb_8_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.049,124,
ltl2dba01.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.019,0,
ltl2dba02.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba03.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba04.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba05.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba06.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba07.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba08.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba09.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba10.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba11.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba12.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba13.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba14.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba15.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba16.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba17.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba18.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba19.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.018,0,
ltl2dba20.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba21.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba22.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba23.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba25.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.013,0,
ltl2dba26.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba27.tlsf,UNREALIZABLE,0.009,1,UNREALIZABLE,0.008,1,LTLSYNT_FASTER
ltl2dba_C2_pb_100_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_12_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_14_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_16_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_1_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_C2_pb_25_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_2_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_3_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_4_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_50_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_5_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_60_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_C2_pb_70_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_80_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_pb_9_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_100_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_10_pe_.tlsf,UNREALIZABLE,0.1,1,UNREALIZABLE,0.025,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_11_pe_.tlsf,UNREALIZABLE,0.21,1,UNREALIZABLE,0.031,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_12_pe_.tlsf,UNREALIZABLE,0.489,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_13_pe_.tlsf,UNREALIZABLE,1.136,1,UNREALIZABLE,0.077,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_14_pe_.tlsf,UNREALIZABLE,2.93,1,UNREALIZABLE,0.141,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_15_pe_.tlsf,UNREALIZABLE,7.178,1,UNREALIZABLE,0.303,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_16_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.662,1,SOLVED_ONLY_BY_LTLSYNT
ltl2dba_C2_unreal_pb_25_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_2_pe_.tlsf,UNREALIZABLE,0.021,1,UNREALIZABLE,0.015,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_3_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_4_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_50_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_5_pe_.tlsf,UNREALIZABLE,0.025,1,UNREALIZABLE,0.017,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_60_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_6_pe_.tlsf,UNREALIZABLE,0.023,1,UNREALIZABLE,0.019,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_70_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_7_pe_.tlsf,UNREALIZABLE,0.028,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_80_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_C2_unreal_pb_8_pe_.tlsf,UNREALIZABLE,0.037,1,UNREALIZABLE,0.024,1,LTLSYNT_FASTER
ltl2dba_C2_unreal_pb_9_pe_.tlsf,UNREALIZABLE,0.059,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
ltl2dba_E_pb_10_pe_.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_12_pe_.tlsf,REALIZABLE,0.017,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_14_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_E_pb_15_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_16_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_1_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_E_pb_2_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_E_pb_3_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_E_pb_4_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_5_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_E_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_E_pb_9_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_Q_pb_100_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_12_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_15_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.015,0,
ltl2dba_Q_pb_18_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_1_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_25_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.009,0,
ltl2dba_Q_pb_2_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_3_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_4_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_Q_pb_50_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_5_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba_Q_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_Q_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
