instance,acacia_result,acacia_seconds,acacia_exit,ltlsynt_result,ltlsynt_seconds,ltlsynt_exit,ltlsynt_comparison
prioritized_arbiter_unreal1_pb_3_9_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_10_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.017,1,
prioritized_arbiter_unreal1_pb_4_11_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.015,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_12_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_13_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_14_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_15_pe_.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_16_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_1_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.011,1,
prioritized_arbiter_unreal1_pb_4_2_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_3_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_6_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_7_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_8_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_4_9_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_5_16_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_5_2_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_5_32_pe_.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_5_4_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_6_16_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_6_2_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_6_32_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_6_4_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_100_pe_.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.098,1,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_unreal2_pb_10_pe_.tlsf,UNREALIZABLE,0.021,1,UNREALIZABLE,0.017,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_2_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.008,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_30_pe_.tlsf,TIMEOUT,17.07,124,UNREALIZABLE,0.021,1,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_unreal2_pb_3_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.017,1,
prioritized_arbiter_unreal2_pb_4_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.018,1,
prioritized_arbiter_unreal2_pb_5_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_60_pe_.tlsf,TIMEOUT,17.068,124,UNREALIZABLE,0.044,1,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_unreal2_pb_6_pe_.tlsf,UNREALIZABLE,0.016,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_7_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal2_pb_8_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
reversible-lane-r-real.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.049,124,
reversible-lane-u-unreal.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.245,1,SOLVED_ONLY_BY_LTLSYNT
reversible-lane-u0.tlsf,UNREALIZABLE,6.939,1,UNREALIZABLE,0.159,1,LTLSYNT_FASTER
reversible-lane-u1.tlsf,UNREALIZABLE,12.291,1,UNREALIZABLE,0.188,1,LTLSYNT_FASTER
robot-cat-real-1d-real.tlsf,REALIZABLE,3.309,0,REALIZABLE,0.037,0,LTLSYNT_FASTER
robot-cat-real-2d-real.tlsf,TIMEOUT,17.05,124,REALIZABLE,16.294,0,SOLVED_ONLY_BY_LTLSYNT
robot-cat-unreal-1d-unreal.tlsf,UNREALIZABLE,8.276,1,UNREALIZABLE,0.036,1,LTLSYNT_FASTER
robot-cat-unreal-2d-unreal.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,16.69,1,SOLVED_ONLY_BY_LTLSYNT
robot-grid-commute-1d-real.tlsf,REALIZABLE,2.129,0,REALIZABLE,0.031,0,LTLSYNT_FASTER
robot-grid-commute-2d-real.tlsf,TIMEOUT,17.066,124,REALIZABLE,0.666,0,SOLVED_ONLY_BY_LTLSYNT
robot-grid-reach-1d-real.tlsf,REALIZABLE,0.027,0,REALIZABLE,0.02,0,LTLSYNT_FASTER
robot-grid-reach-2d-real.tlsf,REALIZABLE,3.474,0,REALIZABLE,0.028,0,LTLSYNT_FASTER
robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,REALIZABLE,0.035,0,REALIZABLE,0.024,0,LTLSYNT_FASTER
robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,TIMEOUT,17.049,124,REALIZABLE,0.031,0,SOLVED_ONLY_BY_LTLSYNT
robot-grid-reach-repeated-with-obstacles-6d-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,8.039,0,SOLVED_ONLY_BY_LTLSYNT
robot-resource-1d-unreal.tlsf,TIMEOUT,17.031,124,UNREALIZABLE,0.026,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-1d0.tlsf,UNREALIZABLE,0.286,1,UNREALIZABLE,0.02,1,LTLSYNT_FASTER
robot-resource-1d1.tlsf,UNREALIZABLE,3.712,1,UNREALIZABLE,0.024,1,LTLSYNT_FASTER
robot-resource-2d0.tlsf,UNREALIZABLE,9.083,1,UNREALIZABLE,0.028,1,LTLSYNT_FASTER
robot-resource-2d1.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.031,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d10.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.081,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d11.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.073,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d12.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.076,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d13.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.079,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d14.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.096,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d15.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.088,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d16.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.099,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d17.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.103,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d18.tlsf,TIMEOUT,17.033,124,UNREALIZABLE,0.105,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d19.tlsf,TIMEOUT,17.033,124,UNREALIZABLE,0.102,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d2.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.036,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d20.tlsf,TIMEOUT,17.043,124,UNREALIZABLE,0.112,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d21.tlsf,TIMEOUT,17.033,124,UNREALIZABLE,0.119,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d22.tlsf,TIMEOUT,17.034,124,UNREALIZABLE,0.118,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d23.tlsf,TIMEOUT,17.034,124,UNREALIZABLE,0.122,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d3.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.041,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d4.tlsf,TIMEOUT,17.234,124,UNREALIZABLE,0.052,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d5.tlsf,TIMEOUT,17.182,124,UNREALIZABLE,0.054,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d6.tlsf,TIMEOUT,17.171,124,UNREALIZABLE,0.056,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d7.tlsf,TIMEOUT,17.174,124,UNREALIZABLE,0.066,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d8.tlsf,TIMEOUT,17.065,124,UNREALIZABLE,0.066,1,SOLVED_ONLY_BY_LTLSYNT
robot-resource-2d9.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.076,1,SOLVED_ONLY_BY_LTLSYNT
robot-tasks-real.tlsf,REALIZABLE,0.065,0,REALIZABLE,0.034,0,LTLSYNT_FASTER
robot-to-target-charging-real.tlsf,TIMEOUT,17.081,124,REALIZABLE,0.076,0,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging-unreal0.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
robot-to-target-charging-unreal1.tlsf,TIMEOUT,17.066,124,TIMEOUT,17.132,124,
robot-to-target-charging-unreal2.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.182,124,
robot-to-target-charging-unreal3.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.131,124,
robot-to-target-charging-unreal4.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.132,124,
robot-to-target-charging-unreal5.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.132,124,
robot-to-target-charging-unreal6.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.132,124,
robot-to-target-charging-unreal7.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.132,124,
robot-to-target-charging-unreal8.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.082,124,
robot-to-target-charging0.tlsf,TIMEOUT,17.182,124,UNREALIZABLE,0.027,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging1.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.031,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging10.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.048,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging11.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.046,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging12.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.05,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging13.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.05,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging14.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.049,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging15.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.057,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging16.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.059,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging17.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.06,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging18.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.065,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging19.tlsf,TIMEOUT,17.075,124,UNREALIZABLE,0.067,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging2.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.031,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging20.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.069,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging21.tlsf,TIMEOUT,17.071,124,UNREALIZABLE,0.067,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging22.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.073,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging23.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.071,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging24.tlsf,TIMEOUT,17.081,124,UNREALIZABLE,0.076,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging25.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.078,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging3.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.039,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging4.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.038,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging5.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.04,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging6.tlsf,TIMEOUT,17.048,124,UNREALIZABLE,0.043,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging7.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.05,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging8.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.042,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-charging9.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.049,1,SOLVED_ONLY_BY_LTLSYNT
robot-to-target-unreal0.tlsf,REALIZABLE,7.785,0,REALIZABLE,0.271,0,LTLSYNT_FASTER
robot-to-target0.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,1.165,1,SOLVED_ONLY_BY_LTLSYNT
robot_analyze_samples_v1-real.tlsf,TIMEOUT,17.05,124,REALIZABLE,0.085,0,SOLVED_ONLY_BY_LTLSYNT
robot_collect_samples_v1-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.049,0,SOLVED_ONLY_BY_LTLSYNT
robot_collect_samples_v2-real.tlsf,TIMEOUT,17.221,124,REALIZABLE,0.029,0,SOLVED_ONLY_BY_LTLSYNT
robot_collect_samples_v3-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,2.823,0,SOLVED_ONLY_BY_LTLSYNT
robot_collect_samples_v4-real.tlsf,TIMEOUT,17.07,124,TIMEOUT,17.082,124,
robot_deliver_products_1-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,1.787,0,SOLVED_ONLY_BY_LTLSYNT
robot_deliver_products_20.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.082,124,
robot_deliver_products_30.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.173,124,
robot_deliver_products_40.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.132,124,
robot_deliver_products_50.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.182,124,
robot_grid_pb_2_2_pe_.tlsf,REALIZABLE,0.171,0,REALIZABLE,1.24,0,
robot_grid_pb_3_3_pe_.tlsf,TIMEOUT,17.034,124,TIMEOUT,17.033,124,
robot_grid_pb_4_4_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.033,124,
robot_grid_pb_5_1_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
robot_grid_pb_5_5_pe_.tlsf,TIMEOUT,17.132,124,TIMEOUT,17.03,124,
robot_grid_pb_6_1_pe_.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.049,124,
robot_grid_pb_6_6_pe_.tlsf,TIMEOUT,17.384,124,TIMEOUT,17.05,124,
robot_grid_pb_7_7_pe_.tlsf,UNKNOWN,11.595,2,TIMEOUT,17.049,124,
robot_grid_pb_8_8_pe_.tlsf,UNKNOWN,13.092,3,UNKNOWN,0.067,2,
robot_repair0.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.088,1,SOLVED_ONLY_BY_LTLSYNT
robot_repair1.tlsf,TIMEOUT,17.083,124,UNREALIZABLE,0.418,1,SOLVED_ONLY_BY_LTLSYNT
robot_repair2.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.41,1,SOLVED_ONLY_BY_LTLSYNT
robot_repair3.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.44,1,SOLVED_ONLY_BY_LTLSYNT
robot_repair4.tlsf,TIMEOUT,17.073,124,UNREALIZABLE,0.438,1,SOLVED_ONLY_BY_LTLSYNT
robot_repair5.tlsf,TIMEOUT,17.078,124,UNREALIZABLE,10.28,1,SOLVED_ONLY_BY_LTLSYNT
robot_running-real.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.467,0,SOLVED_ONLY_BY_LTLSYNT
round_robin_arbiter_pb_10_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.081,124,
round_robin_arbiter_pb_12_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_pb_15_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.131,124,
round_robin_arbiter_pb_2_pe_.tlsf,REALIZABLE,0.021,0,REALIZABLE,0.016,0,LTLSYNT_FASTER
round_robin_arbiter_pb_3_pe_.tlsf,REALIZABLE,0.025,0,REALIZABLE,0.024,0,LTLSYNT_FASTER
round_robin_arbiter_pb_4_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.039,0,SOLVED_ONLY_BY_LTLSYNT
round_robin_arbiter_pb_5_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.245,0,SOLVED_ONLY_BY_LTLSYNT
round_robin_arbiter_pb_6_pe_.tlsf,TIMEOUT,17.124,124,REALIZABLE,2.791,0,SOLVED_ONLY_BY_LTLSYNT
round_robin_arbiter_pb_7_pe_.tlsf,TIMEOUT,17.132,124,TIMEOUT,17.049,124,
round_robin_arbiter_pb_8_pe_.tlsf,TIMEOUT,17.282,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_2_10_pe_.tlsf,UNREALIZABLE,0.041,1,UNREALIZABLE,0.039,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_11_pe_.tlsf,UNREALIZABLE,0.065,1,UNREALIZABLE,0.072,1,
round_robin_arbiter_unreal1_pb_2_12_pe_.tlsf,UNREALIZABLE,0.121,1,UNREALIZABLE,0.122,1,
round_robin_arbiter_unreal1_pb_2_13_pe_.tlsf,UNREALIZABLE,0.251,1,UNREALIZABLE,0.236,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_14_pe_.tlsf,UNREALIZABLE,0.537,1,UNREALIZABLE,0.505,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_15_pe_.tlsf,UNREALIZABLE,1.189,1,UNREALIZABLE,1.049,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_16_pe_.tlsf,UNREALIZABLE,2.671,1,UNREALIZABLE,2.584,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_1_pe_.tlsf,UNREALIZABLE,0.021,1,UNREALIZABLE,0.019,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_2_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.011,1,
round_robin_arbiter_unreal1_pb_2_3_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.018,1,
round_robin_arbiter_unreal1_pb_2_4_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.017,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_5_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.012,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_6_pe_.tlsf,UNREALIZABLE,0.024,1,UNREALIZABLE,0.022,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_2_7_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.024,1,
round_robin_arbiter_unreal1_pb_2_8_pe_.tlsf,UNREALIZABLE,0.024,1,UNREALIZABLE,0.025,1,
round_robin_arbiter_unreal1_pb_2_9_pe_.tlsf,UNREALIZABLE,0.031,1,UNREALIZABLE,0.031,1,
round_robin_arbiter_unreal1_pb_3_10_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_3_11_pe_.tlsf,TIMEOUT,17.072,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_12_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_13_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_14_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_15_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_16_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_1_pe_.tlsf,UNREALIZABLE,0.027,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_20_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_22_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_2_pe_.tlsf,UNREALIZABLE,0.025,1,UNREALIZABLE,0.02,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_3_pe_.tlsf,UNREALIZABLE,0.029,1,UNREALIZABLE,0.028,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_4_pe_.tlsf,UNREALIZABLE,0.043,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_50_pe_.tlsf,TIMEOUT,17.081,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_5_pe_.tlsf,UNREALIZABLE,0.152,1,UNREALIZABLE,0.145,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_6_pe_.tlsf,UNREALIZABLE,0.922,1,UNREALIZABLE,0.848,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_7_pe_.tlsf,UNREALIZABLE,6.785,1,UNREALIZABLE,5.669,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_3_8_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_3_9_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_4_10_pe_.tlsf,TIMEOUT,17.079,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_4_11_pe_.tlsf,TIMEOUT,17.066,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_12_pe_.tlsf,TIMEOUT,17.066,124,TIMEOUT,17.073,124,
round_robin_arbiter_unreal1_pb_4_13_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_14_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_15_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_16_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_1_pe_.tlsf,UNREALIZABLE,0.043,1,UNREALIZABLE,0.039,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_4_2_pe_.tlsf,UNREALIZABLE,0.077,1,UNREALIZABLE,0.052,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_4_3_pe_.tlsf,UNREALIZABLE,0.149,1,UNREALIZABLE,0.126,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_4_4_pe_.tlsf,UNREALIZABLE,1.684,1,UNREALIZABLE,1.278,1,LTLSYNT_FASTER
round_robin_arbiter_unreal1_pb_4_5_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_4_6_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_7_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal1_pb_4_8_pe_.tlsf,TIMEOUT,17.08,124,TIMEOUT,17.081,124,
round_robin_arbiter_unreal1_pb_4_9_pe_.tlsf,TIMEOUT,17.074,124,TIMEOUT,17.082,124,
round_robin_arbiter_unreal2_pb_2_pe_.tlsf,UNREALIZABLE,0.02,1,UNREALIZABLE,0.016,1,LTLSYNT_FASTER
round_robin_arbiter_unreal2_pb_3_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.029,1,
round_robin_arbiter_unreal2_pb_4_pe_.tlsf,UNREALIZABLE,0.443,1,UNREALIZABLE,1.453,1,
round_robin_arbiter_unreal2_pb_5_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.032,124,
round_robin_arbiter_unreal2_pb_6_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.049,124,
round_robin_arbiter_unreal2_pb_7_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.05,124,
round_robin_arbiter_unreal2_pb_8_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.081,124,
rw_arbiter_pb_10_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
