instance,result,seconds,exit
amba_case_study2.ltl,REALIZABLE,1.655,0
amba_decomposed_encode12.ltl,REALIZABLE,0.036,0
amba_decomposed_encode13.ltl,REALIZABLE,0.052,0
amba_decomposed_encode14.ltl,REALIZABLE,0.111,0
amba_decomposed_lock9.ltl,REALIZABLE,0.119,0
collector_v19.ltl,REALIZABLE,0.986,0
collector_v213.ltl,REALIZABLE,2.332,0
collector_v215.ltl,REALIZABLE,15.726,0
collector_v39.ltl,REALIZABLE,5.147,0
Core_4b5a2bad.ltl,UNREALIZABLE,0.018,1
detector14.ltl,REALIZABLE,0.005,0
detector_unreal12.ltl,UNREALIZABLE,0.449,1
detector_unreal13.ltl,UNREALIZABLE,1.099,1
detector_unreal14.ltl,UNREALIZABLE,2.864,1
full_arbiter_unreal12_14.ltl,UNREALIZABLE,0.871,1
full_arbiter_unreal12_15.ltl,UNREALIZABLE,2.041,1
full_arbiter_unreal12_16.ltl,UNREALIZABLE,4.317,1
full_arbiter_unreal13_6.ltl,UNREALIZABLE,1.502,1
full_arbiter_unreal14_4.ltl,UNREALIZABLE,2.785,1
full_arbiter_unreal24.ltl,UNREALIZABLE,4.949,1
GamemodeChooser.ltl,REALIZABLE,0.007,0
KitchenTimerV10.ltl,REALIZABLE,0.072,0
KitchenTimerV8.ltl,REALIZABLE,0.068,0
Lights2_06e9cad4.ltl,REALIZABLE,0.265,0
Lights2_0f5381e9.ltl,REALIZABLE,0.251,0
Lights2_9cac58d3.ltl,REALIZABLE,0.307,0
Lights2_b02056d6.ltl,REALIZABLE,0.283,0
Lights2_f3987563.ltl,REALIZABLE,0.271,0
LightsTotal_9cbf2546.ltl,REALIZABLE,0.631,0
load_balancer6.ltl,REALIZABLE,0.659,0
load_balancer_unreal12_15.ltl,UNREALIZABLE,0.668,1
load_balancer_unreal12_16.ltl,UNREALIZABLE,1.48,1
load_balancer_unreal13_12.ltl,UNREALIZABLE,0.561,1
load_balancer_unreal14_6.ltl,UNREALIZABLE,1.014,1
load_balancer_unreal14_7.ltl,UNREALIZABLE,7.628,1
ltl2dba_beta3.ltl,REALIZABLE,0.005,0
ltl2dba_beta4.ltl,REALIZABLE,0.005,0
ltl2dba_C214.ltl,REALIZABLE,0.005,0
ltl2dba_E5.ltl,REALIZABLE,0.005,0
ltl2dba_E6.ltl,REALIZABLE,0.004,0
ltl2dba_Q5.ltl,REALIZABLE,0.005,0
ltl2dba_R7.ltl,UNREALIZABLE,6.926,1
ltl2dba_theta10.ltl,UNREALIZABLE,0.561,1
ltl2dba_U17.ltl,REALIZABLE,0.005,0
ltl2dba_U18.ltl,REALIZABLE,0.005,0
mux16.ltl,REALIZABLE,0.005,0
OneCounterGuiA1.ltl,UNREALIZABLE,0.01,1
OneCounterGuiA2.ltl,UNREALIZABLE,0.014,1
OneCounterGuiA3.ltl,UNREALIZABLE,0.034,1
OneCounterGuiA4.ltl,UNREALIZABLE,0.038,1
