id	admitted_17	elapsed_17_s	reason_17	admitted_60	elapsed_60_s	reason_60
reversible-lane-u1.ltl	no	0.069133	unsupported_or_failed	no	0.069540	unsupported_or_failed
robot-cat-real-1d-real.ltl	no	0.070280	unsupported_or_failed	no	0.071955	unsupported_or_failed
robot-cat-real-2d-real.ltl	no	0.081861	unsupported_or_failed	no	0.089182	unsupported_or_failed
robot-cat-unreal-1d-unreal.ltl	no	0.069778	unsupported_or_failed	no	0.069743	unsupported_or_failed
robot-cat-unreal-2d-unreal.ltl	no	0.090636	unsupported_or_failed	no	0.083369	unsupported_or_failed
robot-grid-commute-1d-real.ltl	no	0.070899	unsupported_or_failed	no	0.067756	unsupported_or_failed
robot-grid-commute-2d-real.ltl	no	0.075119	unsupported_or_failed	no	0.074249	unsupported_or_failed
robot-grid-reach-1d-real.ltl	no	0.069291	unsupported_or_failed	no	0.063563	unsupported_or_failed
robot-grid-reach-2d-real.ltl	no	0.070250	unsupported_or_failed	no	0.067387	unsupported_or_failed
robot-grid-reach-repeated-with-obstacles-1d-real.ltl	no	0.066440	unsupported_or_failed	no	0.065267	unsupported_or_failed
robot-grid-reach-repeated-with-obstacles-2d-real.ltl	no	0.067261	unsupported_or_failed	no	0.067899	unsupported_or_failed
robot-grid-reach-repeated-with-obstacles-6d-real.ltl	no	0.081345	unsupported_or_failed	no	0.078106	unsupported_or_failed
robot-resource-1d-unreal.ltl	no	0.065070	unsupported_or_failed	no	0.073225	unsupported_or_failed
robot-resource-1d0.ltl	no	0.066216	unsupported_or_failed	no	0.065095	unsupported_or_failed
robot-resource-1d1.ltl	no	0.065989	unsupported_or_failed	no	0.069947	unsupported_or_failed
robot-resource-2d0.ltl	no	0.064399	unsupported_or_failed	no	0.067683	unsupported_or_failed
robot-resource-2d1.ltl	no	0.073540	unsupported_or_failed	no	0.067163	unsupported_or_failed
robot-resource-2d10.ltl	no	0.069503	unsupported_or_failed	no	0.073100	unsupported_or_failed
robot-resource-2d11.ltl	no	0.070436	unsupported_or_failed	no	0.069897	unsupported_or_failed
robot-resource-2d12.ltl	no	0.069943	unsupported_or_failed	no	0.080100	unsupported_or_failed
robot-resource-2d13.ltl	no	0.076418	unsupported_or_failed	no	0.071451	unsupported_or_failed
robot-resource-2d14.ltl	no	0.074858	unsupported_or_failed	no	0.069682	unsupported_or_failed
robot-resource-2d15.ltl	no	0.073061	unsupported_or_failed	no	0.070494	unsupported_or_failed
robot-resource-2d16.ltl	no	0.076794	unsupported_or_failed	no	0.078321	unsupported_or_failed
robot-resource-2d17.ltl	no	0.072902	unsupported_or_failed	no	0.072752	unsupported_or_failed
robot-resource-2d18.ltl	no	0.072679	unsupported_or_failed	no	0.076725	unsupported_or_failed
robot-resource-2d19.ltl	no	0.070789	unsupported_or_failed	no	0.072714	unsupported_or_failed
robot-resource-2d2.ltl	no	0.073722	unsupported_or_failed	no	0.072622	unsupported_or_failed
robot-resource-2d20.ltl	no	0.075476	unsupported_or_failed	no	0.077171	unsupported_or_failed
robot-resource-2d21.ltl	no	0.075117	unsupported_or_failed	no	0.071859	unsupported_or_failed
robot-resource-2d22.ltl	no	0.077965	unsupported_or_failed	no	0.071724	unsupported_or_failed
robot-resource-2d23.ltl	no	0.077194	unsupported_or_failed	no	0.075336	unsupported_or_failed
robot-resource-2d3.ltl	no	0.067252	unsupported_or_failed	no	0.072558	unsupported_or_failed
robot-resource-2d4.ltl	no	0.070511	unsupported_or_failed	no	0.069091	unsupported_or_failed
robot-resource-2d5.ltl	no	0.067662	unsupported_or_failed	no	0.077871	unsupported_or_failed
robot-resource-2d6.ltl	no	0.068016	unsupported_or_failed	no	0.071001	unsupported_or_failed
robot-resource-2d7.ltl	no	0.067093	unsupported_or_failed	no	0.073577	unsupported_or_failed
robot-resource-2d8.ltl	no	0.067898	unsupported_or_failed	no	0.071564	unsupported_or_failed
robot-resource-2d9.ltl	no	0.071700	unsupported_or_failed	no	0.070342	unsupported_or_failed
robot-tasks-real.ltl	no	0.068990	unsupported_or_failed	no	0.067519	unsupported_or_failed
robot-to-target-charging-real.ltl	no	0.081770	unsupported_or_failed	no	0.083496	unsupported_or_failed
robot-to-target-charging-unreal0.ltl	no	0.096124	unsupported_or_failed	no	0.092568	unsupported_or_failed
robot-to-target-charging-unreal1.ltl	no	0.105204	unsupported_or_failed	no	0.096857	unsupported_or_failed
robot-to-target-charging-unreal2.ltl	no	0.104492	unsupported_or_failed	no	0.103791	unsupported_or_failed
robot-to-target-charging-unreal3.ltl	no	0.112783	unsupported_or_failed	no	0.109007	unsupported_or_failed
robot-to-target-charging-unreal4.ltl	no	0.150972	unsupported_or_failed	no	0.128252	unsupported_or_failed
robot-to-target-charging-unreal5.ltl	no	0.144432	unsupported_or_failed	no	0.144395	unsupported_or_failed
robot-to-target-charging-unreal6.ltl	no	0.149056	unsupported_or_failed	no	0.159664	unsupported_or_failed
robot-to-target-charging-unreal7.ltl	no	0.163658	unsupported_or_failed	no	0.167080	unsupported_or_failed
robot-to-target-charging-unreal8.ltl	no	0.209542	unsupported_or_failed	no	0.194108	unsupported_or_failed
robot-to-target-charging0.ltl	no	0.076447	unsupported_or_failed	no	0.069030	unsupported_or_failed
robot-to-target-charging1.ltl	no	0.071737	unsupported_or_failed	no	0.070179	unsupported_or_failed
robot-to-target-charging10.ltl	no	0.080062	unsupported_or_failed	no	0.075134	unsupported_or_failed
robot-to-target-charging11.ltl	no	0.076349	unsupported_or_failed	no	0.080278	unsupported_or_failed
robot-to-target-charging12.ltl	no	0.076234	unsupported_or_failed	no	0.074978	unsupported_or_failed
robot-to-target-charging13.ltl	no	0.077802	unsupported_or_failed	no	0.075449	unsupported_or_failed
robot-to-target-charging14.ltl	no	0.080128	unsupported_or_failed	no	0.076962	unsupported_or_failed
robot-to-target-charging15.ltl	no	0.078363	unsupported_or_failed	no	0.076391	unsupported_or_failed
robot-to-target-charging16.ltl	no	0.078736	unsupported_or_failed	no	0.080324	unsupported_or_failed
robot-to-target-charging17.ltl	no	0.078082	unsupported_or_failed	no	0.080015	unsupported_or_failed
robot-to-target-charging18.ltl	no	0.077278	unsupported_or_failed	no	0.083943	unsupported_or_failed
robot-to-target-charging19.ltl	no	0.078030	unsupported_or_failed	no	0.077528	unsupported_or_failed
robot-to-target-charging2.ltl	no	0.075847	unsupported_or_failed	no	0.072221	unsupported_or_failed
robot-to-target-charging20.ltl	no	0.082297	unsupported_or_failed	no	0.082762	unsupported_or_failed
robot-to-target-charging21.ltl	no	0.079253	unsupported_or_failed	no	0.081198	unsupported_or_failed
robot-to-target-charging22.ltl	no	0.079559	unsupported_or_failed	no	0.081546	unsupported_or_failed
robot-to-target-charging23.ltl	no	0.081576	unsupported_or_failed	no	0.087348	unsupported_or_failed
robot-to-target-charging24.ltl	no	0.084077	unsupported_or_failed	no	0.079429	unsupported_or_failed
robot-to-target-charging25.ltl	no	0.083839	unsupported_or_failed	no	0.082304	unsupported_or_failed
robot-to-target-charging3.ltl	no	0.075519	unsupported_or_failed	no	0.072847	unsupported_or_failed
robot-to-target-charging4.ltl	no	0.073822	unsupported_or_failed	no	0.073563	unsupported_or_failed
robot-to-target-charging5.ltl	no	0.076368	unsupported_or_failed	no	0.076316	unsupported_or_failed
robot-to-target-charging6.ltl	no	0.075086	unsupported_or_failed	no	0.075178	unsupported_or_failed
robot-to-target-charging7.ltl	no	0.071830	unsupported_or_failed	no	0.072070	unsupported_or_failed
robot-to-target-charging8.ltl	no	0.079069	unsupported_or_failed	no	0.073311	unsupported_or_failed
robot-to-target-charging9.ltl	no	0.073959	unsupported_or_failed	no	0.082565	unsupported_or_failed
robot-to-target-unreal0.ltl	no	0.330049	unsupported_or_failed	no	0.319883	unsupported_or_failed
robot-to-target0.ltl	no	0.331165	unsupported_or_failed	no	0.332674	unsupported_or_failed
robot_analyze_samples_v1-real.ltl	no	0.072580	unsupported_or_failed	no	0.072927	unsupported_or_failed
robot_collect_samples_v1-real.ltl	no	0.077909	unsupported_or_failed	no	0.070217	unsupported_or_failed
robot_collect_samples_v2-real.ltl	no	0.069674	unsupported_or_failed	no	0.074961	unsupported_or_failed
robot_collect_samples_v3-real.ltl	no	0.075727	unsupported_or_failed	no	0.073800	unsupported_or_failed
robot_collect_samples_v4-real.ltl	no	0.076324	unsupported_or_failed	no	0.076862	unsupported_or_failed
robot_deliver_products_1-real.ltl	no	0.074730	unsupported_or_failed	no	0.074788	unsupported_or_failed
robot_deliver_products_20.ltl	no	0.097883	unsupported_or_failed	no	0.091566	unsupported_or_failed
robot_deliver_products_30.ltl	no	0.098741	unsupported_or_failed	no	0.097237	unsupported_or_failed
robot_deliver_products_40.ltl	no	0.105714	unsupported_or_failed	no	0.106601	unsupported_or_failed
robot_deliver_products_50.ltl	no	0.114547	unsupported_or_failed	no	0.109856	unsupported_or_failed
robot_grid_pb_2_2_pe_.ltl	yes	0.323527		yes	0.324789	
robot_grid_pb_3_3_pe_.ltl	no	0.854014	budget_exhausted	no	1.004031	budget_exhausted
robot_grid_pb_4_4_pe_.ltl	no	0.863867	budget_exhausted	no	1.012560	budget_exhausted
robot_grid_pb_5_1_pe_.ltl	no	0.853579	budget_exhausted	yes	0.930434	
robot_grid_pb_5_5_pe_.ltl	no	0.855387	budget_exhausted	no	1.003848	budget_exhausted
robot_grid_pb_6_1_pe_.ltl	no	0.853819	budget_exhausted	no	1.004124	budget_exhausted
robot_grid_pb_6_6_pe_.ltl	no	0.854408	budget_exhausted	no	1.004925	budget_exhausted
robot_grid_pb_7_7_pe_.ltl	no	0.853953	budget_exhausted	no	1.003829	budget_exhausted
robot_grid_pb_8_8_pe_.ltl	no	0.855253	budget_exhausted	no	1.005289	budget_exhausted
robot_repair0.ltl	no	0.077064	unsupported_or_failed	no	0.075161	unsupported_or_failed
robot_repair1.ltl	no	0.074328	unsupported_or_failed	no	0.077969	unsupported_or_failed
robot_repair2.ltl	no	0.077350	unsupported_or_failed	no	0.082609	unsupported_or_failed
robot_repair3.ltl	no	0.076523	unsupported_or_failed	no	0.077667	unsupported_or_failed
robot_repair4.ltl	no	0.081975	unsupported_or_failed	no	0.076304	unsupported_or_failed
robot_repair5.ltl	no	0.094157	unsupported_or_failed	no	0.098409	unsupported_or_failed
robot_running-real.ltl	no	0.073008	unsupported_or_failed	no	0.071372	unsupported_or_failed
round_robin_arbiter_pb_10_pe_.ltl	yes	0.086106		yes	0.080784	
round_robin_arbiter_pb_2_pe_.ltl	yes	0.073448		yes	0.067044	
round_robin_arbiter_pb_3_pe_.ltl	yes	0.072138		yes	0.070457	
round_robin_arbiter_pb_4_pe_.ltl	yes	0.069137		yes	0.069154	
round_robin_arbiter_pb_5_pe_.ltl	yes	0.075070		yes	0.075189	
round_robin_arbiter_pb_6_pe_.ltl	yes	0.074309		yes	0.077286	
round_robin_arbiter_pb_7_pe_.ltl	yes	0.076582		yes	0.076457	
round_robin_arbiter_pb_8_pe_.ltl	yes	0.080253		yes	0.084946	
round_robin_arbiter_unreal1_pb_2_10_pe_.ltl	no	0.860453	budget_exhausted	no	1.011129	budget_exhausted
round_robin_arbiter_unreal1_pb_2_11_pe_.ltl	no	0.862629	budget_exhausted	no	1.013228	budget_exhausted
round_robin_arbiter_unreal1_pb_2_12_pe_.ltl	no	0.859352	budget_exhausted	no	1.011600	budget_exhausted
round_robin_arbiter_unreal1_pb_2_13_pe_.ltl	no	0.858411	budget_exhausted	no	1.009284	budget_exhausted
round_robin_arbiter_unreal1_pb_2_14_pe_.ltl	no	0.859001	budget_exhausted	no	1.007509	budget_exhausted
round_robin_arbiter_unreal1_pb_2_15_pe_.ltl	no	0.856776	budget_exhausted	no	1.010360	budget_exhausted
round_robin_arbiter_unreal1_pb_2_16_pe_.ltl	no	0.855876	budget_exhausted	no	1.006162	budget_exhausted
round_robin_arbiter_unreal1_pb_2_1_pe_.ltl	yes	0.069643		yes	0.067234	
round_robin_arbiter_unreal1_pb_2_2_pe_.ltl	yes	0.069115		yes	0.067871	
round_robin_arbiter_unreal1_pb_2_3_pe_.ltl	yes	0.069121		yes	0.068692	
round_robin_arbiter_unreal1_pb_2_4_pe_.ltl	yes	0.070580		yes	0.072494	
round_robin_arbiter_unreal1_pb_2_5_pe_.ltl	yes	0.073486		yes	0.072552	
round_robin_arbiter_unreal1_pb_2_6_pe_.ltl	yes	0.078613		yes	0.076961	
round_robin_arbiter_unreal1_pb_2_7_pe_.ltl	yes	0.098176		yes	0.096358	
round_robin_arbiter_unreal1_pb_2_8_pe_.ltl	yes	0.152352		yes	0.146670	
round_robin_arbiter_unreal1_pb_2_9_pe_.ltl	yes	0.390412		yes	0.383491	
round_robin_arbiter_unreal1_pb_3_10_pe_.ltl	no	0.859394	budget_exhausted	no	1.011114	budget_exhausted
round_robin_arbiter_unreal1_pb_3_11_pe_.ltl	no	0.862197	budget_exhausted	no	1.013407	budget_exhausted
round_robin_arbiter_unreal1_pb_3_12_pe_.ltl	no	0.859115	budget_exhausted	no	1.010403	budget_exhausted
round_robin_arbiter_unreal1_pb_3_13_pe_.ltl	no	0.857792	budget_exhausted	no	1.009230	budget_exhausted
round_robin_arbiter_unreal1_pb_3_14_pe_.ltl	no	0.857014	budget_exhausted	no	1.007990	budget_exhausted
round_robin_arbiter_unreal1_pb_3_15_pe_.ltl	no	0.856338	budget_exhausted	no	1.007343	budget_exhausted
round_robin_arbiter_unreal1_pb_3_16_pe_.ltl	no	0.855777	budget_exhausted	no	1.006072	budget_exhausted
round_robin_arbiter_unreal1_pb_3_1_pe_.ltl	yes	0.070047		yes	0.070802	
round_robin_arbiter_unreal1_pb_3_20_pe_.ltl	no	0.855762	budget_exhausted	no	1.006429	budget_exhausted
round_robin_arbiter_unreal1_pb_3_22_pe_.ltl	no	0.856823	budget_exhausted	no	1.006372	budget_exhausted
round_robin_arbiter_unreal1_pb_3_2_pe_.ltl	yes	0.069941		yes	0.072165	
round_robin_arbiter_unreal1_pb_3_3_pe_.ltl	yes	0.076556		yes	0.073502	
round_robin_arbiter_unreal1_pb_3_4_pe_.ltl	yes	0.082686		yes	0.082983	
round_robin_arbiter_unreal1_pb_3_50_pe_.ltl	no	0.856171	budget_exhausted	no	1.005963	budget_exhausted
round_robin_arbiter_unreal1_pb_3_5_pe_.ltl	yes	0.080613		yes	0.082243	
round_robin_arbiter_unreal1_pb_3_6_pe_.ltl	yes	0.099159		yes	0.101929	
round_robin_arbiter_unreal1_pb_3_7_pe_.ltl	yes	0.148212		yes	0.149747	
round_robin_arbiter_unreal1_pb_3_8_pe_.ltl	yes	0.321394		yes	0.318937	
round_robin_arbiter_unreal1_pb_3_9_pe_.ltl	no	0.857447	budget_exhausted	no	1.007867	budget_exhausted
round_robin_arbiter_unreal1_pb_4_10_pe_.ltl	no	0.859013	budget_exhausted	no	1.011400	budget_exhausted
round_robin_arbiter_unreal1_pb_4_11_pe_.ltl	no	0.864695	budget_exhausted	no	1.013499	budget_exhausted
round_robin_arbiter_unreal1_pb_4_12_pe_.ltl	no	0.859330	budget_exhausted	no	1.013833	budget_exhausted
round_robin_arbiter_unreal1_pb_4_13_pe_.ltl	no	0.857823	budget_exhausted	no	1.008974	budget_exhausted
round_robin_arbiter_unreal1_pb_4_14_pe_.ltl	no	0.857001	budget_exhausted	no	1.008117	budget_exhausted
round_robin_arbiter_unreal1_pb_4_15_pe_.ltl	no	0.856978	budget_exhausted	no	1.007606	budget_exhausted
round_robin_arbiter_unreal1_pb_4_1_pe_.ltl	yes	0.071985		yes	0.071419	
round_robin_arbiter_unreal1_pb_4_2_pe_.ltl	yes	0.076471		yes	0.072397	
round_robin_arbiter_unreal1_pb_4_3_pe_.ltl	yes	0.076989		yes	0.075433	
round_robin_arbiter_unreal1_pb_4_4_pe_.ltl	yes	0.080481		yes	0.080092	
round_robin_arbiter_unreal1_pb_4_5_pe_.ltl	yes	0.093103		yes	0.093831	
round_robin_arbiter_unreal1_pb_4_6_pe_.ltl	yes	0.127066		yes	0.123362	
round_robin_arbiter_unreal1_pb_4_7_pe_.ltl	yes	0.222629		yes	0.220176	
round_robin_arbiter_unreal1_pb_4_8_pe_.ltl	yes	0.549690		yes	0.535409	
round_robin_arbiter_unreal1_pb_4_9_pe_.ltl	no	0.855227	budget_exhausted	no	1.007262	budget_exhausted
round_robin_arbiter_unreal2_pb_2_pe_.ltl	yes	0.065495		yes	0.065875	
round_robin_arbiter_unreal2_pb_3_pe_.ltl	yes	0.071119		yes	0.071567	
round_robin_arbiter_unreal2_pb_4_pe_.ltl	yes	0.074603		yes	0.075518	
round_robin_arbiter_unreal2_pb_5_pe_.ltl	yes	0.081172		yes	0.080081	
round_robin_arbiter_unreal2_pb_6_pe_.ltl	yes	0.089102		yes	0.086920	
round_robin_arbiter_unreal2_pb_7_pe_.ltl	yes	0.092813		yes	0.092945	
rw_arbiter_pb_1_pe_.ltl	yes	0.069336		yes	0.067095	
rw_arbiter_pb_2_pe_.ltl	yes	0.069891		yes	0.070434	
rw_arbiter_pb_3_pe_.ltl	yes	0.077277		yes	0.077030	
rw_arbiter_pb_4_pe_.ltl	yes	0.084498		yes	0.082403	
rw_arbiter_pb_5_pe_.ltl	yes	0.089990		yes	0.089572	
scheduler-real.ltl	no	0.073606	unsupported_or_failed	no	0.079395	unsupported_or_failed
shift_pb_100_pe_.ltl	yes	0.103864		yes	0.103024	
shift_pb_10_pe_.ltl	yes	0.068238		yes	0.071013	
shift_pb_125_pe_.ltl	yes	0.113677		yes	0.115316	
shift_pb_12_pe_.ltl	yes	0.071272		yes	0.072021	
shift_pb_132_pe_.ltl	yes	0.121630		yes	0.122558	
shift_pb_16_pe_.ltl	yes	0.075181		yes	0.076102	
shift_pb_250_pe_.ltl	yes	0.179944		yes	0.173896	
shift_pb_32_pe_.ltl	yes	0.081405		yes	0.080640	
shift_pb_500_pe_.ltl	yes	0.314304		yes	0.320540	
shift_pb_64_pe_.ltl	yes	0.091617		yes	0.092425	
shift_pb_8_pe_.ltl	yes	0.071598		yes	0.071991	
simple_arbiter_enc_pb_10_pe_.ltl	yes	0.093891		yes	0.088550	
simple_arbiter_enc_pb_11_pe_.ltl	yes	0.090355		yes	0.090153	
simple_arbiter_enc_pb_12_pe_.ltl	yes	0.092150		yes	0.091731	
simple_arbiter_enc_pb_13_pe_.ltl	yes	0.092437		yes	0.095589	
simple_arbiter_enc_pb_14_pe_.ltl	yes	0.096597		yes	0.097175	
simple_arbiter_enc_pb_15_pe_.ltl	yes	0.096121		yes	0.095252	
simple_arbiter_enc_pb_16_pe_.ltl	yes	0.103303		yes	0.100399	
simple_arbiter_enc_pb_32_pe_.ltl	yes	0.184546		yes	0.166706	
simple_arbiter_enc_pb_8_pe_.ltl	yes	0.075622		yes	0.082577	
simple_arbiter_unreal1_pb_16_1_pe_.ltl	yes	0.147143		yes	0.145782	
simple_arbiter_unreal1_pb_16_2_pe_.ltl	yes	0.181450		yes	0.180353	
simple_arbiter_unreal1_pb_16_3_pe_.ltl	yes	0.237071		yes	0.233710	
simple_arbiter_unreal1_pb_16_4_pe_.ltl	yes	0.375959		yes	0.389450	
simple_arbiter_unreal1_pb_16_5_pe_.ltl	yes	0.737755		yes	0.745220	
simple_arbiter_unreal1_pb_2_10_pe_.ltl	no	0.859888	budget_exhausted	no	1.011829	budget_exhausted
simple_arbiter_unreal1_pb_2_12_pe_.ltl	no	0.860838	budget_exhausted	no	1.011822	budget_exhausted
simple_arbiter_unreal1_pb_2_1_pe_.ltl	yes	0.066741		yes	0.065194	
simple_arbiter_unreal1_pb_2_2_pe_.ltl	yes	0.069907		yes	0.066781	
simple_arbiter_unreal1_pb_2_3_pe_.ltl	yes	0.070069		yes	0.064854	
simple_arbiter_unreal1_pb_2_4_pe_.ltl	yes	0.076185		yes	0.068049	
simple_arbiter_unreal1_pb_2_5_pe_.ltl	yes	0.070750		yes	0.071238	
simple_arbiter_unreal1_pb_2_6_pe_.ltl	yes	0.077930		yes	0.075749	
simple_arbiter_unreal1_pb_2_7_pe_.ltl	yes	0.094113		yes	0.093718	
simple_arbiter_unreal1_pb_2_8_pe_.ltl	yes	0.159055		yes	0.148419	
simple_arbiter_unreal1_pb_2_9_pe_.ltl	yes	0.377378		yes	0.380409	
simple_arbiter_unreal1_pb_3_11_pe_.ltl	no	0.862449	budget_exhausted	no	1.013794	budget_exhausted
simple_arbiter_unreal1_pb_3_1_pe_.ltl	yes	0.066684		yes	0.071878	
simple_arbiter_unreal1_pb_3_2_pe_.ltl	yes	0.069357		yes	0.080601	
simple_arbiter_unreal1_pb_3_3_pe_.ltl	yes	0.075823		yes	0.075651	
simple_arbiter_unreal1_pb_3_4_pe_.ltl	yes	0.073283		yes	0.075420	
simple_arbiter_unreal1_pb_3_5_pe_.ltl	yes	0.079874		yes	0.079342	
simple_arbiter_unreal1_pb_3_6_pe_.ltl	yes	0.099244		yes	0.097502	
simple_arbiter_unreal1_pb_3_7_pe_.ltl	yes	0.150085		yes	0.151017	
simple_arbiter_unreal1_pb_3_8_pe_.ltl	yes	0.323073		yes	0.323298	
simple_arbiter_unreal1_pb_3_9_pe_.ltl	no	0.856292	budget_exhausted	no	1.004993	budget_exhausted
simple_arbiter_unreal1_pb_4_10_pe_.ltl	no	0.860968	budget_exhausted	no	1.010544	budget_exhausted
simple_arbiter_unreal1_pb_4_12_pe_.ltl	no	0.860458	budget_exhausted	no	1.016287	budget_exhausted
simple_arbiter_unreal1_pb_4_1_pe_.ltl	yes	0.069955		yes	0.076246	
simple_arbiter_unreal1_pb_4_2_pe_.ltl	yes	0.072569		yes	0.075814	
simple_arbiter_unreal1_pb_4_3_pe_.ltl	yes	0.073572		yes	0.074107	
simple_arbiter_unreal1_pb_4_4_pe_.ltl	yes	0.081060		yes	0.084859	
simple_arbiter_unreal1_pb_4_5_pe_.ltl	yes	0.097801		yes	0.097331	
simple_arbiter_unreal1_pb_4_6_pe_.ltl	yes	0.128773		yes	0.126423	
simple_arbiter_unreal1_pb_4_7_pe_.ltl	yes	0.236278		yes	0.232410	
simple_arbiter_unreal1_pb_4_8_pe_.ltl	yes	0.568485		yes	0.572821	
simple_arbiter_unreal1_pb_4_9_pe_.ltl	no	0.855880	budget_exhausted	no	1.005520	budget_exhausted
simple_arbiter_unreal1_pb_5_10_pe_.ltl	no	0.862192	budget_exhausted	no	1.009463	budget_exhausted
simple_arbiter_unreal1_pb_5_1_pe_.ltl	yes	0.072746		yes	0.075329	
simple_arbiter_unreal1_pb_5_2_pe_.ltl	yes	0.076125		yes	0.075046	
simple_arbiter_unreal1_pb_5_3_pe_.ltl	yes	0.082143		yes	0.081208	
simple_arbiter_unreal1_pb_5_4_pe_.ltl	yes	0.092612		yes	0.088594	
simple_arbiter_unreal1_pb_5_5_pe_.ltl	yes	0.112559		yes	0.110718	
simple_arbiter_unreal1_pb_5_6_pe_.ltl	yes	0.165997		yes	0.169001	
simple_arbiter_unreal1_pb_5_7_pe_.ltl	yes	0.334761		yes	0.347095	
simple_arbiter_unreal1_pb_5_8_pe_.ltl	no	0.855401	budget_exhausted	yes	0.968914	
simple_arbiter_unreal1_pb_5_9_pe_.ltl	no	0.856951	budget_exhausted	no	1.007784	budget_exhausted
simple_arbiter_unreal1_pb_6_1_pe_.ltl	yes	0.080034		yes	0.079346	
simple_arbiter_unreal1_pb_6_2_pe_.ltl	yes	0.080375		yes	0.086199	
simple_arbiter_unreal1_pb_6_3_pe_.ltl	yes	0.090075		yes	0.091129	
simple_arbiter_unreal1_pb_6_4_pe_.ltl	yes	0.105693		yes	0.104447	
simple_arbiter_unreal1_pb_6_5_pe_.ltl	yes	0.184627		yes	0.160701	
simple_arbiter_unreal1_pb_8_8_pe_.ltl	no	0.855799	budget_exhausted	no	1.004078	budget_exhausted
simple_arbiter_unreal2_pb_10_pe_.ltl	yes	0.119662		yes	0.117742	
simple_arbiter_unreal2_pb_25_pe_.ltl	yes	0.440893		yes	0.448676	
simple_arbiter_unreal2_pb_2_pe_.ltl	yes	0.067371		yes	0.070043	
simple_arbiter_unreal2_pb_3_pe_.ltl	yes	0.073929		yes	0.069875	
simple_arbiter_unreal2_pb_4_pe_.ltl	yes	0.078465		yes	0.086520	
simple_arbiter_unreal2_pb_50_pe_.ltl	no	0.852932	budget_exhausted	no	1.002845	budget_exhausted
simple_arbiter_unreal2_pb_5_pe_.ltl	yes	0.077352		yes	0.082295	
simple_arbiter_unreal2_pb_60_pe_.ltl	no	0.852884	budget_exhausted	no	1.003879	budget_exhausted
simple_arbiter_unreal2_pb_6_pe_.ltl	yes	0.083740		yes	0.082553	
simple_arbiter_unreal2_pb_75_pe_.ltl	no	0.853046	budget_exhausted	no	1.002976	budget_exhausted
simple_arbiter_unreal2_pb_7_pe_.ltl	yes	0.091798		yes	0.096030	
simple_arbiter_unreal2_pb_8_pe_.ltl	yes	0.099594		yes	0.107597	
simple_arbiter_with_hints_pb_10_pe_.ltl	yes	0.129549		yes	0.133812	
simple_arbiter_with_hints_pb_12_pe_.ltl	yes	0.188531		yes	0.184927	
simple_arbiter_with_hints_pb_15_pe_.ltl	yes	0.379356		yes	0.341405	
simple_arbiter_with_hints_pb_2_pe_.ltl	yes	0.067709		yes	0.068072	
simple_arbiter_with_hints_pb_4_pe_.ltl	yes	0.074710		yes	0.073939	
simple_arbiter_with_hints_pb_6_pe_.ltl	yes	0.081995		yes	0.081694	
simple_arbiter_with_hints_pb_8_pe_.ltl	yes	0.101991		yes	0.101795	
solitary-real.ltl	no	0.066960	unsupported_or_failed	no	0.075782	unsupported_or_failed
solitary0.ltl	no	0.069547	unsupported_or_failed	no	0.064276	unsupported_or_failed
sort4-real.ltl	no	0.095892	unsupported_or_failed	no	0.094669	unsupported_or_failed
sort40.ltl	no	0.071891	unsupported_or_failed	no	0.073590	unsupported_or_failed
sort41.ltl	no	0.078426	unsupported_or_failed	no	0.075985	unsupported_or_failed
sort42.ltl	no	0.090152	unsupported_or_failed	no	0.083111	unsupported_or_failed
sort50.ltl	no	0.081918	unsupported_or_failed	no	0.086929	unsupported_or_failed
sort51.ltl	no	0.094018	unsupported_or_failed	no	0.101667	unsupported_or_failed
sort52.ltl	no	0.119700	unsupported_or_failed	no	0.115998	unsupported_or_failed
sort53.ltl	no	0.155453	unsupported_or_failed	no	0.157456	unsupported_or_failed
square5x5-real.ltl	no	0.073826	unsupported_or_failed	no	0.076336	unsupported_or_failed
square5x50.ltl	no	0.070372	unsupported_or_failed	no	0.067733	unsupported_or_failed
square5x51.ltl	no	0.070923	unsupported_or_failed	no	0.076545	unsupported_or_failed
square5x52.ltl	no	0.074249	unsupported_or_failed	no	0.069563	unsupported_or_failed
square5x53.ltl	no	0.074576	unsupported_or_failed	no	0.073944	unsupported_or_failed
square5x54.ltl	no	0.071636	unsupported_or_failed	no	0.070137	unsupported_or_failed
storage-GF-64-real.ltl	no	0.067574	unsupported_or_failed	no	0.069337	unsupported_or_failed
tasks-real.ltl	no	0.066003	unsupported_or_failed	no	0.066214	unsupported_or_failed
tasks-unreal0.ltl	no	0.082203	unsupported_or_failed	no	0.084804	unsupported_or_failed
tasks-unreal1.ltl	no	0.086472	unsupported_or_failed	no	0.076632	unsupported_or_failed
tasks-unreal2.ltl	no	0.086495	unsupported_or_failed	no	0.088370	unsupported_or_failed
taxi-service-real.ltl	no	0.069788	unsupported_or_failed	no	0.072306	unsupported_or_failed
taxi-service-u-unreal.ltl	no	0.069382	unsupported_or_failed	no	0.068613	unsupported_or_failed
test2_f2774e0b.ltl	yes	0.069212		yes	0.074507	
test3_efe2feaf.ltl	no	0.096102	unsupported_or_failed	no	0.092622	unsupported_or_failed
test4_4b82b1f4.ltl	yes	0.080663		yes	0.068554	
test5_6cbc6174.ltl	no	0.068327	unsupported_or_failed	no	0.069839	unsupported_or_failed
