solver_label	instance	tlsf_file	cap_s	result	seconds	exit_code	timed_out	resource_reason	expectation_source	stdout_bytes	stderr_bytes	run_index	acacia_sha	binary_sha256	preset	timestamp_utc	flags	cpu_seconds	max_process_rss_bytes	scope_memory_peak_bytes	memory_max	memory_swap_max	allowed_cpus	cpu_quota	collect_rusage	worker_records_dir	scope_unit	winner	lift_elapsed	fallback_start
N-b	abcg_arbiter_pb_4_pe_.ltl	abcg_arbiter_pb_4_pe_.tlsf	60	TIMEOUT	60.12916761694942	124	true	timeout	none	0	8	0	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:48:07.725395Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-5a2985bfe482.scope	fallback-pending	3.0202242579543963	534728.975430988
N-b	abcg_arbiter_pb_5_pe_.ltl	abcg_arbiter_pb_5_pe_.tlsf	60	TIMEOUT	60.129689206019975	124	true	timeout	none	0	8	1	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:49:07.868090Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-15ea73082a21.scope	fallback-pending	3.0585133431013674	534789.181062505
N-b	abcg_arbiter_pb_6_pe_.ltl	abcg_arbiter_pb_6_pe_.tlsf	60	TIMEOUT	60.104702914948575	124	true	timeout	none	0	8	2	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:50:07.985551Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-12b0117db56d.scope	fallback-pending	3.174319855053909	534849.428252602
N-b	amba_case_study_unreal_pb_2_pe_.ltl	amba_case_study_unreal_pb_2_pe_.tlsf	60	TIMEOUT	60.08001470391173	124	true	timeout	none	0	8	3	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:51:08.078453Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-623e431b7afc.scope	fallback-pending	39.99084132001735	534946.348405142
N-b	amba_case_study_unreal_pb_3_pe_.ltl	amba_case_study_unreal_pb_3_pe_.tlsf	60	TIMEOUT	60.092975034960546	124	true	timeout	none	0	8	4	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:52:08.210909Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-a209de664cae.scope	fallback-pending	39.81594771507662	535006.265291174
N-b	amba_case_study_unreal_pb_4_pe_.ltl	amba_case_study_unreal_pb_4_pe_.tlsf	60	TIMEOUT	60.13775979203638	124	true	timeout	none	0	8	5	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:53:08.377228Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-e4c13ca18542.scope	fallback-pending	39.78763324499596	535066.402930106
N-b	amba_case_study_unreal_pb_5_pe_.ltl	amba_case_study_unreal_pb_5_pe_.tlsf	60	TIMEOUT	60.13625272503123	124	true	timeout	none	0	8	6	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:54:08.549452Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai				8G	0			true		acacia-syntcomp26-coverage-1881795-7eb3062de3b9.scope	fallback-pending	39.874215104966424	535126.642929493
N-b	amba_decomposed_lock_pb_10_pe_.ltl	amba_decomposed_lock_pb_10_pe_.tlsf	60	REALIZABLE	1.1153097910573706	0	false		status	11	31	7	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:54:09.691168Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai	1.080000	683130880		8G	0			true		acacia-syntcomp26-coverage-1881795-d5c8e95594bd.scope	lifting	1.0228252100059763	
N-b	amba_decomposed_lock_pb_11_pe_.ltl	amba_decomposed_lock_pb_11_pe_.tlsf	60	REALIZABLE	1.3527716380776837	0	false		status	11	32	8	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:54:11.067368Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai	1.330000	1362452480		8G	0			true		acacia-syntcomp26-coverage-1881795-c2bc113472b8.scope	lifting	1.2678021610481665	
N-b	amba_decomposed_lock_pb_12_pe_.ltl	amba_decomposed_lock_pb_12_pe_.tlsf	60	REALIZABLE	1.734894298017025	0	false		status	11	32	9	ee37c727	f49aa81b41d04c316a7688801ae3fb17ad0fc3d8b9ae5951c0c03abda31fb10f	otf_sparse_formula	2026-09-24T11:54:12.837490Z	--lift-budget-fraction 0.6666666666666666 --cap 60 --tlsf-tools-build /home/gperez/GIT-repos/tlsf-tools/build-P5-9212e2b --bindings-python /usr/bin/python3.13 --bindings-site /usr/local/lib64/python3.13/site-packages --buddy-adapter /home/gperez/GIT-repos/acacia-gr1-par2-timing/build_gr1par2-adapter-ee37c727/libbuddy_veccompose_adapter.so -- /home/gperez/GIT-repos/acacia-bonsai/build_w1_B/src/acacia-bonsai	1.700000	1378689024		8G	0			true		acacia-syntcomp26-coverage-1881795-5309210cd35d.scope	lifting	1.6493921220535412	
