solver_label	instance	smallest_cap_solved	decisive_result	decisive_seconds	still_unsolved_at_max_cap	failure_kind_at_max_cap	max_cap_s
unreal-automaton-backward	06.ltl				true	UNKNOWN	17
unreal-automaton-backward	07.ltl				true	UNKNOWN	17
unreal-automaton-backward	08.ltl				true	UNKNOWN	17
unreal-automaton-backward	Alarm_a5f99bc6.ltl				true	TIMEOUT	17
unreal-automaton-backward	Automata16S.ltl				true	UNKNOWN	17
unreal-automaton-backward	Automata32S.ltl				true	UNKNOWN	17
unreal-automaton-backward	Demo1_06e9cad4.ltl				true	TIMEOUT	17
unreal-automaton-backward	Demo1_2c5b09da.ltl				true	TIMEOUT	17
unreal-automaton-backward	Demo1_63831f8c.ltl				true	TIMEOUT	17
unreal-automaton-backward	Demo1_c2b9e44d.ltl				true	TIMEOUT	17
unreal-automaton-backward	Demo1_d65ed84e.ltl				true	TIMEOUT	17
unreal-automaton-backward	F-G-contradiction-110.ltl				true	TIMEOUT	17
unreal-automaton-backward	F-G-contradiction-111.ltl				true	TIMEOUT	17
unreal-automaton-backward	F-G-contradiction-112.ltl				true	TIMEOUT	17
unreal-automaton-backward	F-G-contradiction-113.ltl				true	TIMEOUT	17
unreal-automaton-backward	F-G-contradiction-114.ltl				true	TIMEOUT	17
unreal-automaton-backward	FelixSpecFixed2_fa4d4ce3.ltl				true	UNKNOWN	17
unreal-automaton-backward	FelixSpecFixed3_b0840146.ltl				true	UNKNOWN	17
unreal-automaton-backward	FelixSpecFixed4_3916ec59.ltl				true	UNKNOWN	17
unreal-automaton-backward	FelixSpecFixed5_f82794da.ltl				true	TIMEOUT	17
unreal-automaton-backward	FelixSpecFixed_2418b67e.ltl				true	UNKNOWN	17
unreal-automaton-backward	Full_f1477cc5.ltl				true	TIMEOUT	17
unreal-automaton-backward	GF-G-contradiction6.ltl				true	TIMEOUT	17
unreal-automaton-backward	GF-G-contradiction7.ltl				true	TIMEOUT	17
unreal-automaton-backward	LedMatrix.ltl				true	UNKNOWN	17
unreal-automaton-backward	Morning2_06e9cad4.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2_2c5b09da.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2_407db2cc.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2_63831f8c.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2_68c86764.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2_d65ed84e.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_06cf2373.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_06e9cad4.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_2c5b09da.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_42dc4fff.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_9cbf2546.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning2s_d6c5ac79.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning_88c5c1c3.ltl				true	TIMEOUT	17
unreal-automaton-backward	Morning_9cac58d3.ltl				true	TIMEOUT	17
unreal-automaton-backward	SPIPureNext.ltl				true	TIMEOUT	17
unreal-automaton-backward	abcg_arbiter_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	abcg_arbiter_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	abcg_arbiter_pb_5_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	abcg_arbiter_pb_6_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_case_study_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_case_study_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_case_study_unreal_pb_2_pe_.ltl				true	UNKNOWN	17
unreal-automaton-backward	amba_case_study_unreal_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_case_study_unreal_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_case_study_unreal_pb_5_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_10_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_11_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_12_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_13_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_7_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_8_pe_.ltl				true	UNKNOWN	17
unreal-automaton-backward	amba_decomposed_arbiter_pb_9_pe_.ltl				true	UNKNOWN	17
unreal-automaton-backward	amba_decomposed_encode_pb_20_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_encode_pb_25_pe_.ltl				true	TIMEOUT	17
unreal-automaton-backward	amba_decomposed_lock_pb_13_pe_.ltl				true	UNKNOWN	17
unreal-automaton-backward	amba_decomposed_lock_pb_14_pe_.ltl				true	UNKNOWN	17
unreal-automaton-backward	amba_decomposed_lock_pb_15_pe_.ltl				true	UNKNOWN	17
