index	instance	family_key	label	build	expected	result	seconds	fallback_logged
31	F-G-contradiction-19.ltl	direct:tlsf/sweap:F-G-contradiction	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.086285388970282	False
32	F-G-contradiction-19.ltl	direct:tlsf/sweap:F-G-contradiction	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	12.444363779970445	False
33	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.3298153409850784	False
34	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.666673002007883	False
35	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.5569369480363093	False
36	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.706958830007352	False
37	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036904525011778	False
38	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.4510494850110263	False
39	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036651036003605	False
40	GF-G-contradiction3.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.1292916259844787	False
41	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.3519725989899598	False
42	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.8495036539970897	False
43	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.8332432599854656	False
44	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.8435467090457678	False
45	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036641245998908	False
46	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.5855416629929096	False
47	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036789195029996	False
48	GF-G-contradiction4.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.1802490599802695	False
49	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.827400820038747	False
50	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	2.3312570919515565	False
51	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	2.1499967239797115	False
52	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	2.3462246150011197	False
53	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.093139439995866	False
54	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.9862851040088572	False
55	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.05273906799266	False
56	GF-G-contradiction5.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.6716907049994916	False
57	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	15.836589442042168	False
58	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	16.178683476988226	False
59	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.093861084023956	False
60	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	12.929639898007736	False
61	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.05295343999751	False
62	GF-G-contradiction6.ltl	direct:tlsf/sweap:GF-G-contradiction	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	16.07895118498709	False
63	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	otf_mix_formula_lazy-race	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	8.902130884991493	False
64	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	otf_mix_formula_eager-race	otf_mix_formula_eager	REALIZABLE	REALIZABLE	8.575894828012679	False
65	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	main-real-backward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.08918980299495	False
66	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	main-real-forward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.09554022201337	False
67	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	taa-real-lazy-only	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	8.299763902032282	False
68	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	taa-real-eager-only	otf_mix_formula_eager	REALIZABLE	REALIZABLE	8.578591177996714	False
69	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	otf_mix_formula_lazy-race	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	3.048955649952404	False
70	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	otf_mix_formula_eager-race	otf_mix_formula_eager	REALIZABLE	REALIZABLE	3.0712839660118334	False
71	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	main-real-backward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.05316773604136	False
72	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	main-real-forward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.053076199023053	False
73	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	taa-real-lazy-only	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	2.143097381980624	False
74	amba_decomposed_lock_pb_15_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	taa-real-eager-only	otf_mix_formula_eager	REALIZABLE	REALIZABLE	2.1740964020136744	False
75	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	otf_mix_formula_lazy-race	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	9.175086244009435	False
76	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	otf_mix_formula_eager-race	otf_mix_formula_eager	REALIZABLE	REALIZABLE	9.10029042797396	False
77	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	main-real-backward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.05307449097745	False
78	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	main-real-forward	main-best_four_arm_contradiction	REALIZABLE	TIMEOUT	17.052995322970673	False
79	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	taa-real-lazy-only	otf_mix_formula_lazy	REALIZABLE	REALIZABLE	5.4000751989660785	False
80	amba_decomposed_lock_pb_16_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_lock.tlsf	taa-real-eager-only	otf_mix_formula_eager	REALIZABLE	REALIZABLE	5.437294623989146	False
81	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5793899599811994	False
82	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	0.9513701179530472	False
83	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	0.9118838650174439	False
84	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	0.9285054670181125	False
85	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	UNREALIZABLE	14.462504295050167	False
86	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	0.7781728330301121	False
87	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	UNREALIZABLE	15.241435996023938	False
88	g-unreal-34.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.48405626200838014	False
89	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.1704658929957077	False
90	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.8360993540263735	False
91	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.7748236249899492	False
92	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	2.014176018012222	False
93	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036819248984102	False
94	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.6345334639772773	False
95	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.03695192799205	False
96	g-unreal-37.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	1.1278444529743865	False
97	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	8.970307756972034	False
98	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	10.43751809099922	False
99	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	10.228208435000852	False
100	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	10.260382320964709	False
101	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.140162875992246	False
102	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	8.194042466988321	False
103	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.08522794902092	False
104	g-unreal-38.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	7.490038491960149	False
105	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	13.287025497003924	False
106	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	12.797540950006805	False
107	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	12.064403890050016	False
108	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	12.307568132004235	False
109	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.190271670988295	False
110	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	9.734136484970804	False
111	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.135303498012945	False
112	g-unreal-39.ltl	direct:tlsf/sweap:g-unreal	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	9.281121727020945	False
113	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	13.22593042202061	False
114	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	14.764575409993995	False
115	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	14.187378867994994	False
116	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036682944977656	False
117	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	12.320584278961178	False
118	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.036867076996714	False
119	infinite-race-u9.ltl	direct:tlsf/sweap:infinite-race-u	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNKNOWN	10.396677480021026	False
120	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	6.777313077996951	False
121	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	16.66077313804999	False
122	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.143845326034352	False
123	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	12.836305024975445	False
124	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.13843290595105	False
125	infinite-race-unequal-25.ltl	direct:tlsf/sweap:infinite-race-unequal	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	3.7348168379976414	False
126	ltl2dba_C2_unreal_pb_16_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	15.32133053400321	False
127	ltl2dba_C2_unreal_pb_16_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.05333198601147	False
128	ltl2dba_C2_unreal_pb_16_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	TIMEOUT	17.05354531604098	False
129	ltl2dba_C2_unreal_pb_16_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	UNREALIZABLE	13.627442924014758	False
130	ltl2dba_C2_unreal_pb_16_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_C2_unreal.tlsf	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	11.057025146030355	False
131	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	10.036185523029417	False
132	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	13.361208852031268	False
133	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	13.382115271990187	False
134	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	12.331508923030924	False
135	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	UNREALIZABLE	13.667544197989628	False
136	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	9.918226667970885	False
137	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	UNREALIZABLE	12.909510300960392	False
138	ltl2dba_theta_pb_14_pe_.ltl	param:tlsf/ltl2dba/parametric/ltl2dba_theta.tlsf	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	7.123127379978541	False
139	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.614782709046267	False
140	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.6189124600496143	False
141	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.5549422319745645	False
142	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.6287522690254264	False
143	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.14373995398637	False
144	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.1604237689753063	False
145	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.14001922198804	False
146	robot-resource-2d10.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5060079620452598	False
147	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.590046604978852	False
148	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.6626424409914762	False
149	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.6121438959962688	False
150	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.5181316660018638	False
151	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.145156048994977	False
152	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.2666009519598447	False
153	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.145475486002397	False
154	robot-resource-2d11.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5198380299843848	False
155	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.6313533020438626	False
156	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.830576921987813	False
157	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.690741206984967	False
158	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.7353347089956515	False
159	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.14284480799688	False
160	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.3611714069847949	False
161	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.144297568011098	False
162	robot-resource-2d12.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5197870130068623	False
163	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5932685059960932	False
164	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.8894950699759647	False
165	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	1.9180839320179075	False
166	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.918896573013626	False
167	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.138864864013158	False
168	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-formula	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	1.4655714289983734	False
169	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-automaton	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.13957241800381	False
170	robot-resource-2d13.ltl	direct:tlsf/sweap:robot-resource-2d	sparse-unreal-automaton	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.5031540169729851	False
171	robot-resource-2d14.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_automaton-race	otf_sparse_automaton	UNREALIZABLE	UNREALIZABLE	0.579688307014294	False
172	robot-resource-2d14.ltl	direct:tlsf/sweap:robot-resource-2d	otf_sparse_formula-race	otf_sparse_formula	UNREALIZABLE	UNREALIZABLE	2.0009089020313695	False
173	robot-resource-2d14.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_lazy-race	otf_mix_formula_lazy	UNREALIZABLE	UNREALIZABLE	2.1470933349919505	False
174	robot-resource-2d14.ltl	direct:tlsf/sweap:robot-resource-2d	otf_mix_formula_eager-race	otf_mix_formula_eager	UNREALIZABLE	UNREALIZABLE	1.9407258550054394	False
175	robot-resource-2d14.ltl	direct:tlsf/sweap:robot-resource-2d	main-forward-unreal-formula	main-best_four_arm_contradiction	UNREALIZABLE	TIMEOUT	17.09363114205189	False
