ActionConverter.tlsf,realizable,0.044617
amba_case_study_2.tlsf,realizable,224.488
amba_case_study_3.tlsf,realizable,3600.01
amba_decomposed_arbiter_10.tlsf,realizable,1681.3
amba_decomposed_arbiter_12.tlsf,realizable,3600.01
amba_decomposed_arbiter_2.tlsf,realizable,0.054437
amba_decomposed_arbiter_4.tlsf,realizable,0.110585
amba_decomposed_arbiter_6.tlsf,realizable,1.86139
amba_decomposed_arbiter_8.tlsf,realizable,56.2707
amba_decomposed_encode_10.tlsf,realizable,1.08632
amba_decomposed_encode_12.tlsf,realizable,4.46846
amba_decomposed_encode_2.tlsf,realizable,0.054935
amba_decomposed_encode_4.tlsf,realizable,0.060499
amba_decomposed_encode_6.tlsf,realizable,0.096789
amba_decomposed_encode_8.tlsf,realizable,0.233316
amba_decomposed_lock_10.tlsf,realizable,10.7765
amba_decomposed_lock_12.tlsf,realizable,170.369
amba_decomposed_lock_2.tlsf,realizable,0.052884
amba_decomposed_lock_4.tlsf,realizable,0.066203
amba_decomposed_lock_6.tlsf,realizable,0.236177
amba_decomposed_lock_8.tlsf,realizable,0.889653
amba_decomposed_shift.tlsf,realizable,0.028048
amba_decomposed_tburst4.tlsf,realizable,0.049481
amba_decomposed_tincr.tlsf,realizable,0.036485
amba_decomposed_tsingle.tlsf,realizable,0.040372
Automata16S.tlsf,realizable,0.169458
Automata32S.tlsf,realizable,0.335639
Automata.tlsf,realizable,0.100269
button.tlsf,realizable,0.031541
Button.tlsf,realizable,0.03371
Cockpitboard.tlsf,realizable,0.079624
collector_v1_2.tlsf,realizable,0.031062
collector_v1_3.tlsf,realizable,0.03215
collector_v1_4.tlsf,realizable,0.035861
collector_v1_5.tlsf,realizable,0.047479
collector_v1_6.tlsf,realizable,0.093209
collector_v1_7.tlsf,realizable,0.428608
collector_v2_2.tlsf,realizable,0.0328
collector_v2_3.tlsf,realizable,0.040917
collector_v2_4.tlsf,realizable,0.087186
collector_v2_5.tlsf,realizable,0.11683
collector_v2_6.tlsf,realizable,0.204177
collector_v2_7.tlsf,realizable,0.587981
collector_v3_2.tlsf,realizable,0.033389
collector_v3_3.tlsf,realizable,0.051386
collector_v3_4.tlsf,realizable,0.103775
collector_v3_5.tlsf,realizable,0.116791
collector_v3_6.tlsf,realizable,0.14334
collector_v3_7.tlsf,realizable,0.19969
collector_v4_2.tlsf,realizable,0.032691
collector_v4_3.tlsf,realizable,0.036916
collector_v4_4.tlsf,realizable,0.038448
collector_v4_5.tlsf,realizable,0.056798
collector_v4_6.tlsf,realizable,0.121027
collector_v4_7.tlsf,realizable,0.369846
detector_10.tlsf,realizable,0.115655
detector_12.tlsf,realizable,0.299465
detector_2.tlsf,realizable,0.029086
detector_4.tlsf,realizable,0.032056
detector_6.tlsf,realizable,0.03529
detector_8.tlsf,realizable,0.049227
detector_unreal_10.tlsf,unrealizable,0.351016
detector_unreal_12.tlsf,unrealizable,0.508754
detector_unreal_2.tlsf,unrealizable,0.033062
detector_unreal_4.tlsf,unrealizable,0.049744
detector_unreal_6.tlsf,unrealizable,0.153825
detector_unreal_8.tlsf,unrealizable,0.240216
EnemeyModule.tlsf,realizable,0.042565
escalator_bidirectional_init.tlsf,realizable,0.152958
EscalatorBidirectionalInit.tlsf,realizable,0.164484
escalator_bidirectional.tlsf,realizable,0.112829
EscalatorBidirectional.tlsf,realizable,0.123769
escalator_counting_init.tlsf,realizable,0.046976
EscalatorCountingInit.tlsf,realizable,0.053244
escalator_counting.tlsf,realizable,0.04285
EscalatorCounting.tlsf,realizable,0.047617
escalator_non-counting.tlsf,realizable,0.033129
EscalatorNonCounting.tlsf,realizable,0.035118
escalator_non-reactive.tlsf,realizable,0.028545
EscalatorNonReactive.tlsf,realizable,0.028592
escalator_smart.tlsf,realizable,0.042696
EscalatorSmart.tlsf,realizable,0.045692
full_arbiter_2.tlsf,realizable,0.047099
full_arbiter_3.tlsf,realizable,0.052058
full_arbiter_4.tlsf,realizable,0.06505
full_arbiter_5.tlsf,realizable,0.144707
full_arbiter_6.tlsf,realizable,0.626362
full_arbiter_7.tlsf,realizable,3.50472
full_arbiter_enc_10.tlsf,realizable,124.984
full_arbiter_enc_12.tlsf,realizable,2137.29
full_arbiter_enc_2.tlsf,realizable,0.053079
full_arbiter_enc_4.tlsf,realizable,0.084539
full_arbiter_enc_6.tlsf,realizable,0.266407
