ltl2dpa18.tlsf,realizable,0.080293
ltl2dpa19.tlsf,realizable,0.095389
ltl2dpa20.tlsf,realizable,0.083894
ltl2dpa21.tlsf,realizable,0.082362
ltl2dpa22.tlsf,realizable,564.103
ltl2dpa23.tlsf,realizable,0.075255
ltl2dpa24.tlsf,realizable,0.079783
ModdifiedLedMatrix4X.tlsf,unrealizable,1772.31
ModdifiedLedMatrix5X.tlsf,realizable,3600.06
music_app_feedback.tlsf,realizable,0.17706
MusicAppFeedback.tlsf,realizable,0.204557
music_app_motivating_2.tlsf,realizable,0.155587
music_app_motivating.tlsf,realizable,0.156611
MusicAppMotivating.tlsf,realizable,0.167181
music_app_simple.tlsf,realizable,0.145444
MusicAppSimple.tlsf,realizable,0.189732
mux_10.tlsf,realizable,0.232271
mux_12.tlsf,realizable,0.295441
mux_2.tlsf,realizable,0.076931
mux_4.tlsf,realizable,0.097219
mux_6.tlsf,realizable,0.132155
mux_8.tlsf,realizable,0.17363
narylatch_10.tlsf,realizable,691.472
narylatch_12.tlsf,realizable,3600.09
narylatch_2.tlsf,realizable,0.087103
narylatch_4.tlsf,realizable,0.124634
narylatch_6.tlsf,realizable,0.514031
narylatch_8.tlsf,realizable,8.57335
OneCounterGuiA0.tlsf,unrealizable,1.80671
OneCounterGuiA1.tlsf,unrealizable,3.27746
OneCounterGuiA2.tlsf,unrealizable,5.4711
OneCounterGuiA3.tlsf,unrealizable,22.4148
OneCounterGuiA4.tlsf,unrealizable,11.2543
OneCounterGuiA5.tlsf,unrealizable,11.397
OneCounterGuiA6.tlsf,unrealizable,16.6432
OneCounterGuiA7.tlsf,unrealizable,18.4214
OneCounterGuiA8.tlsf,unrealizable,35.1871
OneCounterGuiA9.tlsf,realizable,42.8788
OneCounterGui.tlsf,unrealizable,1.772
OneCounterInRangeA0.tlsf,unrealizable,0.101365
OneCounterInRangeA1.tlsf,unrealizable,0.111947
OneCounterInRangeA2.tlsf,unrealizable,0.112796
OneCounterInRangeA3.tlsf,realizable,0.119279
OneCounterInRange.tlsf,unrealizable,0.101006
OneCounter.tlsf,realizable,42.6912
prioritized_arbiter_10.tlsf,realizable,3600.05
prioritized_arbiter_12.tlsf,realizable,3600.03
prioritized_arbiter_2.tlsf,realizable,0.088058
prioritized_arbiter_4.tlsf,realizable,0.172856
prioritized_arbiter_6.tlsf,realizable,5.3038
prioritized_arbiter_8.tlsf,realizable,544.772
prioritized_arbiter_enc_10.tlsf,realizable,3600.08
prioritized_arbiter_enc_12.tlsf,realizable,3600.07
prioritized_arbiter_enc_2.tlsf,realizable,0.152494
prioritized_arbiter_enc_4.tlsf,realizable,1.28379
prioritized_arbiter_enc_6.tlsf,realizable,110.127
prioritized_arbiter_enc_8.tlsf,realizable,3600.03
prioritized_arbiter_unreal1_3_10.tlsf,unrealizable,3600.07
prioritized_arbiter_unreal1_3_2.tlsf,unrealizable,0.176829
prioritized_arbiter_unreal1_3_4.tlsf,unrealizable,0.44234
prioritized_arbiter_unreal1_3_6.tlsf,unrealizable,14.0313
prioritized_arbiter_unreal1_3_8.tlsf,unrealizable,554.505
Radarboard.tlsf,realizable,0.462033
RegManager.tlsf,realizable,0.145357
RotationCalculator.tlsf,realizable,0.166357
round_robin_arbiter_2.tlsf,realizable,0.118619
round_robin_arbiter_3.tlsf,realizable,0.166353
round_robin_arbiter_4.tlsf,realizable,1.60467
round_robin_arbiter_5.tlsf,realizable,56.9781
round_robin_arbiter_6.tlsf,realizable,2357.07
round_robin_arbiter_7.tlsf,realizable,3600.09
round_robin_arbiter_unreal1_2_12.tlsf,unrealizable,2.14176
round_robin_arbiter_unreal1_2_15.tlsf,unrealizable,22.4968
round_robin_arbiter_unreal1_2_18.tlsf,unrealizable,173.751
round_robin_arbiter_unreal1_2_3.tlsf,unrealizable,0.134948
round_robin_arbiter_unreal1_2_6.tlsf,unrealizable,0.17303
round_robin_arbiter_unreal1_2_9.tlsf,unrealizable,0.432631
Scoreboard.tlsf,realizable,0.227362
SensorInit.tlsf,realizable,0.66699
SensorPart.tlsf,realizable,1.00131
SensorRegister.tlsf,realizable,0.070543
SensorSelector.tlsf,realizable,3600.03
SensorSubmodulChooser.tlsf,realizable,1.842
Sensor.tlsf,realizable,0.243258
shift_10.tlsf,realizable,0.621063
shift_12.tlsf,realizable,8.93987
shift_2.tlsf,realizable,0.064629
shift_4.tlsf,realizable,0.069087
shift_6.tlsf,realizable,0.079717
shift_8.tlsf,realizable,0.11488
simple_arbiter_10.tlsf,realizable,16.3467
simple_arbiter_12.tlsf,realizable,348.364
simple_arbiter_2.tlsf,realizable,0.091435
simple_arbiter_4.tlsf,realizable,0.113279
simple_arbiter_6.tlsf,realizable,0.150301
simple_arbiter_8.tlsf,realizable,0.806837
simple_arbiter_enc_10.tlsf,realizable,149.43
simple_arbiter_enc_12.tlsf,realizable,3013.88
simple_arbiter_enc_2.tlsf,realizable,0.091322
simple_arbiter_enc_4.tlsf,realizable,0.134546
simple_arbiter_enc_6.tlsf,realizable,0.674145
simple_arbiter_enc_8.tlsf,realizable,2.79347
simple_arbiter_unreal2_2.tlsf,unrealizable,0.087451
simple_arbiter_unreal2_3.tlsf,unrealizable,0.119897
simple_arbiter_unreal2_4.tlsf,unrealizable,5.21548
simple_arbiter_unreal2_5.tlsf,unrealizable,1983.12
simple_arbiter_unreal2_6.tlsf,unrealizable,3600.04
slider_default.tlsf,realizable,0.118394
SliderDefault.tlsf,realizable,0.128564
slider_delayed.tlsf,realizable,1.43968
SliderDelayed.tlsf,realizable,1.46525
slider_scored.tlsf,realizable,0.467572
SliderScored.tlsf,realizable,0.46753
SPIPureNext.tlsf,realizable,3.24849
SPIReadClk.tlsf,realizable,0.10306
SPIReadManag.tlsf,realizable,256.733
SPIReadSdi.tlsf,realizable,0.099931
SPI.tlsf,realizable,4.80425
SPIWriteClk.tlsf,realizable,0.119599
SPIWriteManag.tlsf,realizable,6.76957
SPIWriteSdi.tlsf,realizable,0.136142
tictactoe.tlsf,realizable,3600.04
torcs_accelerating.tlsf,realizable,0.110741
TorcsAccelerating.tlsf,realizable,0.111463
torcs_gearing.tlsf,realizable,0.099964
TorcsGearing.tlsf,realizable,0.096508
torcs_simple.tlsf,realizable,0.1418
TorcsSimple.tlsf,realizable,0.147056
torcs_steering_improved.tlsf,realizable,0.211721
TorcsSteeringImproved.tlsf,realizable,0.232602
torcs_steering_simple.tlsf,realizable,0.113202
TorcsSteeringSimple.tlsf,realizable,0.115096
torcs_steering_smart.tlsf,realizable,0.208899
TorcsSteeringSmart.tlsf,realizable,0.2201
TwoCounters2.tlsf,unrealizable,10.097
TwoCounters3.tlsf,realizable,27.5802
TwoCounters4.tlsf,realizable,12.277
TwoCounters5.tlsf,unrealizable,3600.09
TwoCountersDisButA0.tlsf,unrealizable,556.848
TwoCountersDisButA1.tlsf,unrealizable,770.163
TwoCountersDisButA2.tlsf,unrealizable,1276.64
TwoCountersDisButA3.tlsf,unrealizable,1382.56
TwoCountersDisButA4.tlsf,unrealizable,3600.01
TwoCountersDisButA5.tlsf,unrealizable,3600.03
TwoCountersDisButA6.tlsf,unrealizable,3600.06
TwoCountersDisButA7.tlsf,unrealizable,3600.04
TwoCountersDisButA8.tlsf,unrealizable,3600.06
TwoCountersDisButA9.tlsf,unrealizable,3600.06
TwoCountersDisButAC.tlsf,unrealizable,3600.05
TwoCountersGui.tlsf,unrealizable,3600.03
TwoCountersInRangeA0.tlsf,unrealizable,3.24838
TwoCountersInRangeA1.tlsf,unrealizable,6.75195
TwoCountersInRangeA2.tlsf,unrealizable,9.56398
TwoCountersInRangeA3.tlsf,unrealizable,10.0587
TwoCountersInRangeA4.tlsf,unrealizable,12.9249
TwoCountersInRangeA5.tlsf,unrealizable,10.803
TwoCountersInRangeA6.tlsf,realizable,12.0511
TwoCountersInRangeM0.tlsf,unrealizable,11.7397
TwoCountersInRangeM1.tlsf,unrealizable,11.9754
TwoCountersInRangeM2.tlsf,unrealizable,10.5946
TwoCountersInRangeM3.tlsf,unrealizable,10.4744
TwoCountersInRangeM4.tlsf,unrealizable,10.6922
TwoCountersInRangeM5.tlsf,unrealizable,10.9491
TwoCountersInRange.tlsf,unrealizable,3.25124
TwoCountersRefinedRefined.tlsf,realizable,0.197986
TwoCountersRefined.tlsf,unrealizable,0.191825
TwoCounters.tlsf,unrealizable,0.174403
UnderapproxDemo2.tlsf,unrealizable,0.073361
UnderapproxDemo.tlsf,unrealizable,0.058839
UnderapproxStrengthenedDemo.tlsf,realizable,0.068133
zoo0.tlsf,realizable,0.167881
Zoo0.tlsf,realizable,0.17337
zoo10.tlsf,realizable,0.150588
Zoo10.tlsf,realizable,0.166743
zoo5.tlsf,realizable,0.157809
Zoo5.tlsf,realizable,0.157764
