ActionConverter.tlsf,realizable,0.131523
amba_case_study_2.tlsf,realizable,3207.87
amba_case_study_3.tlsf,realizable,3600.1
amba_decomposed_arbiter_10.tlsf,realizable,3600.07
amba_decomposed_arbiter_12.tlsf,realizable,3600.06
amba_decomposed_arbiter_2.tlsf,realizable,0.184771
amba_decomposed_arbiter_4.tlsf,realizable,1.22637
amba_decomposed_arbiter_6.tlsf,realizable,1505.02
amba_decomposed_arbiter_8.tlsf,realizable,3600.01
amba_decomposed_encode_10.tlsf,realizable,4.43777
amba_decomposed_encode_12.tlsf,realizable,30.6732
amba_decomposed_encode_2.tlsf,realizable,0.105793
amba_decomposed_encode_4.tlsf,realizable,0.165463
amba_decomposed_encode_6.tlsf,realizable,0.244458
amba_decomposed_encode_8.tlsf,realizable,0.382832
amba_decomposed_lock_10.tlsf,realizable,718.732
amba_decomposed_lock_12.tlsf,realizable,3600.04
amba_decomposed_lock_2.tlsf,realizable,0.108929
amba_decomposed_lock_4.tlsf,realizable,0.155159
amba_decomposed_lock_6.tlsf,realizable,0.449077
amba_decomposed_lock_8.tlsf,realizable,18.4071
amba_decomposed_shift.tlsf,realizable,0.072032
amba_decomposed_tburst4.tlsf,realizable,0.209303
amba_decomposed_tincr.tlsf,realizable,0.123443
amba_decomposed_tsingle.tlsf,realizable,0.14384
Automata16S.tlsf,realizable,2.34052
Automata32S.tlsf,realizable,4.19017
Automata.tlsf,realizable,0.531104
button.tlsf,realizable,0.080969
Button.tlsf,realizable,0.083019
Cockpitboard.tlsf,realizable,0.417355
collector_v1_2.tlsf,realizable,0.084091
collector_v1_3.tlsf,realizable,0.090928
collector_v1_4.tlsf,realizable,0.119907
collector_v1_5.tlsf,realizable,0.191154
collector_v1_6.tlsf,realizable,0.399413
collector_v1_7.tlsf,realizable,0.98277
collector_v2_2.tlsf,realizable,0.070278
collector_v2_3.tlsf,realizable,0.08278
collector_v2_4.tlsf,realizable,0.109327
collector_v2_5.tlsf,realizable,2.06119
collector_v2_6.tlsf,realizable,28.2058
collector_v2_7.tlsf,realizable,2077.18
collector_v3_2.tlsf,realizable,0.089148
collector_v3_3.tlsf,realizable,0.092677
collector_v3_4.tlsf,realizable,0.5952
collector_v3_5.tlsf,realizable,32.7869
collector_v3_6.tlsf,realizable,3600.04
collector_v3_7.tlsf,realizable,3600.07
collector_v4_2.tlsf,realizable,0.085154
collector_v4_3.tlsf,realizable,0.094376
collector_v4_4.tlsf,realizable,0.109495
collector_v4_5.tlsf,realizable,0.509454
collector_v4_6.tlsf,realizable,10.9128
collector_v4_7.tlsf,realizable,763.484
detector_10.tlsf,realizable,3600.09
detector_12.tlsf,realizable,3600.09
detector_2.tlsf,realizable,0.061192
detector_4.tlsf,realizable,0.063415
detector_6.tlsf,realizable,5.08617
detector_8.tlsf,realizable,3600.06
detector_unreal_10.tlsf,unrealizable,3600.06
detector_unreal_12.tlsf,unrealizable,3600.07
detector_unreal_2.tlsf,unrealizable,0.067712
detector_unreal_4.tlsf,unrealizable,0.106694
detector_unreal_6.tlsf,unrealizable,28.0437
detector_unreal_8.tlsf,unrealizable,3600.07
EnemeyModule.tlsf,realizable,0.12943
escalator_bidirectional_init.tlsf,realizable,0.277968
EscalatorBidirectionalInit.tlsf,realizable,0.293877
escalator_bidirectional.tlsf,realizable,0.247672
EscalatorBidirectional.tlsf,realizable,0.256447
escalator_counting_init.tlsf,realizable,0.175325
EscalatorCountingInit.tlsf,realizable,0.178949
escalator_counting.tlsf,realizable,0.140996
EscalatorCounting.tlsf,realizable,0.136584
escalator_non-counting.tlsf,realizable,0.09477
EscalatorNonCounting.tlsf,realizable,0.094481
escalator_non-reactive.tlsf,realizable,0.065741
EscalatorNonReactive.tlsf,realizable,0.064924
escalator_smart.tlsf,realizable,0.49166
EscalatorSmart.tlsf,realizable,0.505569
full_arbiter_2.tlsf,realizable,0.142553
full_arbiter_3.tlsf,realizable,0.213675
full_arbiter_4.tlsf,realizable,0.369883
full_arbiter_5.tlsf,realizable,1.03641
full_arbiter_6.tlsf,realizable,5.29818
full_arbiter_7.tlsf,realizable,145.573
full_arbiter_enc_10.tlsf,realizable,3600.04
full_arbiter_enc_12.tlsf,realizable,3600.1
full_arbiter_enc_2.tlsf,realizable,0.240921
full_arbiter_enc_4.tlsf,realizable,0.755469
full_arbiter_enc_6.tlsf,realizable,199.342
full_arbiter_enc_8.tlsf,realizable,3600.01
full_arbiter_unreal1_3_10.tlsf,unrealizable,3600.09
full_arbiter_unreal1_3_12.tlsf,unrealizable,3600.06
full_arbiter_unreal1_3_2.tlsf,unrealizable,0.271178
full_arbiter_unreal1_3_4.tlsf,unrealizable,0.741391
full_arbiter_unreal1_3_6.tlsf,unrealizable,22.9618
full_arbiter_unreal1_3_8.tlsf,unrealizable,761.135
Gamelogic.tlsf,realizable,0.947326
GamemodeChooser.tlsf,realizable,2.05542
Gamemodule.tlsf,realizable,0.135315
genbuf2.tlsf,realizable,80.5815
genbuf3.tlsf,realizable,3600.23
genbuf4.tlsf,realizable,3600.18
generalized_buffer_2.tlsf,realizable,81.2064
generalized_buffer_3.tlsf,realizable,3600.16
generalized_buffer_4.tlsf,realizable,3600.17
increment.tlsf,realizable,0.072132
Increment.tlsf,realizable,0.066113
KitchenTimerV0.tlsf,realizable,0.069442
KitchenTimerV10.tlsf,realizable,2.29392
KitchenTimerV1.tlsf,realizable,0.189252
KitchenTimerV2.tlsf,realizable,0.300443
KitchenTimerV3.tlsf,realizable,0.341958
KitchenTimerV4.tlsf,realizable,0.461186
KitchenTimerV5.tlsf,realizable,0.580018
KitchenTimerV6.tlsf,realizable,0.690411
KitchenTimerV7.tlsf,realizable,0.921609
KitchenTimerV8.tlsf,realizable,3.23985
KitchenTimerV9.tlsf,realizable,3.30461
LedMatrix.tlsf,realizable,3600.08
lilydemo01.tlsf,unrealizable,0.071739
lilydemo02.tlsf,unrealizable,0.073893
lilydemo03.tlsf,realizable,0.08043
lilydemo04.tlsf,realizable,0.083279
lilydemo05.tlsf,realizable,0.092701
lilydemo06.tlsf,realizable,0.092526
lilydemo07.tlsf,realizable,0.101505
lilydemo08.tlsf,realizable,0.053586
lilydemo09.tlsf,realizable,0.071956
lilydemo10.tlsf,realizable,0.059849
lilydemo11.tlsf,unrealizable,0.058271
lilydemo12.tlsf,realizable,0.06
lilydemo13.tlsf,realizable,0.05747
lilydemo14.tlsf,realizable,0.064701
lilydemo15.tlsf,unrealizable,0.070028
lilydemo16.tlsf,unrealizable,0.094094
lilydemo17.tlsf,realizable,0.071852
lilydemo18.tlsf,realizable,0.10884
lilydemo19.tlsf,realizable,0.07871
lilydemo20.tlsf,realizable,0.119014
lilydemo21.tlsf,realizable,0.29296
lilydemo22.tlsf,realizable,0.113847
lilydemo23.tlsf,realizable,0.070021
lilydemo24.tlsf,realizable,0.114528
load_balancer_10.tlsf,realizable,3600.09
load_balancer_12.tlsf,realizable,3600.06
load_balancer_2.tlsf,realizable,0.147335
load_balancer_4.tlsf,realizable,0.373244
load_balancer_6.tlsf,realizable,10.6243
load_balancer_8.tlsf,realizable,2303.63
load_balancer_unreal1_2_10.tlsf,unrealizable,0.883366
load_balancer_unreal1_2_12.tlsf,unrealizable,3.15871
load_balancer_unreal1_2_2.tlsf,unrealizable,0.16464
load_balancer_unreal1_2_4.tlsf,unrealizable,0.170686
load_balancer_unreal1_2_6.tlsf,unrealizable,0.204348
load_balancer_unreal1_2_8.tlsf,unrealizable,0.322593
loadcomp2.tlsf,realizable,0.123665
loadcomp3.tlsf,realizable,0.16178
loadcomp4.tlsf,realizable,0.240389
loadcomp5.tlsf,realizable,0.422219
loadfull2.tlsf,realizable,0.129676
loadfull3.tlsf,realizable,0.200503
loadfull4.tlsf,realizable,0.461543
loadfull5.tlsf,realizable,2.04341
ltl2dba01.tlsf,realizable,0.060848
ltl2dba02.tlsf,realizable,0.064325
ltl2dba03.tlsf,realizable,0.062644
ltl2dba04.tlsf,realizable,0.05766
ltl2dba05.tlsf,realizable,0.064101
ltl2dba06.tlsf,realizable,0.073313
ltl2dba07.tlsf,realizable,0.096557
ltl2dba08.tlsf,realizable,0.264317
ltl2dba09.tlsf,realizable,0.057994
ltl2dba10.tlsf,realizable,0.057942
ltl2dba11.tlsf,realizable,0.064426
ltl2dba12.tlsf,realizable,0.061646
ltl2dba13.tlsf,realizable,0.070604
ltl2dba14.tlsf,realizable,0.060935
ltl2dba15.tlsf,realizable,0.058974
ltl2dba16.tlsf,realizable,0.066922
ltl2dba17.tlsf,realizable,0.061796
ltl2dba18.tlsf,realizable,0.064519
ltl2dba19.tlsf,realizable,0.05869
ltl2dba20.tlsf,realizable,0.065094
ltl2dba21.tlsf,realizable,0.066877
ltl2dba22.tlsf,realizable,0.056927
ltl2dba23.tlsf,realizable,0.058396
ltl2dba24.tlsf,realizable,0.054872
ltl2dba25.tlsf,realizable,0.066116
ltl2dba26.tlsf,realizable,0.062606
ltl2dba27.tlsf,unrealizable,0.055571
ltl2dba_alpha_10.tlsf,realizable,0.112231
ltl2dba_alpha_12.tlsf,realizable,0.11971
ltl2dba_alpha_2.tlsf,realizable,0.069943
ltl2dba_alpha_4.tlsf,realizable,0.079154
ltl2dba_alpha_6.tlsf,realizable,0.089494
ltl2dba_alpha_8.tlsf,realizable,0.101105
ltl2dba_beta_10.tlsf,realizable,3600.06
ltl2dba_beta_12.tlsf,realizable,3600.1
ltl2dba_beta_2.tlsf,realizable,0.065482
ltl2dba_beta_4.tlsf,realizable,0.585207
ltl2dba_beta_6.tlsf,realizable,49.8005
ltl2dba_beta_8.tlsf,realizable,3600.07
ltl2dba_C2_10.tlsf,realizable,3600.08
ltl2dba_C2_12.tlsf,realizable,3600.07
ltl2dba_C2_2.tlsf,realizable,0.060474
ltl2dba_C2_4.tlsf,realizable,0.070597
ltl2dba_C2_6.tlsf,realizable,5.01329
ltl2dba_C2_8.tlsf,realizable,3600.05
ltl2dba_E_10.tlsf,realizable,10.8165
ltl2dba_E_12.tlsf,realizable,145.672
ltl2dba_E_2.tlsf,realizable,0.061587
ltl2dba_E_4.tlsf,realizable,0.062698
ltl2dba_E_6.tlsf,realizable,0.108099
ltl2dba_E_8.tlsf,realizable,0.788066
ltl2dba_Q_10.tlsf,realizable,239.981
ltl2dba_Q_12.tlsf,realizable,3512.83
ltl2dba_Q_2.tlsf,realizable,0.062692
ltl2dba_Q_4.tlsf,realizable,0.075468
ltl2dba_Q_6.tlsf,realizable,0.215674
ltl2dba_Q_8.tlsf,realizable,3.93027
ltl2dba_R_10.tlsf,unrealizable,3600.07
ltl2dba_R_2.tlsf,unrealizable,0.065126
ltl2dba_R_4.tlsf,unrealizable,9.52877
ltl2dba_R_6.tlsf,unrealizable,710.035
ltl2dba_R_8.tlsf,unrealizable,84.17
ltl2dba_theta_10.tlsf,unrealizable,3600.07
ltl2dba_theta_12.tlsf,unrealizable,3600.06
ltl2dba_theta_2.tlsf,unrealizable,0.07317
ltl2dba_theta_4.tlsf,unrealizable,3.33446
ltl2dba_theta_6.tlsf,unrealizable,3600.05
ltl2dba_theta_8.tlsf,unrealizable,3600.02
ltl2dba_U1_10.tlsf,realizable,3600.05
ltl2dba_U1_12.tlsf,realizable,3600.06
ltl2dba_U1_2.tlsf,realizable,0.061291
ltl2dba_U1_4.tlsf,realizable,0.06958
ltl2dba_U1_6.tlsf,realizable,0.210753
ltl2dba_U1_8.tlsf,realizable,50.5614
ltl2dpa01.tlsf,realizable,0.07927
ltl2dpa02.tlsf,realizable,0.066925
ltl2dpa03.tlsf,realizable,0.23974
ltl2dpa04.tlsf,realizable,0.062346
ltl2dpa05.tlsf,realizable,0.064924
ltl2dpa06.tlsf,realizable,0.065443
ltl2dpa07.tlsf,realizable,0.064457
ltl2dpa08.tlsf,realizable,0.063279
ltl2dpa09.tlsf,realizable,0.069011
ltl2dpa10.tlsf,realizable,0.082579
ltl2dpa11.tlsf,realizable,0.069866
ltl2dpa12.tlsf,realizable,0.100788
ltl2dpa13.tlsf,realizable,0.086256
ltl2dpa14.tlsf,realizable,0.080878
ltl2dpa15.tlsf,realizable,0.071747
ltl2dpa16.tlsf,realizable,0.063668
ltl2dpa17.tlsf,realizable,0.085682
