pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,Error,Expected_result
485264918,LTL-Real/collector_v3_3.tlsf,9173702,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.086701,0.0885141,113188.0,REALIZABLE,-,realizable
485264919,LTL-Real/collector_v3_3.tlsf,9173702,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.088259,0.091438,113188.0,REALIZABLE,-,realizable
485264920,LTL-Real/collector_v3_3.tlsf,9173702,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.088692,0.090764,113188.0,REALIZABLE,-,realizable
485263808,LTL-Real/collector_v3_4.tlsf,9158611,ltlsynt realizability,29005,seqreallar,359217,complete,0.5952,0.594978,260404.0,REALIZABLE,-,realizable
485263809,LTL-Real/collector_v3_4.tlsf,9158611,ltlsynt realizability,29005,seqrealsd,359218,complete,0.489279,0.489088,113188.0,REALIZABLE,-,realizable
485263810,LTL-Real/collector_v3_4.tlsf,9158611,ltlsynt realizability,29005,seqrealds,359219,complete,0.359478,0.359312,113188.0,REALIZABLE,-,realizable
485263811,LTL-Real/collector_v3_4.tlsf,9158611,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.110562,0.106923,113188.0,REALIZABLE,-,realizable
485263812,LTL-Real/collector_v3_4.tlsf,9158611,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.10535,0.106955,113188.0,REALIZABLE,-,realizable
485263813,LTL-Real/collector_v3_4.tlsf,9158611,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.104937,0.105714,113188.0,REALIZABLE,-,realizable
485263814,LTL-Real/collector_v3_4.tlsf,9158611,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.103775,0.104558,113188.0,REALIZABLE,-,realizable
485264844,LTL-Real/collector_v3_5.tlsf,9173692,ltlsynt realizability,29005,seqreallar,359217,complete,32.7869,32.7843,387016.0,REALIZABLE,-,realizable
485264845,LTL-Real/collector_v3_5.tlsf,9173692,ltlsynt realizability,29005,seqrealsd,359218,complete,28.2539,28.2615,331872.0,REALIZABLE,-,realizable
485264846,LTL-Real/collector_v3_5.tlsf,9173692,ltlsynt realizability,29005,seqrealds,359219,complete,12.0778,12.0767,366816.0,REALIZABLE,-,realizable
485264847,LTL-Real/collector_v3_5.tlsf,9173692,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.128134,0.120689,113188.0,REALIZABLE,-,realizable
485264848,LTL-Real/collector_v3_5.tlsf,9173692,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.123025,0.118313,113188.0,REALIZABLE,-,realizable
485264849,LTL-Real/collector_v3_5.tlsf,9173692,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.116791,0.117508,113188.0,REALIZABLE,-,realizable
485264850,LTL-Real/collector_v3_5.tlsf,9173692,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.118101,0.119754,113188.0,REALIZABLE,-,realizable
485263206,LTL-Real/collector_v3_6.tlsf,9158525,ltlsynt realizability,29005,seqreallar,359217,timeout (cpu),3600.01,3600.27,1165116.0,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263207,LTL-Real/collector_v3_6.tlsf,9158525,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.04,3600.37,1900092.0,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263208,LTL-Real/collector_v3_6.tlsf,9158525,ltlsynt realizability,29005,seqrealds,359219,complete,1636.58,1636.68,2012172.0,REALIZABLE,-,realizable
485263209,LTL-Real/collector_v3_6.tlsf,9158525,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.150099,0.14655,113188.0,REALIZABLE,-,realizable
485263210,LTL-Real/collector_v3_6.tlsf,9158525,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.168663,0.149595,113188.0,REALIZABLE,-,realizable
485263211,LTL-Real/collector_v3_6.tlsf,9158525,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.147702,0.148614,113188.0,REALIZABLE,-,realizable
485263212,LTL-Real/collector_v3_6.tlsf,9158525,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.14334,0.144046,113188.0,REALIZABLE,-,realizable
485264900,LTL-Real/collector_v3_7.tlsf,9173700,ltlsynt realizability,29005,seqreallar,359217,timeout (cpu),3600.01,3600.5,1.0924732E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485264901,LTL-Real/collector_v3_7.tlsf,9173700,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.03,3600.27,2.3303684E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485264902,LTL-Real/collector_v3_7.tlsf,9173700,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.07,3600.21,1.0990496E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485264903,LTL-Real/collector_v3_7.tlsf,9173700,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.208434,0.198795,113188.0,REALIZABLE,-,realizable
485264904,LTL-Real/collector_v3_7.tlsf,9173700,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.332105,0.236901,113188.0,REALIZABLE,-,realizable
485264905,LTL-Real/collector_v3_7.tlsf,9173700,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.239964,0.233487,113188.0,REALIZABLE,-,realizable
485264906,LTL-Real/collector_v3_7.tlsf,9173700,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.19969,0.20178,113188.0,REALIZABLE,-,realizable
485264585,LTL-Real/collector_v4_2.tlsf,9158722,ltlsynt realizability,29005,seqreallar,359217,complete,0.032691,0.0325069,113188.0,REALIZABLE,-,realizable
485264586,LTL-Real/collector_v4_2.tlsf,9158722,ltlsynt realizability,29005,seqrealsd,359218,complete,0.034163,0.0339989,113188.0,REALIZABLE,-,realizable
485264587,LTL-Real/collector_v4_2.tlsf,9158722,ltlsynt realizability,29005,seqrealds,359219,complete,0.033184,0.0330089,113188.0,REALIZABLE,-,realizable
485264588,LTL-Real/collector_v4_2.tlsf,9158722,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.080932,0.0845209,113188.0,REALIZABLE,-,realizable
485264589,LTL-Real/collector_v4_2.tlsf,9158722,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.083762,0.0865399,113188.0,REALIZABLE,-,realizable
485264590,LTL-Real/collector_v4_2.tlsf,9158722,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.085154,0.085899,113188.0,REALIZABLE,-,realizable
485264591,LTL-Real/collector_v4_2.tlsf,9158722,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.079482,0.082991,113188.0,REALIZABLE,-,realizable
485264767,LTL-Real/collector_v4_3.tlsf,9173681,ltlsynt realizability,29005,seqreallar,359217,complete,0.036916,0.0367081,113188.0,REALIZABLE,-,realizable
485264768,LTL-Real/collector_v4_3.tlsf,9173681,ltlsynt realizability,29005,seqrealsd,359218,complete,0.040573,0.040362,113188.0,REALIZABLE,-,realizable
485264769,LTL-Real/collector_v4_3.tlsf,9173681,ltlsynt realizability,29005,seqrealds,359219,complete,0.040544,0.040347,113188.0,REALIZABLE,-,realizable
485264770,LTL-Real/collector_v4_3.tlsf,9173681,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.094376,0.0968389,113188.0,REALIZABLE,-,realizable
485264771,LTL-Real/collector_v4_3.tlsf,9173681,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.091449,0.0927021,113188.0,REALIZABLE,-,realizable
485264772,LTL-Real/collector_v4_3.tlsf,9173681,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.093511,0.096805,113188.0,REALIZABLE,-,realizable
485264773,LTL-Real/collector_v4_3.tlsf,9173681,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.091976,0.0942221,113188.0,REALIZABLE,-,realizable
485263108,LTL-Real/collector_v4_4.tlsf,9158511,ltlsynt realizability,29005,seqreallar,359217,complete,0.038448,0.0382461,113188.0,REALIZABLE,-,realizable
485263109,LTL-Real/collector_v4_4.tlsf,9158511,ltlsynt realizability,29005,seqrealsd,359218,complete,0.073574,0.073366,113188.0,REALIZABLE,-,realizable
485263110,LTL-Real/collector_v4_4.tlsf,9158511,ltlsynt realizability,29005,seqrealds,359219,complete,0.076605,0.0763629,113188.0,REALIZABLE,-,realizable
485263111,LTL-Real/collector_v4_4.tlsf,9158511,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.109293,0.106578,113188.0,REALIZABLE,-,realizable
485263112,LTL-Real/collector_v4_4.tlsf,9158511,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.109495,0.106944,113188.0,REALIZABLE,-,realizable
485263113,LTL-Real/collector_v4_4.tlsf,9158511,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.106165,0.106089,113188.0,REALIZABLE,-,realizable
485263114,LTL-Real/collector_v4_4.tlsf,9158511,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.102228,0.102385,113188.0,REALIZABLE,-,realizable
485264935,LTL-Real/collector_v4_5.tlsf,9173705,ltlsynt realizability,29005,seqreallar,359217,complete,0.056798,0.0565441,113188.0,REALIZABLE,-,realizable
485264936,LTL-Real/collector_v4_5.tlsf,9173705,ltlsynt realizability,29005,seqrealsd,359218,complete,0.509454,0.510192,113188.0,REALIZABLE,-,realizable
485264937,LTL-Real/collector_v4_5.tlsf,9173705,ltlsynt realizability,29005,seqrealds,359219,complete,0.469882,0.469661,113188.0,REALIZABLE,-,realizable
485264938,LTL-Real/collector_v4_5.tlsf,9173705,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.139459,0.120846,113188.0,REALIZABLE,-,realizable
485264939,LTL-Real/collector_v4_5.tlsf,9173705,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.143061,0.120037,113188.0,REALIZABLE,-,realizable
485264940,LTL-Real/collector_v4_5.tlsf,9173705,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.124493,0.122548,113188.0,REALIZABLE,-,realizable
485264941,LTL-Real/collector_v4_5.tlsf,9173705,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.121305,0.121284,113188.0,REALIZABLE,-,realizable
485264641,LTL-Real/collector_v4_6.tlsf,9158730,ltlsynt realizability,29005,seqreallar,359217,complete,0.121027,0.120834,113188.0,REALIZABLE,-,realizable
485264642,LTL-Real/collector_v4_6.tlsf,9158730,ltlsynt realizability,29005,seqrealsd,359218,complete,10.9128,10.9123,319412.0,REALIZABLE,-,realizable
485264643,LTL-Real/collector_v4_6.tlsf,9158730,ltlsynt realizability,29005,seqrealds,359219,complete,6.36969,6.36958,344532.0,REALIZABLE,-,realizable
485264644,LTL-Real/collector_v4_6.tlsf,9158730,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.253033,0.160154,113188.0,REALIZABLE,-,realizable
485264645,LTL-Real/collector_v4_6.tlsf,9158730,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.267705,0.170484,113188.0,REALIZABLE,-,realizable
485264646,LTL-Real/collector_v4_6.tlsf,9158730,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.182724,0.168895,113188.0,REALIZABLE,-,realizable
485264647,LTL-Real/collector_v4_6.tlsf,9158730,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.172456,0.160073,113188.0,REALIZABLE,-,realizable
485264781,LTL-Real/collector_v4_7.tlsf,9173683,ltlsynt realizability,29005,seqreallar,359217,complete,0.44558,0.445722,113188.0,REALIZABLE,-,realizable
485264782,LTL-Real/collector_v4_7.tlsf,9173683,ltlsynt realizability,29005,seqrealsd,359218,complete,763.484,763.542,1062828.0,REALIZABLE,-,realizable
485264783,LTL-Real/collector_v4_7.tlsf,9173683,ltlsynt realizability,29005,seqrealds,359219,complete,205.329,205.366,1592580.0,REALIZABLE,-,realizable
485264784,LTL-Real/collector_v4_7.tlsf,9173683,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.727141,0.322474,113188.0,REALIZABLE,-,realizable
485264785,LTL-Real/collector_v4_7.tlsf,9173683,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.737997,0.322265,113188.0,REALIZABLE,-,realizable
485264786,LTL-Real/collector_v4_7.tlsf,9173683,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.391876,0.318434,113188.0,REALIZABLE,-,realizable
485264787,LTL-Real/collector_v4_7.tlsf,9173683,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.369846,0.316394,113188.0,REALIZABLE,-,realizable
485264256,LTL-Real/detector_10.tlsf,9158675,ltlsynt realizability,29005,seqreallar,359217,complete,0.138469,0.138248,113188.0,REALIZABLE,-,realizable
485264257,LTL-Real/detector_10.tlsf,9158675,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.03,3600.34,3287132.0,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485264258,LTL-Real/detector_10.tlsf,9158675,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.09,3600.26,2.1364532E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485264259,LTL-Real/detector_10.tlsf,9158675,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.241731,0.156105,113188.0,REALIZABLE,-,realizable
485264260,LTL-Real/detector_10.tlsf,9158675,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.158243,0.117456,113188.0,REALIZABLE,-,realizable
485264261,LTL-Real/detector_10.tlsf,9158675,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.115655,0.117554,113188.0,REALIZABLE,-,realizable
485264262,LTL-Real/detector_10.tlsf,9158675,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.152873,0.153736,113188.0,REALIZABLE,-,realizable
485263710,LTL-Real/detector_12.tlsf,9158597,ltlsynt realizability,29005,seqreallar,359217,complete,1.03155,1.03133,272560.0,REALIZABLE,-,realizable
485263711,LTL-Real/detector_12.tlsf,9158597,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.09,3600.37,1090452.0,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263712,LTL-Real/detector_12.tlsf,9158597,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.03,3600.22,2.1527568E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263713,LTL-Real/detector_12.tlsf,9158597,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.541383,0.470191,113188.0,REALIZABLE,-,realizable
485263714,LTL-Real/detector_12.tlsf,9158597,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.364363,0.316777,113188.0,REALIZABLE,-,realizable
485263715,LTL-Real/detector_12.tlsf,9158597,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.299465,0.30242,113188.0,REALIZABLE,-,realizable
485263716,LTL-Real/detector_12.tlsf,9158597,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.44408,0.444157,113188.0,REALIZABLE,-,realizable
485264102,LTL-Real/detector_2.tlsf,9158653,ltlsynt realizability,29005,seqreallar,359217,complete,0.029086,0.0288931,113188.0,REALIZABLE,-,realizable
485264103,LTL-Real/detector_2.tlsf,9158653,ltlsynt realizability,29005,seqrealsd,359218,complete,0.029587,0.029394,113188.0,REALIZABLE,-,realizable
485264104,LTL-Real/detector_2.tlsf,9158653,ltlsynt realizability,29005,seqrealds,359219,complete,0.030055,0.0298551,113188.0,REALIZABLE,-,realizable
485264105,LTL-Real/detector_2.tlsf,9158653,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.057454,0.0582051,113188.0,REALIZABLE,-,realizable
485264106,LTL-Real/detector_2.tlsf,9158653,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.061192,0.0640279,113188.0,REALIZABLE,-,realizable
485264107,LTL-Real/detector_2.tlsf,9158653,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.059292,0.061347,113188.0,REALIZABLE,-,realizable
485264108,LTL-Real/detector_2.tlsf,9158653,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.059099,0.0634651,113188.0,REALIZABLE,-,realizable
485263668,LTL-Real/detector_4.tlsf,9158591,ltlsynt realizability,29005,seqreallar,359217,complete,0.032056,0.031854,113188.0,REALIZABLE,-,realizable
485263669,LTL-Real/detector_4.tlsf,9158591,ltlsynt realizability,29005,seqrealsd,359218,complete,0.048952,0.0487849,113188.0,REALIZABLE,-,realizable
485263670,LTL-Real/detector_4.tlsf,9158591,ltlsynt realizability,29005,seqrealds,359219,complete,0.052942,0.052781,113188.0,REALIZABLE,-,realizable
485263671,LTL-Real/detector_4.tlsf,9158591,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.061886,0.065499,113188.0,REALIZABLE,-,realizable
485263672,LTL-Real/detector_4.tlsf,9158591,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.062766,0.066102,113188.0,REALIZABLE,-,realizable
485263673,LTL-Real/detector_4.tlsf,9158591,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.063415,0.0683719,113188.0,REALIZABLE,-,realizable
485263674,LTL-Real/detector_4.tlsf,9158591,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.063004,0.066955,113188.0,REALIZABLE,-,realizable
485264179,LTL-Real/detector_6.tlsf,9158664,ltlsynt realizability,29005,seqreallar,359217,complete,0.03529,0.0351059,113188.0,REALIZABLE,-,realizable
485264180,LTL-Real/detector_6.tlsf,9158664,ltlsynt realizability,29005,seqrealsd,359218,complete,5.08617,5.09065,288440.0,REALIZABLE,-,realizable
485264181,LTL-Real/detector_6.tlsf,9158664,ltlsynt realizability,29005,seqrealds,359219,complete,3.87699,3.87684,302448.0,REALIZABLE,-,realizable
485264182,LTL-Real/detector_6.tlsf,9158664,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.069918,0.0668061,113188.0,REALIZABLE,-,realizable
485264183,LTL-Real/detector_6.tlsf,9158664,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.068725,0.0677649,113188.0,REALIZABLE,-,realizable
485264184,LTL-Real/detector_6.tlsf,9158664,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.071841,0.0729229,113188.0,REALIZABLE,-,realizable
485264185,LTL-Real/detector_6.tlsf,9158664,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.067895,0.06903,113188.0,REALIZABLE,-,realizable
485263339,LTL-Real/detector_8.tlsf,9158544,ltlsynt realizability,29005,seqreallar,359217,complete,0.049227,0.0489851,113188.0,REALIZABLE,-,realizable
485263340,LTL-Real/detector_8.tlsf,9158544,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.06,3600.41,7134640.0,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263341,LTL-Real/detector_8.tlsf,9158544,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.06,3600.42,1.253204E7,--,Found neither REALIZABLE nor UNREALIZABLE,realizable
485263342,LTL-Real/detector_8.tlsf,9158544,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.110592,0.087448,113188.0,REALIZABLE,-,realizable
485263343,LTL-Real/detector_8.tlsf,9158544,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.08777,0.0789029,113188.0,REALIZABLE,-,realizable
485263344,LTL-Real/detector_8.tlsf,9158544,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.078378,0.0815901,113188.0,REALIZABLE,-,realizable
485263345,LTL-Real/detector_8.tlsf,9158544,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.081042,0.0809001,113188.0,REALIZABLE,-,realizable
485263773,LTL-Real/detector_unreal_10.tlsf,9158606,ltlsynt realizability,29005,seqreallar,359217,timeout (cpu),3600.04,3600.39,2.1368364E7,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485263774,LTL-Real/detector_unreal_10.tlsf,9158606,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.05,3599.89,6020852.0,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485263775,LTL-Real/detector_unreal_10.tlsf,9158606,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.06,3600.36,4.2270228E7,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485263776,LTL-Real/detector_unreal_10.tlsf,9158606,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.355383,0.352178,113188.0,UNREALIZABLE,-,unrealizable
485263777,LTL-Real/detector_unreal_10.tlsf,9158606,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.436001,0.383363,113188.0,UNREALIZABLE,-,unrealizable
485263778,LTL-Real/detector_unreal_10.tlsf,9158606,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.385263,0.386513,113188.0,UNREALIZABLE,-,unrealizable
485263779,LTL-Real/detector_unreal_10.tlsf,9158606,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.351016,0.352249,113188.0,UNREALIZABLE,-,unrealizable
485264277,LTL-Real/detector_unreal_12.tlsf,9158678,ltlsynt realizability,29005,seqreallar,359217,timeout (cpu),3600.03,3599.91,2.180072E7,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485264278,LTL-Real/detector_unreal_12.tlsf,9158678,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.07,3600.29,1918904.0,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485264279,LTL-Real/detector_unreal_12.tlsf,9158678,ltlsynt realizability,29005,seqrealds,359219,timeout (cpu),3600.03,3600.22,4.3012084E7,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485264280,LTL-Real/detector_unreal_12.tlsf,9158678,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.513145,0.511755,113188.0,UNREALIZABLE,-,unrealizable
485264281,LTL-Real/detector_unreal_12.tlsf,9158678,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.729896,0.651896,624908.0,UNREALIZABLE,-,unrealizable
485264282,LTL-Real/detector_unreal_12.tlsf,9158678,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.645637,0.645324,620804.0,UNREALIZABLE,-,unrealizable
485264283,LTL-Real/detector_unreal_12.tlsf,9158678,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.508754,0.51221,113188.0,UNREALIZABLE,-,unrealizable
485264725,LTL-Real/detector_unreal_2.tlsf,9158742,ltlsynt realizability,29005,seqreallar,359217,complete,0.033904,0.033729,113188.0,UNREALIZABLE,-,unrealizable
485264726,LTL-Real/detector_unreal_2.tlsf,9158742,ltlsynt realizability,29005,seqrealsd,359218,complete,0.033062,0.0328521,113188.0,UNREALIZABLE,-,unrealizable
485264727,LTL-Real/detector_unreal_2.tlsf,9158742,ltlsynt realizability,29005,seqrealds,359219,complete,0.033344,0.0331201,113188.0,UNREALIZABLE,-,unrealizable
485264728,LTL-Real/detector_unreal_2.tlsf,9158742,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.066355,0.0670469,113188.0,UNREALIZABLE,-,unrealizable
485264729,LTL-Real/detector_unreal_2.tlsf,9158742,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.066662,0.068088,113188.0,UNREALIZABLE,-,unrealizable
485264730,LTL-Real/detector_unreal_2.tlsf,9158742,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.065101,0.0661279,113188.0,UNREALIZABLE,-,unrealizable
485264731,LTL-Real/detector_unreal_2.tlsf,9158742,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.067712,0.0689249,113188.0,UNREALIZABLE,-,unrealizable
485263087,LTL-Real/detector_unreal_4.tlsf,9158508,ltlsynt realizability,29005,seqreallar,359217,complete,0.080254,0.080053,113188.0,UNREALIZABLE,-,unrealizable
485263088,LTL-Real/detector_unreal_4.tlsf,9158508,ltlsynt realizability,29005,seqrealsd,359218,complete,0.053068,0.0529091,113188.0,UNREALIZABLE,-,unrealizable
485263089,LTL-Real/detector_unreal_4.tlsf,9158508,ltlsynt realizability,29005,seqrealds,359219,complete,0.049744,0.049556,113188.0,UNREALIZABLE,-,unrealizable
485263090,LTL-Real/detector_unreal_4.tlsf,9158508,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.097915,0.0985279,113188.0,UNREALIZABLE,-,unrealizable
485263091,LTL-Real/detector_unreal_4.tlsf,9158508,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.098689,0.099049,113188.0,UNREALIZABLE,-,unrealizable
485263092,LTL-Real/detector_unreal_4.tlsf,9158508,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.106616,0.110071,113188.0,UNREALIZABLE,-,unrealizable
485263093,LTL-Real/detector_unreal_4.tlsf,9158508,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.106694,0.107941,113188.0,UNREALIZABLE,-,unrealizable
485264620,LTL-Real/detector_unreal_6.tlsf,9158727,ltlsynt realizability,29005,seqreallar,359217,complete,28.0437,28.0454,318124.0,UNREALIZABLE,-,unrealizable
485264621,LTL-Real/detector_unreal_6.tlsf,9158727,ltlsynt realizability,29005,seqrealsd,359218,complete,4.99733,4.99752,290096.0,UNREALIZABLE,-,unrealizable
485264622,LTL-Real/detector_unreal_6.tlsf,9158727,ltlsynt realizability,29005,seqrealds,359219,complete,3.14272,3.14311,283148.0,UNREALIZABLE,-,unrealizable
485264623,LTL-Real/detector_unreal_6.tlsf,9158727,Strix LTL-Real,29016,ltl_realizability_parallel_conf2,359236,complete,0.154207,0.156729,113188.0,UNREALIZABLE,-,unrealizable
485264624,LTL-Real/detector_unreal_6.tlsf,9158727,Strix LTL-Real,29016,ltl_realizability_parallel_conf1,359237,complete,0.162566,0.161902,113188.0,UNREALIZABLE,-,unrealizable
485264625,LTL-Real/detector_unreal_6.tlsf,9158727,Strix LTL-Real,29016,ltl_realizability_sequential_conf1,359238,complete,0.157115,0.157553,113188.0,UNREALIZABLE,-,unrealizable
485264626,LTL-Real/detector_unreal_6.tlsf,9158727,Strix LTL-Real,29016,ltl_realizability_sequential_conf2,359239,complete,0.153825,0.155347,113188.0,UNREALIZABLE,-,unrealizable
485262891,LTL-Real/detector_unreal_8.tlsf,9158480,ltlsynt realizability,29005,seqreallar,359217,timeout (cpu),3600.01,3600.27,1.3723452E7,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
485262892,LTL-Real/detector_unreal_8.tlsf,9158480,ltlsynt realizability,29005,seqrealsd,359218,timeout (cpu),3600.02,3600.21,7461420.0,--,Found neither REALIZABLE nor UNREALIZABLE,unrealizable
