source	target	path	descent	paths	nodes	ratio	bdd_nodes
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	prioritized_arbiter_enc8.ltl	real	output	128	128	1.0	1522
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	prioritized_arbiter_enc8.ltl	unreal-formula	input	16	16	1.0	579210
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	prioritized_arbiter_enc8.ltl	unreal-formula	output	128	128	1.0	579210
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	robot_grid2_2.ltl	real	input	16	16	1.0	2749
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	robot_grid2_2.ltl	real	output	367	168	2.1845238095238093	2749
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	robot_grid2_2.ltl	unreal-formula	input	26	20	1.3	60155
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	robot_grid2_2.ltl	unreal-formula	output	416	320	1.3	60155
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter4.ltl	real	input	16	16	1.0	22953
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter4.ltl	real	output	256	256	1.0	22953
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter4.ltl	unreal-formula	input	16	16	1.0	3676
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter4.ltl	unreal-formula	output	256	256	1.0	3676
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter6.ltl	real	input	64	64	1.0	1403124
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter6.ltl	real	output	4096	4096	1.0	1403124
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter6.ltl	unreal-formula	input	64	64	1.0	62750
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	round_robin_arbiter6.ltl	unreal-formula	output	4096	4096	1.0	62750
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc10.ltl	real	input	16	11	1.4545454545454546	1457
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc10.ltl	real	output	256	176	1.4545454545454546	1457
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc10.ltl	unreal-formula	input	16	16	1.0	2398643
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc10.ltl	unreal-formula	output	256	176	1.4545454545454546	2398643
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc8.ltl	real	input	8	8	1.0	636
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc8.ltl	real	output	64	64	1.0	636
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc8.ltl	unreal-formula	input	8	8	1.0	175209
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_enc8.ltl	unreal-formula	output	64	64	1.0	175209
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints10.ltl	real	input	1024	1024	1.0	70233
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints10.ltl	real	output	1048576	1048576	1.0	70233
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints8.ltl	real	input	256	256	1.0	14866
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints8.ltl	real	output	65536	65536	1.0	14866
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints8.ltl	unreal-formula	input	37	10	3.7	313467
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	simple_arbiter_with_hints8.ltl	unreal-formula	output	9472	2560	3.7	313467
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_3.ltl	real	input	8	8	1.0	18361
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_3.ltl	real	output	5290	1748	3.026315789473684	18361
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_3.ltl	unreal-formula	input	148	20	7.4	3017
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_3.ltl	unreal-formula	output	1184	160	7.4	3017
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_4.ltl	real	input	16	16	1.0	95682
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_4.ltl	real	output	39558	9236	4.283022953659593	95682
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_4.ltl	unreal-formula	input	224	24	9.333333333333334	7071
_bm-logs.alphabet-census-20260814/syntcomp24-action-construction.csv	workstation_resupply_4.ltl	unreal-formula	output	3584	384	9.333333333333334	7071
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	F-G-contradiction-111.ltl	real	input	705	558	1.2634408602150538	238661
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	F-G-contradiction-111.ltl	real	output	1281	942	1.3598726114649682	238661
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	F-G-contradiction-111.ltl	unreal-formula	input	4	3	1.3333333333333333	166116
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	F-G-contradiction-111.ltl	unreal-formula	output	201856	118282	1.706565665105426	166116
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	GF-G-contradiction4.ltl	real	input	336	266	1.263157894736842	47102
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	GF-G-contradiction4.ltl	real	output	615	521	1.1804222648752398	47102
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	GF-G-contradiction4.ltl	unreal-formula	input	4	4	1.0	49947
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	GF-G-contradiction4.ltl	unreal-formula	output	82136	35531	2.311671498128395	49947
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	LedMatrix.ltl	unreal-formula	input	7	4	1.75	77
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	LedMatrix.ltl	unreal-formula	output	28	16	1.75	77
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	amba_case_study_unreal_pb_2_pe_.ltl	real	input	36	36	1.0	16440
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	amba_case_study_unreal_pb_2_pe_.ltl	real	output	7936	6912	1.1481481481481481	16440
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_pb_6_pe_.ltl	real	input	64	64	1.0	17498
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_pb_6_pe_.ltl	real	output	4096	4096	1.0	17498
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_with_buffer_pb_5_pe_.ltl	real	input	32	32	1.0	33887
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_with_buffer_pb_5_pe_.ltl	real	output	32768	32768	1.0	33887
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_with_cancel_pb_6_pe_.ltl	real	input	729	729	1.0	81348
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	arbiter_with_cancel_pb_6_pe_.ltl	real	output	46656	46656	1.0	81348
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	evasion0.ltl	real	input	972	825	1.1781818181818182	527130
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	evasion0.ltl	real	output	1620	1473	1.0997963340122199	527130
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	evasion0.ltl	unreal-formula	input	9	9	1.0	12832
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	evasion0.ltl	unreal-formula	output	22500	15572	1.4449011045466222	12832
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	f-real-real.ltl	real	input	468	244	1.9180327868852458	318835
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	f-real-real.ltl	real	output	1952	608	3.210526315789474	318835
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	f-real-real.ltl	unreal-formula	input	6	6	1.0	9466
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	f-real-real.ltl	unreal-formula	output	6480	2928	2.2131147540983607	9466
