instance	n_result	n_seconds	b_epoch1_result	b_epoch1_seconds	b_epoch2_result	b_epoch2_seconds	change_vs_b_epoch1	b_epoch2_vs_epoch1	seconds_delta_vs_b_epoch1	memory_peak_delta_bytes	winner
amba_decomposed_lock_pb_6_pe_.ltl	REALIZABLE	0.9445888359332457	REALIZABLE	0.023185908008599654	REALIZABLE	0.027235243993345648	same	same	0.921403		lifting
amba_decomposed_lock_pb_7_pe_.ltl	REALIZABLE	0.9491449829656631	REALIZABLE	0.04402404298889451	REALIZABLE	0.03652537800371647	same	same	0.905121		lifting
amba_decomposed_lock_pb_8_pe_.ltl	REALIZABLE	0.9862446470651776	REALIZABLE	0.057536131993401796	REALIZABLE	0.06263261998537928	same	same	0.928709		lifting
amba_decomposed_lock_pb_9_pe_.ltl	REALIZABLE	1.0278194639831781	REALIZABLE	0.13881484800367616	REALIZABLE	0.13739519199589267	same	same	0.889005		lifting
arbiter_on_inpchange_pb_5_pe_.ltl	TIMEOUT	17.05498625501059	TIMEOUT	17.042915639001876	TIMEOUT	17.052884741016896	same	same			fallback-nonanswer
arbiter_on_inpchange_pb_6_pe_.ltl	TIMEOUT	17.05293647001963	TIMEOUT	17.0537912339787	TIMEOUT	17.053397670009872	same	same			fallback-nonanswer
arbiter_on_inpchange_pb_7_pe_.ltl	TIMEOUT	17.05260536505375	TIMEOUT	17.042378010984976	TIMEOUT	17.053226380987326	same	same			fallback-nonanswer
arbiter_pb_10_pe_.ltl	REALIZABLE	2.654034601058811	TIMEOUT	17.053486809018068	TIMEOUT	17.053792937018443	gain	same			lifting
arbiter_pb_5_pe_.ltl	REALIZABLE	1.1147261259611696	REALIZABLE	0.3938140140089672	REALIZABLE	0.3636091780208517	same	same	0.720912		lifting
arbiter_pb_6_pe_.ltl	REALIZABLE	1.2816598009085283	TIMEOUT	17.03718638198916	TIMEOUT	17.02011732297251	gain	same			lifting
arbiter_pb_7_pe_.ltl	REALIZABLE	1.4656008000019938	TIMEOUT	17.052541188983014	TIMEOUT	17.05186682398198	gain	same			lifting
arbiter_pb_8_pe_.ltl	REALIZABLE	1.7242418269161135	TIMEOUT	17.09287400598987	TIMEOUT	17.093155848007882	gain	same			lifting
arbiter_pb_9_pe_.ltl	REALIZABLE	2.0955074049998075	TIMEOUT	17.052964895003242	TIMEOUT	17.0857143010071	gain	same			lifting
arbiter_with_buffer_pb_10_pe_.ltl	TIMEOUT	17.052806388936006	TIMEOUT	17.085639590019127	TIMEOUT	17.08714732900262	same	same			fallback-nonanswer
arbiter_with_buffer_pb_5_pe_.ltl	REALIZABLE	0.9008931389544159	REALIZABLE	0.8378331860003527	REALIZABLE	0.8735212530009449	same	same	0.063060		lifting
arbiter_with_buffer_pb_6_pe_.ltl	REALIZABLE	1.0527182458899915	TIMEOUT	17.04236430898891	TIMEOUT	17.05337370801135	gain	same			lifting
arbiter_with_buffer_pb_7_pe_.ltl	REALIZABLE	1.4921104710083455	TIMEOUT	17.19264773200848	TIMEOUT	17.19371928999317	gain	same			lifting
arbiter_with_buffer_pb_8_pe_.ltl	REALIZABLE	3.0255430770339444	TIMEOUT	17.086211029003607	TIMEOUT	17.08577562001301	gain	same			lifting
arbiter_with_buffer_pb_9_pe_.ltl	TIMEOUT	17.094466611975804	TIMEOUT	17.0938515610178	TIMEOUT	17.08973121101735	same	same			fallback-nonanswer
arbiter_with_cancel_pb_10_pe_.ltl	TIMEOUT	17.096077463007532	TIMEOUT	17.09388984501129	TIMEOUT	17.085702495998703	same	same			fallback-nonanswer
arbiter_with_cancel_pb_5_pe_.ltl	REALIZABLE	1.6666030168998986	REALIZABLE	1.19021432500449	REALIZABLE	1.1825979749846738	same	same	0.476389		lifting
arbiter_with_cancel_pb_6_pe_.ltl	REALIZABLE	2.083312971983105	TIMEOUT	17.036049136018846	TIMEOUT	17.036613094998756	gain	same			lifting
arbiter_with_cancel_pb_7_pe_.ltl	REALIZABLE	2.911383601021953	TIMEOUT	17.053372721013147	TIMEOUT	17.048749891022453	gain	same			lifting
arbiter_with_cancel_pb_8_pe_.ltl	REALIZABLE	4.718740315060131	TIMEOUT	17.08978130898322	TIMEOUT	17.09104206599295	gain	same			lifting
arbiter_with_cancel_pb_9_pe_.ltl	TIMEOUT	17.086362742003985	TIMEOUT	17.08549180199043	TIMEOUT	17.094117169006495	same	same			fallback-nonanswer
collector_v1_pb_11_pe_.ltl	TIMEOUT	17.037175575038418	TIMEOUT	17.036500574991805	TIMEOUT	17.036318998987554	same	same			fallback-nonanswer
collector_v1_pb_12_pe_.ltl	TIMEOUT	17.052453969954513	TIMEOUT	17.05348605598556	TIMEOUT	17.05356091199792	same	same			fallback-nonanswer
collector_v1_pb_13_pe_.ltl	TIMEOUT	17.093507464043796	TIMEOUT	17.093297841987805	TIMEOUT	17.085313568997663	same	same			fallback-nonanswer
collector_v1_pb_14_pe_.ltl	TIMEOUT	17.086678201099858	TIMEOUT	17.08629494399065	TIMEOUT	17.052988826006185	same	same			fallback-nonanswer
collector_v1_pb_15_pe_.ltl	TIMEOUT	17.05301842908375	TIMEOUT	17.0850034620089	TIMEOUT	17.09190502000274	same	same			fallback-nonanswer
collector_v1_pb_5_pe_.ltl	REALIZABLE	5.699613312957808	REALIZABLE	0.027118853002320975	REALIZABLE	0.02559075999306515	same	same	5.672494		B
collector_v1_pb_7_pe_.ltl	REALIZABLE	5.6681878180243075	REALIZABLE	0.0987852860125713	REALIZABLE	0.10221683999407105	same	same	5.569403		B
collector_v1_pb_9_pe_.ltl	REALIZABLE	8.408575444016606	REALIZABLE	2.9410402109788265	REALIZABLE	2.8538887519971468	same	same	5.467535		B
load_balancer_pb_10_pe_.ltl	TIMEOUT	17.038528895005584	TIMEOUT	17.092106336000143	TIMEOUT	17.094313239998883	same	same			fallback-nonanswer
load_balancer_pb_11_pe_.ltl	TIMEOUT	17.05301774700638	TIMEOUT	17.05361841301783	TIMEOUT	17.093966273008846	same	same			fallback-nonanswer
load_balancer_pb_5_pe_.ltl	REALIZABLE	1.3360466288868338	REALIZABLE	0.13365639297990128	REALIZABLE	0.13135474899900146	same	same	1.202390		lifting
load_balancer_pb_6_pe_.ltl	REALIZABLE	1.6511833450058475	REALIZABLE	0.483532619982725	REALIZABLE	0.49853323501884006	same	same	1.167651		lifting
load_balancer_pb_7_pe_.ltl	REALIZABLE	2.36755731201265	REALIZABLE	4.935504043009132	REALIZABLE	4.9880335349880625	same	same	-2.567947		lifting
load_balancer_pb_8_pe_.ltl	REALIZABLE	4.23990154301282	TIMEOUT	17.093394488008926	TIMEOUT	17.085506717994576	gain	same			lifting
load_balancer_pb_9_pe_.ltl	TIMEOUT	17.093897231970914	TIMEOUT	17.090702826011693	TIMEOUT	17.089623776992084	same	same			fallback-nonanswer
load_balancer_unreal2_pb_2_pe_.ltl	REALIZABLE	0.4341462349984795	REALIZABLE	0.030204305017832667	REALIZABLE	0.02753407700220123	same	same	0.403942		lifting
load_balancer_unreal2_pb_3_pe_.ltl	UNREALIZABLE	0.5825221439590678	UNREALIZABLE	0.04360086302040145	UNREALIZABLE	0.036711474996991456	same	same	0.538921		lifting
load_balancer_unreal2_pb_4_pe_.ltl	UNREALIZABLE	0.6357835429953411	UNREALIZABLE	0.13853664800990373	UNREALIZABLE	0.14751165299094282	same	same	0.497247		lifting
load_balancer_unreal2_pb_5_pe_.ltl	UNREALIZABLE	0.9014234560308978	UNREALIZABLE	12.723686696001096	UNREALIZABLE	11.608843835012522	same	same	-11.822263		lifting
load_balancer_unreal2_pb_6_pe_.ltl	UNREALIZABLE	2.2481586209032685	TIMEOUT	17.05279730798793	TIMEOUT	17.053252676996635	gain	same			lifting
load_balancer_unreal2_pb_7_pe_.ltl	TIMEOUT	17.09495167201385	TIMEOUT	17.085155715001747	TIMEOUT	17.092182549997233	same	same			fallback-nonanswer
load_balancer_unreal2_pb_8_pe_.ltl	TIMEOUT	17.053345629014075	TIMEOUT	17.075311583001167	TIMEOUT	17.053531954996288	same	same			fallback-nonanswer
prioritized_arbiter_pb_10_pe_.ltl	REALIZABLE	1.0451651299372315	TIMEOUT	17.08020682600909	TIMEOUT	17.085192511003697	gain	same			lifting
prioritized_arbiter_pb_12_pe_.ltl	REALIZABLE	1.9053449069615453	TIMEOUT	17.09059109899681	TIMEOUT	17.08807982801227	gain	same			lifting
prioritized_arbiter_pb_5_pe_.ltl	REALIZABLE	0.8056361200287938	REALIZABLE	0.048571061983238906	REALIZABLE	0.04625439899973571	same	same	0.757065		lifting
prioritized_arbiter_pb_6_pe_.ltl	REALIZABLE	0.8475985010154545	REALIZABLE	0.38154885201947764	REALIZABLE	0.3915395429939963	same	same	0.466050		lifting
prioritized_arbiter_pb_7_pe_.ltl	REALIZABLE	0.8842271829489619	TIMEOUT	17.093176538008265	TIMEOUT	17.0935072049906	gain	same			lifting
prioritized_arbiter_pb_8_pe_.ltl	REALIZABLE	0.9112347760237753	TIMEOUT	17.084238486015238	TIMEOUT	17.084531903994502	gain	same			lifting
prioritized_arbiter_pb_9_pe_.ltl	REALIZABLE	0.9509225779911503	TIMEOUT	17.093439107004087	TIMEOUT	17.085274172015488	gain	same			lifting
prioritized_arbiter_unreal2_pb_100_pe_.ltl	TIMEOUT	17.048848560079932	TIMEOUT	17.09229743000469	TIMEOUT	17.096520523977233	same	same			fallback-nonanswer
prioritized_arbiter_unreal2_pb_10_pe_.ltl	UNREALIZABLE	5.521306907059625	UNREALIZABLE	0.027225636004004627	UNREALIZABLE	0.033415790006984025	same	same	5.494081		lifting
prioritized_arbiter_unreal2_pb_2_pe_.ltl	UNREALIZABLE	0.538166927988641	UNREALIZABLE	0.0350167800206691	UNREALIZABLE	0.033540693984832615	same	same	0.503150		lifting
prioritized_arbiter_unreal2_pb_30_pe_.ltl	TIMEOUT	17.089006848982535	TIMEOUT	17.08667866900214	TIMEOUT	17.09265386298648	same	same			fallback-nonanswer
prioritized_arbiter_unreal2_pb_3_pe_.ltl	UNREALIZABLE	0.5367811669129878	UNREALIZABLE	0.024387885991018265	UNREALIZABLE	0.017029591981554404	same	same	0.512393		lifting
prioritized_arbiter_unreal2_pb_4_pe_.ltl	UNREALIZABLE	0.5521207950077951	UNREALIZABLE	0.016341504000592977	UNREALIZABLE	0.027546816010726616	same	same	0.535779		lifting
prioritized_arbiter_unreal2_pb_5_pe_.ltl	UNREALIZABLE	0.6010360340587795	UNREALIZABLE	0.021430713997688144	UNREALIZABLE	0.0489288599928841	same	same	0.579605		lifting
prioritized_arbiter_unreal2_pb_60_pe_.ltl	TIMEOUT	17.049406466074288	TIMEOUT	17.09014915599255	TIMEOUT	17.074116011994192	same	same			fallback-nonanswer
prioritized_arbiter_unreal2_pb_6_pe_.ltl	UNREALIZABLE	0.6200974339153618	UNREALIZABLE	0.019990264991065487	UNREALIZABLE	0.018734510987997055	same	same	0.600107		lifting
prioritized_arbiter_unreal2_pb_7_pe_.ltl	UNREALIZABLE	0.7458270159550011	UNREALIZABLE	0.025661461986601353	UNREALIZABLE	0.03530814201803878	same	same	0.720166		lifting
prioritized_arbiter_unreal2_pb_8_pe_.ltl	UNREALIZABLE	1.0845499739516526	UNREALIZABLE	0.03867507301038131	UNREALIZABLE	0.019369530986296013	same	same	1.045875		lifting
round_robin_arbiter_unreal2_pb_2_pe_.ltl	UNREALIZABLE	0.5780616520205513	UNREALIZABLE	0.027153666014783084	UNREALIZABLE	0.03305269600241445	same	same	0.550908		lifting
round_robin_arbiter_unreal2_pb_3_pe_.ltl	UNREALIZABLE	0.6358923229854554	UNREALIZABLE	0.04556797901750542	UNREALIZABLE	0.03231256900471635	same	same	0.590324		lifting
round_robin_arbiter_unreal2_pb_4_pe_.ltl	UNREALIZABLE	0.9211436670739204	UNREALIZABLE	0.5210324130021036	UNREALIZABLE	0.5349994099815376	same	same	0.400111		lifting
round_robin_arbiter_unreal2_pb_5_pe_.ltl	UNREALIZABLE	2.117202085093595	TIMEOUT	17.085374287999002	TIMEOUT	17.088622960989596	gain	same			lifting
round_robin_arbiter_unreal2_pb_6_pe_.ltl	TIMEOUT	17.086962350993417	TIMEOUT	17.086217516014585	TIMEOUT	17.090633321990026	same	same			fallback-nonanswer
round_robin_arbiter_unreal2_pb_7_pe_.ltl	TIMEOUT	17.090735040954314	TIMEOUT	17.09221430600155	TIMEOUT	17.084564903983846	same	same			fallback-nonanswer
simple_arbiter_with_hints_pb_10_pe_.ltl	TIMEOUT	17.195721011958085	TIMEOUT	17.188973737997003	TIMEOUT	17.188922339992132	same	same			fallback-nonanswer
simple_arbiter_with_hints_pb_12_pe_.ltl	TIMEOUT	17.090010841959156	TIMEOUT	17.087163621996297	TIMEOUT	17.092337078996934	same	same			fallback-nonanswer
simple_arbiter_with_hints_pb_15_pe_.ltl	TIMEOUT	17.085873384959996	TIMEOUT	17.093008691008436	TIMEOUT	17.092670059995726	same	same			fallback-nonanswer
simple_arbiter_with_hints_pb_8_pe_.ltl	TIMEOUT	17.055118246935308	TIMEOUT	17.037244267005008	TIMEOUT	17.02412478098995	same	same			fallback-nonanswer
