family_key	solved_instance	solved_params_json	solved_seconds	unsolved_instance	unsolved_params_json	unsolved_failure	pair_kind	l1_distance
param:tlsf/collector/parametric/collector_v2.tlsf	collector_v2_pb_15_pe_.ltl	"{""n"":15}"	12.335180721012875	collector_v2_pb_27_pe_.ltl	"{""n"":27}"	TIMEOUT	cover	0.5
param:tlsf/collector/parametric/collector_v3.tlsf	collector_v3_pb_7_pe_.ltl	"{""n"":7}"	0.9186115009943023	collector_v3_pb_9_pe_.ltl	"{""n"":9}"	TIMEOUT	cover	0.1666666666666666666666666667
param:tlsf/full_arbiter_log/parametric/full_arbiter_enc.tlsf				full_arbiter_enc_pb_8_pe_.ltl	"{""n"":8}"	TIMEOUT	none	
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_18_pe_.ltl	"{""n"":2,""u"":18}"	21.144463615957648	full_arbiter_unreal1_pb_2_20_pe_.ltl	"{""n"":2,""u"":20}"	TIMEOUT	cover	0.08
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_10_pe_.ltl	"{""n"":2,""u"":10}"	0.05569348705466837	full_arbiter_unreal1_pb_3_10_pe_.ltl	"{""n"":3,""u"":10}"	TIMEOUT	cover	0.25
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_11_pe_.ltl	"{""n"":2,""u"":11}"	0.102278325939551	full_arbiter_unreal1_pb_3_11_pe_.ltl	"{""n"":3,""u"":11}"	TIMEOUT	cover	0.25
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_12_pe_.ltl	"{""n"":2,""u"":12}"	0.19861297402530909	full_arbiter_unreal1_pb_3_12_pe_.ltl	"{""n"":3,""u"":12}"	TIMEOUT	cover	0.25
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_13_pe_.ltl	"{""n"":2,""u"":13}"	0.4122366000665352	full_arbiter_unreal1_pb_3_13_pe_.ltl	"{""n"":3,""u"":13}"	TIMEOUT	cover	0.25
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_14_pe_.ltl	"{""n"":2,""u"":14}"	0.9030105849960819	full_arbiter_unreal1_pb_3_14_pe_.ltl	"{""n"":3,""u"":14}"	TIMEOUT	cover	0.25
param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	full_arbiter_unreal1_pb_2_15_pe_.ltl	"{""n"":2,""u"":15}"	1.8973865759326145	full_arbiter_unreal1_pb_3_15_pe_.ltl	"{""n"":3,""u"":15}"	TIMEOUT	cover	0.25
