suite	instance	family	cohort	worker	pid	route	source_sha256	options	checkpoint	formula_fnv1a64	backend	phase	k_schedule	translation_pref	translation_ms	preprocessing_ms	action_construction_ms	solve_ms	verification_ms	total_ms	graph_ready	total_q	total_e	search_rows	verification_rows	verification_only_rows	union_rows	union_edges	k	k_union_rows	k_union_edges	search_applications	verification_applications	support_median	support_p95	support_max	decoded_profiles	action_profiles_used	forward_env_nodes	forward_ctrl_nodes	actions_seen	max_f	forward_limit_reason	worker_result	final_reason	rho_q	rho_e	result	seconds	exit_code	timed_out	acacia_sha	binary_sha256	preset	timestamp_utc	status	original_status
syntcomp26	lift_unary_enc_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift_unary_enc.tlsf	discovery	unreal-formula	288514	tlsf	4c0607135909c32f5d7dd19146892145ac0459e5b3c7383f74c86a41353e6bd3		support-demand-progress	b4fe2f9ee665e4e5	forward	search	linear	small	1216	52	1287	0	0	8039	1	3699	208723	782	0	0	782	65819	5	189	15984	262144	0	5	7	7	1696	1120	1153	80710	0	0	none	unknown	unknown	0.211408489	0.315341385	REALIZABLE	9.191642	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:22.905881Z	cancelled-worker	cancelled-worker
syntcomp26	lift_unary_enc_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift_unary_enc.tlsf	discovery	unreal-automaton	288515	tlsf	4c0607135909c32f5d7dd19146892145ac0459e5b3c7383f74c86a41353e6bd3		support-demand-progress	508b1a1aa9f21157	forward	search	linear	small	200	8	239	0	0	7310	1	1313	40483	1074	0	0	1074	34128	11	2	8	1048576	0	16	29	36	1696	1120	3069	209510	0	0	none	unknown	unknown	0.817974105	0.843020527	REALIZABLE	9.191642	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:22.905881Z	cancelled-worker	cancelled-worker
syntcomp26	load_balancer_unreal1_pb_4_8_pe_.ltl	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	discovery	real	288523	tlsf	fa161ccbc4c7f6a4174212ca0120f434e2b891aa5206dcaf2a8a80c6ac5e76bf		final	aac83fa6a815c0af	forward	search	linear	small	21	0	30	561	0	589	1	170	579	81	0	0	81	338	5	68	302	351420	0	11	15	20	416	284	74108	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	0.476470588	0.583765112	TIMEOUT	17.071996	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:40.003569Z	unknown	unknown
syntcomp26	load_balancer_unreal1_pb_4_8_pe_.ltl	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	discovery	unreal-formula	288524	tlsf	fa161ccbc4c7f6a4174212ca0120f434e2b891aa5206dcaf2a8a80c6ac5e76bf		support-before-translation	d4075d6ffd1319dd	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.071996	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:40.003569Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	load_balancer_unreal1_pb_4_8_pe_.ltl	param:tlsf/load_balancer_unreal/parametric/load_balancer_unreal1.tlsf	discovery	unreal-automaton	288525	tlsf	fa161ccbc4c7f6a4174212ca0120f434e2b891aa5206dcaf2a8a80c6ac5e76bf		support-before-translation	83b220a878ae10b	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.071996	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:40.003569Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	prioritized_arbiter_pb_7_pe_.ltl	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	discovery	real	288535	tlsf	5dad9c093748d6b392a401873c5b0c582878d4aa621cc4aa2f0af3b7fe819da4		support-demand-progress	d6dcee187649611	forward	search	linear	small	1	0	2	0	0	14575	1	19	48	18	0	0	18	45	11	18	45	33554432	0	8	16	16	512	512	47246	93744	0	0	none	unknown	unknown	0.947368421	0.9375	TIMEOUT	17.037257	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:57.058618Z	timeout	timeout
syntcomp26	prioritized_arbiter_pb_7_pe_.ltl	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	discovery	unreal-formula	288536	tlsf	5dad9c093748d6b392a401873c5b0c582878d4aa621cc4aa2f0af3b7fe819da4		support-demand-k	b02504995cfe67c1	forward	search	linear	small	0	0	0	0	0	13700	1	35	119	35	0	0	35	119	59	35	119	2212221	0	3	3	3	74	20	25485	254850	0	0	none	unknown	unknown	1	1	TIMEOUT	17.037257	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:57.058618Z	timeout	timeout
syntcomp26	prioritized_arbiter_pb_7_pe_.ltl	param:tlsf/prioritized_arbiter/parametric/prioritized_arbiter.tlsf	discovery	unreal-automaton	288537	tlsf	5dad9c093748d6b392a401873c5b0c582878d4aa621cc4aa2f0af3b7fe819da4		support-demand-k	dca2d2196c48e851	forward	search	linear	small	1	0	1	0	0	14943	1	47	139	47	0	0	47	139	59	47	139	2287956	0	3	4	5	74	20	26076	260760	0	0	none	unknown	unknown	1	1	TIMEOUT	17.037257	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:57.058618Z	timeout	timeout
syntcomp26	prioritized_arbiter_unreal2_pb_30_pe_.ltl	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	discovery	real	288591	tlsf	5d6a924e50ba5e0a4541f10dc5889417f1a6c754fa6bb7e05124b83d04b06014		support-before-translation	2da54fde29b3ddf9	forward	translation	linear	small	0	0	0	0	0	8	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.073103	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:14.167422Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	prioritized_arbiter_unreal2_pb_30_pe_.ltl	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	discovery	unreal-formula	288592	tlsf	5d6a924e50ba5e0a4541f10dc5889417f1a6c754fa6bb7e05124b83d04b06014		final	ef4b65d0bd3d96df	forward	translation	linear	small	6	0	0	0	0	16	0																0		0	0	0	0	none	unknown	translation-acceptance-set-limit			TIMEOUT	17.073103	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:14.167422Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	prioritized_arbiter_unreal2_pb_30_pe_.ltl	param:tlsf/prioritized_arbiter_unreal/parametric/prioritized_arbiter_unreal2.tlsf	discovery	unreal-automaton	288593	tlsf	5d6a924e50ba5e0a4541f10dc5889417f1a6c754fa6bb7e05124b83d04b06014		final	6c9d833b6eff8b7	forward	translation	linear	small	4	0	0	0	0	13	0																0		0	0	0	0	none	unknown	translation-acceptance-set-limit			TIMEOUT	17.073103	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:14.167422Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	robot-resource-2d16.ltl	direct:tlsf/sweap:robot-resource-2d	discovery	real	288615	tlsf	8286e95151374cf48307f2fc8b21a153dd73cc95eee3320cfd28b95b33eb92b5		support-before-translation	ff66d8151867b3f5	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.037255	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:31.216805Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	robot-resource-2d16.ltl	direct:tlsf/sweap:robot-resource-2d	discovery	unreal-formula	288616	tlsf	8286e95151374cf48307f2fc8b21a153dd73cc95eee3320cfd28b95b33eb92b5		alphabet-census	e1a389114864d637	forward	action-construction	linear	small	5874	0	0	0	0	10193	1	123	264	0	0	0	0	0	2	0	0	0	0				0	0	0	0	0	0	none	unknown	unknown	0	0	TIMEOUT	17.037255	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:31.216805Z	timeout	timeout
syntcomp26	robot-resource-2d16.ltl	direct:tlsf/sweap:robot-resource-2d	discovery	unreal-automaton	288617	tlsf	8286e95151374cf48307f2fc8b21a153dd73cc95eee3320cfd28b95b33eb92b5		alphabet-census	c3e8f49f299ad31b	forward	action-construction	linear	small	1396	0	0	0	0	10495	1	109	236	0	0	0	0	0	2	0	0	0	0				0	0	0	0	0	0	none	unknown	unknown	0	0	TIMEOUT	17.037255	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:31.216805Z	timeout	timeout
syntcomp26	robot-to-target-charging3.ltl	direct:tlsf/sweap:robot-to-target-charging	discovery	real	288656	tlsf	7508dd51595000293b5a6dfddc21357d605d1db523016edfe1170174f39da650		support-before-translation	733684fd41fb414	forward	translation	linear	small	0	0	0	0	0	3	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036626	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.265511Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	robot-to-target-charging3.ltl	direct:tlsf/sweap:robot-to-target-charging	discovery	unreal-formula	288657	tlsf	7508dd51595000293b5a6dfddc21357d605d1db523016edfe1170174f39da650		alphabet-census	54815a537c822f18	forward	action-construction	linear	small	5220	0	0	0	0	11386	1	98	225	0	0	0	0	0	2	0	0	0	0				0	0	0	0	0	0	none	unknown	unknown	0	0	TIMEOUT	17.036626	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.265511Z	timeout	timeout
syntcomp26	robot-to-target-charging3.ltl	direct:tlsf/sweap:robot-to-target-charging	discovery	unreal-automaton	288658	tlsf	7508dd51595000293b5a6dfddc21357d605d1db523016edfe1170174f39da650		alphabet-census	d175047681648912	forward	action-construction	linear	small	4965	0	0	0	0	16016	1	94	216	0	0	0	0	0	2	0	0	0	0				0	0	0	0	0	0	none	unknown	unknown	0	0	TIMEOUT	17.036626	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.265511Z	timeout	timeout
syntcomp26	robot_grid_pb_3_3_pe_.ltl	param:tlsf/robot_grid/parametric/robot_grid.tlsf	discovery	real	288668	tlsf	a62b51ad95c88b72ea6deb8299dbbca5dfe28ee1b3203843deda5494b9260d28		final	f1ea17395d6f64f6	forward	search	linear	small	53	0	23	69	4.33235	128	1	353	4706	286	197	0	286	3452	5	286	3452	22621	5806	4	4	4	1491	1119	187	17017	0	0	none	solved	forward-verified-win	0.8101983	0.733531662	REALIZABLE	0.164166	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.441898Z	complete	complete
syntcomp26	robot_grid_pb_3_3_pe_.ltl	param:tlsf/robot_grid/parametric/robot_grid.tlsf	discovery	unreal-formula	288669	tlsf	a62b51ad95c88b72ea6deb8299dbbca5dfe28ee1b3203843deda5494b9260d28		support-before-translation	2c2bb35b35df44e4	forward	translation	linear	small	0	0	0	0	0	3	0																0		0	0	0	0	none	unknown	unknown			REALIZABLE	0.164166	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.441898Z	cancelled-worker	translation-failure-realizable
syntcomp26	robot_grid_pb_3_3_pe_.ltl	param:tlsf/robot_grid/parametric/robot_grid.tlsf	discovery	unreal-automaton	288670	tlsf	a62b51ad95c88b72ea6deb8299dbbca5dfe28ee1b3203843deda5494b9260d28		support-before-translation	b267467f5b534960	forward	translation	linear	small	0	0	0	0	0	3	0																0		0	0	0	0	none	unknown	unknown			REALIZABLE	0.164166	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:28:48.441898Z	cancelled-worker	translation-failure-realizable
syntcomp26	tasks-unreal0.ltl	direct:tlsf/sweap:tasks-unreal	discovery	real	288677	tlsf	414b85f00f85a1a6006500fbacbc5b6b200fc826b438c9a3f310fc62f3179850		support-before-translation	24a11cf38ebfd32d	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036528	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:05.490572Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	tasks-unreal0.ltl	direct:tlsf/sweap:tasks-unreal	discovery	unreal-formula	288678	tlsf	414b85f00f85a1a6006500fbacbc5b6b200fc826b438c9a3f310fc62f3179850		support-before-translation	f8ac719efb45b2e9	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036528	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:05.490572Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	tasks-unreal0.ltl	direct:tlsf/sweap:tasks-unreal	discovery	unreal-automaton	288679	tlsf	414b85f00f85a1a6006500fbacbc5b6b200fc826b438c9a3f310fc62f3179850		support-demand-k	1edbc58477d7eaf5	forward	search	linear	small	239	0	1702	0	0	16548	1	105	302	87	0	0	87	226	38	87	226	17072386	0	1	48	69	77610	57890	151	1512	0	0	none	unknown	unknown	0.828571429	0.748344371	TIMEOUT	17.036528	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:05.490572Z	timeout	timeout
syntcomp26	arbiter_on_inpchange_pb_4_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	real	288711	tlsf	954e0dd365dd2f8c863109e9a8f169862b780b7dca1ffc9df1e32465bcda3eaa		final	bfe6576c60639863	forward	search	linear	small	6	0	2	817	117.383	831	1	43	105	43	34	0	43	105	5	43	105	1918901	147824	9	9	10	256	256	12341	187040	0	0	none	solved	forward-verified-win	1	1	REALIZABLE	0.866645	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.382394Z	complete	complete
syntcomp26	arbiter_on_inpchange_pb_4_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	unreal-formula	288712	tlsf	954e0dd365dd2f8c863109e9a8f169862b780b7dca1ffc9df1e32465bcda3eaa		support-before-translation	f62ee5d225a148d5	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			REALIZABLE	0.866645	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.382394Z	cancelled-worker	translation-failure-realizable
syntcomp26	arbiter_on_inpchange_pb_4_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	unreal-automaton	288713	tlsf	954e0dd365dd2f8c863109e9a8f169862b780b7dca1ffc9df1e32465bcda3eaa		support-before-translation	dbcfc2215bf5e381	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			REALIZABLE	0.866645	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.382394Z	cancelled-worker	translation-failure-realizable
syntcomp26	full_arbiter_unreal1_pb_2_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	real	288720	tlsf	b8ea7b5138b951c673e50cd8257864a58ac8f41b666f03ee46397cb84e88e855		support-demand-progress	66c63318e072ac9b	forward	search	linear	small	0	0	0	0	0	14	1	22	39	22	0	0	22	39	8	22	39	16384	0	8	11	12	16	16	1404	5092	0	0	none	unknown	unknown	1	1	UNREALIZABLE	0.066340	1	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.489885Z	cancelled-worker	cancelled-worker
syntcomp26	full_arbiter_unreal1_pb_2_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	unreal-formula	288721	tlsf	b8ea7b5138b951c673e50cd8257864a58ac8f41b666f03ee46397cb84e88e855		final	4d650f8d883970e3	forward	preprocessing	linear	small	9	0	0	0	0	16	0																0		0	0	0	0	none	solved	spot-fast-path			UNREALIZABLE	0.066340	1	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.489885Z	no-demand-fast-path	no-demand-fast-path
syntcomp26	full_arbiter_unreal1_pb_2_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	unreal-automaton	288722	tlsf	b8ea7b5138b951c673e50cd8257864a58ac8f41b666f03ee46397cb84e88e855		support-before-translation	c9a7bd96cc1d598d	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			UNREALIZABLE	0.066340	1	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:06.489885Z	cancelled-worker	translation-failure-unrealizable
syntcomp26	full_arbiter_unreal2_pb_4_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal2.tlsf	discovery	real	288729	tlsf	2f5dbf3c0d4c0770fdaf0221081fabd63bf2143cb767f2e2df197a805ad63366		final	31d8b2465588bd4c	forward	search	linear	small	7	0	3	1169	0	1185	1	31	69	31	0	0	31	69	5	31	69	2878164	0	12	16	17	256	256	92423	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	1	1	UNREALIZABLE	4.677943	1	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:11.186455Z	unknown	unknown
syntcomp26	full_arbiter_unreal2_pb_4_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal2.tlsf	discovery	unreal-formula	288730	tlsf	2f5dbf3c0d4c0770fdaf0221081fabd63bf2143cb767f2e2df197a805ad63366		support-before-translation	e4d2e836d666ad24	forward	translation	linear	small	0	0	0	0	0	7	0																0		0	0	0	0	none	unknown	unknown			UNREALIZABLE	4.677943	1	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:29:11.186455Z	cancelled-worker	translation-failure-unrealizable
