suite	instance	family	cohort	worker	pid	route	source_sha256	options	checkpoint	formula_fnv1a64	backend	phase	k_schedule	translation_pref	translation_ms	preprocessing_ms	action_construction_ms	solve_ms	verification_ms	total_ms	graph_ready	total_q	total_e	search_rows	verification_rows	verification_only_rows	union_rows	union_edges	k	k_union_rows	k_union_edges	search_applications	verification_applications	support_median	support_p95	support_max	decoded_profiles	action_profiles_used	forward_env_nodes	forward_ctrl_nodes	actions_seen	max_f	forward_limit_reason	worker_result	final_reason	rho_q	rho_e	result	seconds	exit_code	timed_out	acacia_sha	binary_sha256	preset	timestamp_utc	status	original_status
syntcomp26	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	discovery	unreal-formula	288169	tlsf	2ba6b5c167664586dbb32752d2b42ea75ea5e3b0a63338eb8a6c69e87e19f88f		support-before-translation	55571ddec14ab1da	forward	translation	linear	small	0	0	0	0	0	7	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.077374	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:24:38.188636Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	amba_decomposed_encode_pb_20_pe_.ltl	param:tlsf/amba/amba_decomposed/parametric/amba_decomposed_encode.tlsf	discovery	unreal-automaton	288170	tlsf	2ba6b5c167664586dbb32752d2b42ea75ea5e3b0a63338eb8a6c69e87e19f88f		support-before-translation	7c98dda4fb0da0de	forward	translation	linear	small	0	0	0	0	0	7	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.077374	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:24:38.188636Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_on_inpchange_pb_5_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	real	288207	tlsf	e68ed433173e761e18fc2b8a7e3d0bf4b6e04f30d46815825946233d9ae60821		final	a5ca4c9a453c17f9	forward	search	linear	small	23	0	11	1069	0	1100	1	53	130	53	0	0	53	130	5	39	114	1964331	0	11	11	12	1024	1024	18025	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	1	1	TIMEOUT	17.038351	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:24:55.249890Z	unknown	unknown
syntcomp26	arbiter_on_inpchange_pb_5_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	unreal-formula	288208	tlsf	e68ed433173e761e18fc2b8a7e3d0bf4b6e04f30d46815825946233d9ae60821		support-before-translation	983dcd9d7e2d7fb1	forward	translation	linear	small	0	0	0	0	0	7	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.038351	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:24:55.249890Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_on_inpchange_pb_5_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_on_inpchange.tlsf	discovery	unreal-automaton	288209	tlsf	e68ed433173e761e18fc2b8a7e3d0bf4b6e04f30d46815825946233d9ae60821		support-before-translation	91a87132f333a30d	forward	translation	linear	small	0	0	0	0	0	7	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.038351	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:24:55.249890Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter.tlsf	discovery	real	288319	tlsf	0a52db34c1299888dfec022d8e8bcc97fd7c9cf4ec5574c2ba575771f00434a9		final	b4c653e21f3cf54d	forward	search	linear	small	10	0	18	2300	0	2318	1	27	71	27	0	0	27	71	5	26	70	9083229	0	8	8	8	4096	4096	15630	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	1	1	TIMEOUT	17.020857	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:12.282187Z	unknown	unknown
syntcomp26	arbiter_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter.tlsf	discovery	unreal-formula	288320	tlsf	0a52db34c1299888dfec022d8e8bcc97fd7c9cf4ec5574c2ba575771f00434a9		support-before-translation	fa4b5b25895d3b25	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.020857	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:12.282187Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter.tlsf	discovery	unreal-automaton	288321	tlsf	0a52db34c1299888dfec022d8e8bcc97fd7c9cf4ec5574c2ba575771f00434a9		support-demand-progress	45e8e4b35c09a4ef	forward	search	linear	small	158	13	465	0	0	16078	1	929	59744	929	0	0	929	59744	11	929	59744	2097152	0	5	7	7	1408	512	7305	58416	0	0	none	unknown	unknown	1	1	TIMEOUT	17.020857	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:12.282187Z	timeout	timeout
syntcomp26	arbiter_with_buffer_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_buffer.tlsf	discovery	real	288335	tlsf	6a6950d834803935e25112683e596da666b89c64a3224efca3eb18db70763d44		support-demand-progress	b3dbf65ba7b00bac	forward	search	linear	small	6	0	1465	0	0	10750	1	20	51	20	0	0	20	51	5	20	51	33554432	0	11	11	11	262144	262144	194	12416	0	0	none	unknown	unknown	1	1	TIMEOUT	17.036415	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:29.329523Z	timeout	timeout
syntcomp26	arbiter_with_buffer_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_buffer.tlsf	discovery	unreal-formula	288336	tlsf	6a6950d834803935e25112683e596da666b89c64a3224efca3eb18db70763d44		support-before-translation	8aa2d9a5bf4ede42	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036415	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:29.329523Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_with_buffer_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_buffer.tlsf	discovery	unreal-automaton	288337	tlsf	6a6950d834803935e25112683e596da666b89c64a3224efca3eb18db70763d44		final	11ba81642261ce8	forward	preprocessing	linear	small	350	0	0	0	0	662	0																0		0	0	0	0	none	unknown	input-push-limit			TIMEOUT	17.036415	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:29.329523Z	preprocessing-timeout	preprocessing-timeout
syntcomp26	arbiter_with_cancel_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_cancel.tlsf	discovery	real	288347	tlsf	528e4f799ed78658bc67c95bd74f96eabd6057384dd57a5fbbfdb5e0d3765f0b		final	d41285d022b9f4d	forward	search	linear	small	1407	0	242	1479	0	2892	1	27	77	27	0	0	27	77	5	20	70	3592097	0	7	8	8	46656	46656	734	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	1	1	TIMEOUT	17.020368	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:46.379856Z	unknown	unknown
syntcomp26	arbiter_with_cancel_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_cancel.tlsf	discovery	unreal-formula	288348	tlsf	528e4f799ed78658bc67c95bd74f96eabd6057384dd57a5fbbfdb5e0d3765f0b		support-before-translation	66f71563f226c3c1	forward	translation	linear	small	0	0	0	0	0	4	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.020368	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:46.379856Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	arbiter_with_cancel_pb_6_pe_.ltl	param:tlsf/arbiters_zoo/parametric/arbiter_with_cancel.tlsf	discovery	unreal-automaton	288349	tlsf	528e4f799ed78658bc67c95bd74f96eabd6057384dd57a5fbbfdb5e0d3765f0b		final	adad52f3ea927967	forward	preprocessing	linear	small	6754	0	0	0	0	7039	0																0		0	0	0	0	none	unknown	input-push-limit			TIMEOUT	17.020368	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:25:46.379856Z	preprocessing-timeout	preprocessing-timeout
syntcomp26	chomp_pb_2_4_pe_.ltl	param:tlsf/chomp_game/parametric/chomp.tlsf	discovery	real	288362	tlsf	abcc8c886aa58b67ded512620684d16a6e5947c0c17b528b2e870aea4028f66c		support-before-translation	a36d55cc700d9149	forward	translation	linear	small	0	0	0	0	0	6	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.020493	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:03.415319Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	chomp_pb_2_4_pe_.ltl	param:tlsf/chomp_game/parametric/chomp.tlsf	discovery	unreal-formula	288363	tlsf	abcc8c886aa58b67ded512620684d16a6e5947c0c17b528b2e870aea4028f66c		final	1fe96f4166402363	forward	preprocessing	linear	small	6348	0	0	0	0	6357	0																0		0	0	0	0	none	unknown	spot-fast-path			TIMEOUT	17.020493	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:03.415319Z	preprocessing-timeout	preprocessing-timeout
syntcomp26	chomp_pb_2_4_pe_.ltl	param:tlsf/chomp_game/parametric/chomp.tlsf	discovery	unreal-automaton	288364	tlsf	abcc8c886aa58b67ded512620684d16a6e5947c0c17b528b2e870aea4028f66c		final	9f6f5ca2fa475da9	forward	search	linear	small	1134	0	11	310	0	1452	1	75	470	75	0	0	75	470	99	75	470	584589	0	1	16	25	1830	200	419	22626	0	0	none	unknown	forward-kmax-lose	1	1	TIMEOUT	17.020493	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:03.415319Z	unknown	unknown
syntcomp26	collector_v1_pb_11_pe_.ltl	param:tlsf/collector/parametric/collector_v1.tlsf	discovery	real	288399	tlsf	6735c4ac0cca92f2a2e91c8bd0d716dc7418a751258f29e0fcb1f428ebb2892a		final	1c11c3eb8854ae1f	forward	search	linear	small	287	29	7331	7496	0	7827	1	2061	179230	13	0	0	13	2083	2	13	2083	6145	0	12	12	13	4096	4096	2050	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	0.00630761766	0.0116219383	TIMEOUT	17.020307	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:20.446231Z	unknown	unknown
syntcomp26	collector_v1_pb_11_pe_.ltl	param:tlsf/collector/parametric/collector_v1.tlsf	discovery	unreal-formula	288400	tlsf	6735c4ac0cca92f2a2e91c8bd0d716dc7418a751258f29e0fcb1f428ebb2892a		after-preprocessing	a01c6dcd837152f8	forward	preprocessing	linear	small	3488	276	0	0	0	3776	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.020307	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:20.446231Z	preprocessing-timeout	preprocessing-timeout
syntcomp26	collector_v1_pb_11_pe_.ltl	param:tlsf/collector/parametric/collector_v1.tlsf	discovery	unreal-automaton	288401	tlsf	6735c4ac0cca92f2a2e91c8bd0d716dc7418a751258f29e0fcb1f428ebb2892a		final	8cbb3f31c4849be	forward	preprocessing	linear	small	2675	0	0	0	0	2791	0																0		0	0	0	0	none	unknown	input-push-limit			TIMEOUT	17.020307	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:20.446231Z	preprocessing-timeout	preprocessing-timeout
syntcomp26	collector_v3_pb_9_pe_.ltl	param:tlsf/collector/parametric/collector_v3.tlsf	discovery	real	288411	tlsf	19c52e58c858a5dbaecf52d1e05b3de1dd41ecf6ea17095d919c82df40e0d9e9		final	ed51f973777acde9	forward	search	linear	small	2362	24	3085	3184	0	5589	1	2835	147025	21	0	0	21	577	2	21	577	2065	0	10	10	12	1024	1024	1025	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	0.00740740741	0.00392450264	TIMEOUT	17.036235	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:37.492945Z	unknown	unknown
syntcomp26	collector_v3_pb_9_pe_.ltl	param:tlsf/collector/parametric/collector_v3.tlsf	discovery	unreal-formula	288412	tlsf	19c52e58c858a5dbaecf52d1e05b3de1dd41ecf6ea17095d919c82df40e0d9e9		support-before-translation	f3fcc8f38d8c4ef1	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036235	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:37.492945Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	collector_v3_pb_9_pe_.ltl	param:tlsf/collector/parametric/collector_v3.tlsf	discovery	unreal-automaton	288413	tlsf	19c52e58c858a5dbaecf52d1e05b3de1dd41ecf6ea17095d919c82df40e0d9e9		support-before-translation	e93a8f21d0e0c9a1	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.036235	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:37.492945Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	full_arbiter_unreal1_pb_3_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	real	288444	tlsf	e22ac85932cf4c1be65ba7d33a19e2ddcb38581e3f7971b17395ddf2c0199479		final	6af624642bde9d14	forward	search	linear	small	1	0	1	872	0	877	1	40	65	37	0	0	37	62	5	37	62	1600588	0	14	18	25	64	64	200001	312328	0	0	forward-resource-limit-env-nodes	unknown	forward-resource-limit-env-nodes	0.925	0.953846154	TIMEOUT	17.071362	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:54.590251Z	unknown	unknown
syntcomp26	full_arbiter_unreal1_pb_3_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	unreal-formula	288445	tlsf	e22ac85932cf4c1be65ba7d33a19e2ddcb38581e3f7971b17395ddf2c0199479		support-before-translation	1fa62cab8c645e0e	forward	translation	linear	small	0	0	0	0	0	3	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.071362	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:54.590251Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	full_arbiter_unreal1_pb_3_8_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal1.tlsf	discovery	unreal-automaton	288446	tlsf	e22ac85932cf4c1be65ba7d33a19e2ddcb38581e3f7971b17395ddf2c0199479		support-before-translation	237c144aff4bbece	forward	translation	linear	small	0	0	0	0	0	3	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.071362	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:26:54.590251Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	full_arbiter_unreal2_pb_5_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal2.tlsf	discovery	real	288456	tlsf	a6837b76a1f9b75eee4d28a39275f73e1b4722a195954d73711e035ca2797b8b		final	89b86718226c21b6	forward	search	linear	small	6	0	9	288	0	301	1	43	95	43	0	0	43	95	5	43	95	604416	0	13	20	26	1024	1024	23861	400001	0	0	forward-resource-limit-ctrl-nodes	unknown	forward-resource-limit-ctrl-nodes	1	1	TIMEOUT	17.037394	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:11.638904Z	unknown	unknown
syntcomp26	full_arbiter_unreal2_pb_5_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal2.tlsf	discovery	unreal-formula	288457	tlsf	a6837b76a1f9b75eee4d28a39275f73e1b4722a195954d73711e035ca2797b8b		support-before-translation	a6379fbf8832bfe8	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.037394	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:11.638904Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	full_arbiter_unreal2_pb_5_pe_.ltl	param:tlsf/full_arbiter_unreal/parametric/full_arbiter_unreal2.tlsf	discovery	unreal-automaton	288458	tlsf	a6837b76a1f9b75eee4d28a39275f73e1b4722a195954d73711e035ca2797b8b		support-before-translation	917e7bca376b5ccc	forward	translation	linear	small	0	0	0	0	0	5	0																0		0	0	0	0	none	unknown	unknown			TIMEOUT	17.037394	124	1	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:11.638904Z	translation-failure-timeout	translation-failure-timeout
syntcomp26	lift_gr1+_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1+.tlsf	discovery	real	288468	tlsf	ff3cd9ca15b7634f5d277cae60d9d951320e9743f21173703333faaec3439d67		final	6d0bd0d55492bef0	forward	search	linear	small	36	0	30	1247	23.3016	1291	1	270	3710	250	189	0	250	3557	8	250	3557	746689	22687	7	10	12	508	508	7256	221312	0	0	none	solved	forward-verified-win	0.925925926	0.958760108	REALIZABLE	1.368363	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.049918Z	complete	complete
syntcomp26	lift_gr1+_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1+.tlsf	discovery	unreal-formula	288469	tlsf	ff3cd9ca15b7634f5d277cae60d9d951320e9743f21173703333faaec3439d67		support-demand-progress	8eace86646c5483a	forward	search	linear	small	8	0	10	0	0	735	1	113	2337	82	0	0	82	1820	11	59	1336	1048576	0	8	10	10	864	480	9404	136215	0	0	none	unknown	unknown	0.725663717	0.778776209	REALIZABLE	1.368363	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.049918Z	cancelled-worker	cancelled-worker
syntcomp26	lift_gr1+_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1+.tlsf	discovery	unreal-automaton	288470	tlsf	ff3cd9ca15b7634f5d277cae60d9d951320e9743f21173703333faaec3439d67		support-demand-progress	40c142492020a082	forward	search	linear	small	3	0	6	0	0	1144	1	68	572	57	0	0	57	440	11	57	440	2097152	0	8	11	12	864	480	8610	125010	0	0	none	unknown	unknown	0.838235294	0.769230769	REALIZABLE	1.368363	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.049918Z	cancelled-worker	cancelled-worker
syntcomp26	lift_gr1_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1.tlsf	discovery	real	288495	tlsf	1ff1097d227e5785854edb1be09fcda5fd6785ba0f33f3aef9982a3f39ee1126		final	a4413e123587827e	forward	search	linear	small	19	0	13	195	4.68897	223	1	225	2758	214	149	0	214	2699	8	207	2655	136988	6346	6	9	10	276	276	2472	38640	0	0	none	solved	forward-verified-win	0.951111111	0.978607687	REALIZABLE	0.266492	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.334245Z	complete	complete
syntcomp26	lift_gr1_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1.tlsf	discovery	unreal-formula	288496	tlsf	1ff1097d227e5785854edb1be09fcda5fd6785ba0f33f3aef9982a3f39ee1126		support-demand-progress	d906ec4ce958b504	forward	search	linear	small	5	0	4	0	0	167	1	89	1457	59	0	0	59	1086	11	59	1086	262144	0	7	9	9	432	240	2105	31290	0	0	none	unknown	unknown	0.662921348	0.745367193	REALIZABLE	0.266492	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.334245Z	cancelled-worker	cancelled-worker
syntcomp26	lift_gr1_pb_3_pe_.ltl	param:tlsf/lift/parametric/lift_gr1.tlsf	discovery	unreal-automaton	288497	tlsf	1ff1097d227e5785854edb1be09fcda5fd6785ba0f33f3aef9982a3f39ee1126		support-demand-k	be57d54f1fbab5f0	forward	search	linear	small	2	0	3	0	0	222	1	66	567	56	0	0	56	436	11	56	436	366250	0	9	12	12	432	240	3911	58215	0	0	none	unknown	unknown	0.848484848	0.768959436	REALIZABLE	0.266492	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.334245Z	cancelled-worker	cancelled-worker
syntcomp26	lift_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift.tlsf	discovery	real	288504	tlsf	893ef6dc7f85c438b96bad29929ba6255eb468ab0b0bb4487e7b8c2008c290d3		final	dd8962c2b078839a	forward	search	linear	small	55	1	41	194	4.64864	258	1	437	9212	385	243	0	385	8719	8	335	8354	69408	4189	4	6	8	297	297	1556	24400	0	0	none	solved	forward-verified-win	0.881006865	0.946482848	REALIZABLE	0.314886	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.691618Z	complete	complete
syntcomp26	lift_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift.tlsf	discovery	unreal-formula	288505	tlsf	893ef6dc7f85c438b96bad29929ba6255eb468ab0b0bb4487e7b8c2008c290d3		support-demand-progress	533d6cec9489d0de	forward	search	linear	small	28	2	50	0	0	190	1	594	12651	190	0	0	190	5520	8	2	4	32768	0	5	6	6	464	400	507	12675	0	0	none	unknown	unknown	0.31986532	0.436329144	REALIZABLE	0.314886	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.691618Z	cancelled-worker	cancelled-worker
syntcomp26	lift_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift.tlsf	discovery	unreal-automaton	288506	tlsf	893ef6dc7f85c438b96bad29929ba6255eb468ab0b0bb4487e7b8c2008c290d3		support-demand-progress	12c9884470df828e	forward	search	linear	small	7	1	36	0	0	212	1	472	7801	440	0	0	440	7091	8	198	1974	65536	0	11	15	15	464	400	504	12600	0	0	none	unknown	unknown	0.93220339	0.908986027	REALIZABLE	0.314886	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:13.691618Z	cancelled-worker	cancelled-worker
syntcomp26	lift_unary_enc_pb_4_pe_.ltl	param:tlsf/lift/parametric/lift_unary_enc.tlsf	discovery	real	288513	tlsf	4c0607135909c32f5d7dd19146892145ac0459e5b3c7383f74c86a41353e6bd3		final	be2bfacb4fbda80d	forward	search	linear	small	287	4	186	8820	43.8123	9130	1	796	20630	758	361	0	758	19959	8	747	19821	1919125	18686	7	10	11	1134	1134	19773	279664	0	0	none	solved	forward-verified-win	0.952261307	0.967474552	REALIZABLE	9.191642	0	0	864be8d55d79af8b65454853035ad686b75601ef	5d9933595a8a5464ee3853f0c225f0eb4f1cf3391e4136e7fba63d4208d48602	otf_forward+diagnostics	2026-09-07T07:27:22.905881Z	complete	complete
