instance	benefit_target	control_statuses	control_verdicts	control_solved_count	control_solved	treatment_statuses	treatment_verdicts	treatment_solved_count	treatment_solved	control_seconds	treatment_seconds	paired_delta_seconds	control_median_seconds	treatment_median_seconds	control_noise_seconds	lower_rounds_seconds	higher_rounds_seconds	faster_rounds	slower_rounds	control_scope_memory_peak_bytes	treatment_scope_memory_peak_bytes	paired_delta_scope_memory_peak_bytes	control_median_scope_memory_peak_bytes	treatment_median_scope_memory_peak_bytes	control_noise_scope_memory_peak_bytes	lower_rounds_scope_memory_peak_bytes	higher_rounds_scope_memory_peak_bytes	control_max_process_rss_bytes	treatment_max_process_rss_bytes	paired_delta_max_process_rss_bytes	control_median_max_process_rss_bytes	treatment_median_max_process_rss_bytes	control_noise_max_process_rss_bytes	lower_rounds_max_process_rss_bytes	higher_rounds_max_process_rss_bytes	correctness_fail	lost_verdict_rounds	new_failures	regression_threshold_seconds	regression_flag_seconds	validated_regression_seconds	regression_threshold_scope_memory_peak_bytes	regression_flag_scope_memory_peak_bytes	validated_regression_scope_memory_peak_bytes	regression_failures	regression_unresolved	flags	coverage_benefit	runtime_benefit	memory_benefit
heim-double-x13.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[5.4807789900223725, 5.4053124730126, 5.459414164011832, 5.813726738968398, 5.355052166967653]	[5.34901250898838, 5.5321435569785535, 5.541469104995485, 5.616765817976557, 5.354965764039662]	[-0.13176648103399202, 0.12683108396595344, 0.08205494098365307, -0.1969609209918417, -8.64029279910028e-05]	5.459414164011832	5.5321435569785535	0.05410169099923223	3	2	[1, 4, 5]	[2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[228282368, 228208640, 228114432, 228044800, 228085760]	[228040704, 228003840, 228106240, 228024320, 227889152]	[-241664, -204800, -8192, -20480, -196608]	228114432	228024320	69632	5	0	false	[]	[]	0.2729707082005916	false	false	unavailable	false	false	[]	[]	[]	false	false	false
heim-double-x9.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.0079790729796514, 2.092601215990726, 2.142140140000265, 2.059656990051735, 2.0028400819865055]	[1.9932747810380533, 2.0905498589854687, 2.251803129038308, 2.04544665600406, 2.1213738720398396]	[-0.014704291941598058, -0.0020513570052571595, 0.10966298903804272, -0.014210334047675133, 0.11853379005333409]	2.059656990051735	2.0905498589854687	0.0516779170720838	3	2	[1, 2, 4]	[3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[116494336, 116416512, 116297728, 116289536, 116416512]	[116428800, 116350976, 116420608, 116580352, 116482048]	[-65536, -65536, 122880, 290816, 65536]	116416512	116428800	77824	2	3	false	[]	[]	0.10298284950258677	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-u10.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[10.343961737991776, 10.792067644011695, 11.298212327994406, 10.025264827010687, 10.778068769024685]	[9.963723137974739, 10.764020014030393, 10.784076630021445, 10.685766807000618, 9.786423276003916]	[-0.38023860001703724, -0.028047629981301725, -0.5141356979729608, 0.660501979989931, -0.9916454930207692]	10.778068769024685	10.685766807000618	0.4341070310329087	4	1	[1, 2, 3, 5]	[4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[555311104, 555331584, 555282432, 555266048, 555331584]	[1037914112, 1014620160, 1004544000, 1019756544, 1010819072]	[482603008, 459288576, 449261568, 464490496, 455487488]	555311104	1014620160	20480	0	5	false	[]	[]	0.5389034384512342	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-u11.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[13.915134539012797, 13.826870549994055, 12.736512384028174, 13.308339948998764, 14.457563406031113]	[13.784725031000562, 13.838499902980402, 13.641458066995256, 13.180062514031306, 14.242212545010261]	[-0.13040950801223516, 0.01162935298634693, 0.9049456829670817, -0.12827743496745825, -0.21535086102085188]	13.826870549994055	13.784725031000562	0.518530600995291	3	2	[1, 4, 5]	[2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[695472128, 695566336, 695607296, 695390208, 695447552]	[1395961856, 1391656960, 1391165440, 1384521728, 1401413632]	[700489728, 696090624, 695558144, 689131520, 705966080]	695472128	1391656960	81920	0	5	false	[]	[]	0.6913435274997028	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-u6.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.0921956070233136, 1.0296106369933113, 1.1037303250050172, 1.0657241269946098, 1.0543244759901427]	[1.1089163559954613, 1.0801218419801444, 1.1784807280055247, 1.1599766819854267, 1.082778233976569]	[0.016720748972147703, 0.050511204986833036, 0.0747504030005075, 0.09425255499081686, 0.028453757986426353]	1.0657241269946098	1.1089163559954613	0.02647148002870381	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[102301696, 102408192, 102424576, 102354944, 102408192]	[102313984, 102313984, 102318080, 102318080, 102223872]	[12288, -94208, -106496, -36864, -184320]	102408192	102313984	16384	4	1	false	[]	[]	0.0532862063497305	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-u7.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.4849889629986137, 1.573858805000782, 1.450248069013469, 1.6003620349802077, 1.6456902940408327]	[1.533060943998862, 1.5113991379621439, 1.5026437009801157, 1.6112434350070544, 1.583504231995903]	[0.04807198100024834, -0.062459667038638145, 0.05239563196664676, 0.010881400026846677, -0.06218606204492971]	1.573858805000782	1.533060943998862	0.07183148904005066	2	3	[2, 5]	[1, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[130338816, 130252800, 130465792, 130404352, 130248704]	[130416640, 130469888, 130359296, 130400256, 130441216]	[77824, 217088, -106496, -4096, 192512]	130338816	130416640	86016	2	3	false	[]	[]	0.0786929402500391	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-u9.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[8.803538576990832, 8.4076699760044, 8.68931721401168, 8.934078208985738, 8.591947551991325]	[8.410686224000528, 8.955410167051014, 8.957064474001527, 9.479211982048582, 8.381344803026877]	[-0.3928523529903032, 0.5477401910466142, 0.2677472599898465, 0.5451337730628438, -0.21060274896444753]	8.68931721401168	8.955410167051014	0.11422136297915131	2	3	[1, 5]	[2, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[551104512, 551104512, 551223296, 551268352, 551247872]	[841474048, 848781312, 838283264, 835571712, 833372160]	[290369536, 297676800, 287059968, 284303360, 282124288]	551223296	838283264	45056	0	5	false	[]	[]	0.434465860700584	false	false	unavailable	false	false	[]	[]	[]	false	false	false
infinite-race-unequal-25.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[13.038852769008372, 13.584036032028962, 12.772663389041554, 13.089076945965644, 13.13068507501157]	[12.945779418048915, 13.296331608027685, 13.366160036006477, 13.012752947979607, 12.710590207017958]	[-0.09307335095945746, -0.2877044240012765, 0.5934966469649225, -0.07632399798603728, -0.42009486799361184]	13.089076945965644	13.012752947979607	0.05022417695727199	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[634527744, 634613760, 634351616, 634601472, 634449920]	[634552320, 634466304, 634490880, 634343424, 634331136]	[24576, -147456, 139264, -258048, -118784]	634527744	634466304	77824	3	2	false	[]	[]	0.6544538472982823	false	false	unavailable	false	false	[]	[]	[]	false	false	false
lift_pb_3_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.05205972696421668, 0.039730355027131736, 0.04125235800165683, 0.04422853997675702, 0.04146541398949921]	[0.5968957600416616, 0.6259940279996954, 0.6411685600178316, 0.6151901989942417, 0.6534610039670952]	[0.5448360330774449, 0.5862636729725637, 0.5999162020161748, 0.5709616590174846, 0.611995589977596]	0.04146541398949921	0.6259940279996954	0.001735058962367475	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[21680128, 21635072, 21614592, 21696512, 21630976]	[83910656, 84041728, 84119552, 83922944, 84058112]	[62230528, 62406656, 62504960, 62226432, 62427136]	21635072	84041728	20480	0	5	false	[]	[]	0.05	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
lift_pb_4_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT""]"	[]	0	0/5	[0.283255060960073, 0.2787971200305037, 0.29330823000054806, 0.2736948289675638, 0.2846202260116115]	[17.0, 17.0, 17.0, 17.0, 17.0]	[16.716744939039927, 16.721202879969496, 16.706691769999452, 16.726305171032436, 16.71537977398839]	0.283255060960073	17.0	0.004457940929569304	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[51449856, 51372032, 51249152, 51281920, 51404800]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	51372032	unavailable	77824	unavailable	unavailable	false	[1, 2, 3, 4, 5]	[]	0.05	false	false	unavailable	false	false	"[""unequivocal regression""]"	[]	"[""lost verdict in paired rounds [1, 2, 3, 4, 5]"", ""changed round statuses"", ""unequivocal regression""]"	false	false	false
lift_unary_enc_pb_3_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.0730411849799566, 0.0845988790388219, 0.07646608300274238, 0.08546941401436925, 0.07128878397634253]	[0.681483204010874, 0.703285132010933, 0.6652433380368166, 0.7233564779744484, 0.6674120929674245]	[0.6084420190309174, 0.6186862529721111, 0.5887772550340742, 0.6378870639600791, 0.596123308991082]	0.07646608300274238	0.681483204010874	0.005177299026399851	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[23785472, 23846912, 23846912, 23695360, 23740416]	[81539072, 81567744, 81571840, 81387520, 81522688]	[57753600, 57720832, 57724928, 57692160, 57782272]	23785472	81539072	61440	0	5	false	[]	[]	0.05	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
lift_unary_enc_pb_4_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT""]"	[]	0	0/5	[10.082924098998774, 10.021341679035686, 10.222125746950042, 10.018958231958095, 10.076126826985274]	[17.0, 17.0, 17.0, 17.0, 17.0]	[6.917075901001226, 6.978658320964314, 6.7778742530499585, 6.981041768041905, 6.9238731730147265]	10.076126826985274	17.0	0.054785147949587554	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[437526528, 437518336, 437579776, 437600256, 437547008]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	437547008	unavailable	28672	unavailable	unavailable	false	[1, 2, 3, 4, 5]	[]	0.5038063413492637	false	false	unavailable	false	false	"[""unequivocal regression""]"	[]	"[""lost verdict in paired rounds [1, 2, 3, 4, 5]"", ""changed round statuses"", ""unequivocal regression""]"	false	false	false
load_balancer_pb_7_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[5.078002060006838, 5.371521878987551, 5.307080111000687, 5.127888621005695, 5.367992818006314]	[5.034863903012592, 4.955643107998185, 4.957367152033839, 4.954074739012867, 5.398618683975656]	[-0.043138156994245946, -0.4158787709893659, -0.3497129589668475, -0.1738138819928281, 0.03062586596934125]	5.307080111000687	4.957367152033839	0.06444176798686385	4	1	[1, 2, 3, 4]	[5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[155127808, 154742784, 154865664, 154767360, 154955776]	[154841088, 154959872, 154914816, 155025408, 154886144]	[-286720, 217088, 49152, 258048, -69632]	154865664	154914816	98304	2	3	false	[]	[]	0.26535400555003436	false	false	unavailable	false	false	[]	[]	[]	false	false	false
load_balancer_unreal1_pb_2_15_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.7346221579937264, 0.6800338820321485, 0.713608522026334, 0.7023416349547915, 0.7411358779645525]	[0.7612096240045503, 0.7706481839995831, 0.7722850110149011, 0.7056603280361742, 0.7699735389905982]	[0.026587466010823846, 0.09061430196743459, 0.058676488988567144, 0.003318693081382662, 0.02883766102604568]	0.713608522026334	0.7699735389905982	0.021013635967392474	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[67088384, 67284992, 67256320, 67330048, 67268608]	[67215360, 66875392, 67072000, 67076096, 67244032]	[126976, -409600, -184320, -253952, -24576]	67268608	67076096	16384	4	1	false	[]	[]	0.05	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
load_balancer_unreal1_pb_3_12_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6195694170310162, 0.6281921669724397, 0.6453556650085375, 0.6356815859908238, 0.6266519649652764]	[0.6551823450135998, 0.6344362890231423, 0.6489390259957872, 0.6594560050289147, 0.578259785019327]	[0.03561292798258364, 0.006244122050702572, 0.003583360987249762, 0.023774419038090855, -0.048392179945949465]	0.6281921669724397	0.6489390259957872	0.007489419018384069	1	4	[5]	[1, 2, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[66076672, 66031616, 65982464, 66023424, 65949696]	[72404992, 73641984, 73064448, 73588736, 72794112]	[6328320, 7610368, 7081984, 7565312, 6844416]	66023424	73064448	40960	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
load_balancer_unreal1_pb_4_6_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.0217963859904557, 1.0429182789521292, 1.0530488230288029, 1.0565515990019776, 1.137992688047234]	[1.1209074080106802, 1.128691160993185, 1.0487022350425832, 1.1069150040275417, 1.0508805469726212]	[0.09911102202022448, 0.08577288204105571, -0.004346587986219674, 0.050363405025564134, -0.08711214107461274]	1.0530488230288029	1.1069150040275417	0.010130544076673687	2	3	[3, 5]	[1, 2, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[126976000, 126926848, 126926848, 126910464, 127016960]	[132939776, 132964352, 132964352, 132964352, 132964352]	[5963776, 6037504, 6037504, 6053888, 5947392]	126926848	132964352	16384	0	5	false	[]	[]	0.052652441151440146	true	false	unavailable	false	false	[]	"[""slowdown — flagged, not validated""]"	"[""slowdown — flagged, not validated""]"	false	false	false
load_balancer_unreal1_pb_4_7_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[7.626017400005367, 7.450512164039537, 7.621647778025363, 7.730154994002078, 7.6996249969815835]	[8.217869696964044, 7.969060069997795, 8.150007106014527, 7.943038710975088, 8.060581124038436]	[0.5918522969586775, 0.5185479059582576, 0.5283593279891647, 0.21288371697301045, 0.360956127056852]	7.626017400005367	8.060581124038436	0.07360759697621688	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[363171840, 355020800, 363200512, 363782144, 363356160]	[807071744, 805404672, 797761536, 808775680, 829349888]	[443899904, 450383872, 434561024, 444993536, 465993728]	363200512	807071744	155648	0	5	false	[]	[]	0.38130087000026835	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
load_balancer_unreal1_pb_5_4_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6985548989614472, 0.706067674967926, 0.6464935279800557, 0.6980725480243564, 0.6847438900149427]	[0.7087988989660516, 0.7173062110086903, 0.7048810650012456, 0.7349012459744699, 0.7081365250051022]	[0.010244000004604459, 0.011238536040764302, 0.05838753702118993, 0.036828697950113565, 0.023392634990159422]	0.6980725480243564	0.7087988989660516	0.00799512694356963	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[110952448, 111026176, 110927872, 110743552, 110813184]	[84058112, 83828736, 83865600, 83931136, 83927040]	[-26894336, -27197440, -27062272, -26812416, -26886144]	110927872	83927040	98304	5	0	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
load_balancer_unreal1_pb_5_5_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[14.277330256998539, 13.440948871953879, 13.407269579009153, 13.591707411047537, 13.524896927992813]	[15.117293731018435, 14.390010791015811, 14.74847322696587, 14.92108082701452, 14.278953203000128]	[0.8399634740198962, 0.9490619190619327, 1.3412036479567178, 1.3293734159669839, 0.754056275007315]	13.524896927992813	14.74847322696587	0.08394805603893474	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[458231808, 457904128, 458080256, 458149888, 458149888]	[765542400, 789504000, 777207808, 775614464, 783437824]	[307310592, 331599872, 319127552, 317464576, 325287936]	458149888	777207808	69632	0	5	false	[]	[]	0.6762448463996407	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
